HSC_pop_size	HSCT_bottleneck	number_drivers_per_year	gamma_shape	gamma_rate	dpcpd	exaggeration_ratio	exaggeration_prop
215506	10785	163.693781627836	1.13253559593082	38.5905662660456	2.08103771611401e-06	4.74710613652132	0.298231364926323
297776	8255	285.325803935987	0.43162655752479	35.1264714460629	2.62517641224098e-06	5.86232306202874	0.209022361878306
292222	7632	325.429672710378	1.29876896416688	48.5562635709867	3.05106441134478e-06	3.51259865134489	0.117438157647848
245043	14295	156.411833369059	0.136011593672692	25.1305499478583	1.74877703453734e-06	4.91772882593796	0.108402338437736
176462	7997	177.051115893994	0.673576791477387	32.4689233590554	2.74887256403364e-06	2.06609433505218	0.262588833225891
363076	13558	157.013939981656	0.911117466130898	29.9058633048595	1.18480752798845e-06	4.28368652577046	0.18098032628186
235690	9680	187.543901977584	2.14651870625845	46.1634358888902	2.18006241048677e-06	2.84812229254749	0.227031536120921
273943	2975	185.591228846796	0.699005740302472	32.834087689601	1.85611284146048e-06	4.04053401912097	0.225754887470976
249423	11693	264.881764496783	0.327628466427405	32.4116749525295	2.90952905054766e-06	2.79154255602043	0.107799562858418
373902	3809	196.505580060919	0.361377179081008	31.5947865769957	1.43987315452096e-06	2.70036967098713	0.126305013196543
235690	9680	187.543901977584	2.14651870625845	46.1634358888902	2.18006241048677e-06	2.84812229254749	0.227031536120921
362310	9907	201.838872362649	1.42429324874496	39.7765269842416	1.5262709059989e-06	2.06067998812068	0.283650225494057
363525	12964	244.98346434724	1.10990590282166	38.6127936960479	1.84633126622401e-06	2.47992292803247	0.104282697942108
266985	6741	228.698101663737	0.326524312448503	32.5627001527747	2.34683649472624e-06	3.66648093459662	0.143251591641456
226774	3864	236.917784813966	3.84758305858503	70.1123006002573	2.86227619307384e-06	5.83205858082511	0.216872487869114
210311	7040	166.371813138674	0.946536075510044	33.6263039597541	2.16732927274987e-06	5.32730676408391	0.118666933989152
478414	9705	153.203663883246	1.72525452282643	36.3427861832858	8.77349043785405e-07	4.57461287768092	0.144222465250641
326753	9831	194.755689849407	0.498810295786068	35.943239663329	1.63296812107044e-06	5.35469767637551	0.133730020094663
335818	1901	117.181611327001	0.812376097267469	31.5716352862668	9.56010429711731e-07	5.66911904560402	0.199488281086087
272437	12588	214.639235923935	0.646121786233744	36.1847365665782	2.15849059107781e-06	3.93886783369817	0.242856011353433
293701	6532	244.032235243199	2.44771340019622	62.9231919365273	2.27640173652702e-06	5.90786438633222	0.220188704505563
253835	4102	285.325803935987	0.43162655752479	35.1264714460629	3.07961680355929e-06	4.11215603852179	0.114775431388989
168716	12167	193.289012951962	0.626797670909095	37.5952176277907	3.13875945135267e-06	5.62487020762637	0.219697351381183
282162	8567	269.292063316327	2.33621982356752	46.8432306062643	2.61476199785674e-06	5.026025914005	0.202611806802452
301832	7796	305.197487139127	2.15540799851961	67.4456111204024	2.77027452030039e-06	5.99679418816231	0.195240478450432
232992	9582	148.042872206376	1.28284054621825	36.7680714314924	1.74081904166003e-06	2.49620723084081	0.115746336430311
267652	11424	253.384258555058	0.676007355976018	39.3948070851156	2.59367928540063e-06	5.27252524858341	0.130897400341928
296095	10808	173.924842394964	1.60668438791495	38.5832558336758	1.60930247900319e-06	2.69253730948549	0.146286156121641
283477	7576	184.276104642367	0.562399452396682	29.1267254789998	1.78097708144249e-06	1.98362214840017	0.154575547389686
230495	11158	182.863140042395	1.45833594828394	43.2383784549171	2.17356083310154e-06	2.89396974700503	0.211181478900835
278917	12529	198.687552458162	0.867101436267021	34.5027591115198	1.95165392855037e-06	5.93397448933683	0.269101570313796
