largest_clade_D_1	largest_clade_D_2	largest_clade_D_3	largest_clade_R_1	largest_clade_R_2	largest_clade_R_3	n_singletons_D	n_singletons_R	D_coals_pre	R_coals_pre	D_coals_peri	R_coals_peri	R_max_coals_in_single_clade
21	2	1	63	15	5	39	36	20	39	1	60	32
42	3	1	123	5	2	17	29	42	84	1	40	40
43	2	1	111	5	5	17	28	41	68	2	51	43
33	1	1	80	6	4	29	38	32	38	0	56	40
39	4	2	123	3	2	15	27	41	86	1	38	36
31	4	2	130	7	5	19	12	37	87	0	51	48
49	1	1	112	19	3	13	19	46	95	2	34	30
23	2	2	94	10	5	33	35	22	59	2	50	44
18	3	3	60	15	7	34	51	21	49	1	45	35
28	2	2	111	3	3	30	28	27	84	0	37	36
23	5	2	133	6	1	26	22	29	79	1	52	52
35	4	3	114	4	3	20	26	39	73	0	48	43
37	1	1	100	4	3	25	32	35	53	1	55	46
37	2	1	133	2	1	23	26	37	84	0	48	48
26	3	2	104	20	5	27	25	30	71	0	56	48
21	2	2	76	9	6	37	47	22	52	0	46	32
26	5	2	82	8	4	29	46	28	66	2	36	31
37	1	1	76	4	4	25	55	35	48	1	42	34
42	2	1	80	16	4	18	38	40	71	1	36	33
25	2	2	82	7	3	33	47	26	44	0	52	38
23	2	2	76	12	8	33	47	25	48	0	51	33
25	5	3	98	9	3	25	39	31	57	1	52	46
16	2	1	93	8	5	44	39	16	48	0	58	46
37	1	1	91	12	11	25	42	35	72	1	39	33
22	2	1	98	6	2	38	47	22	62	0	40	39
30	2	2	138	4	2	28	17	29	110	2	29	28
28	4	1	84	4	3	30	51	28	51	2	47	40
30	1	1	80	3	3	32	65	29	41	0	45	41
18	3	2	127	3	2	39	23	20	85	0	45	41
36	2	2	75	20	4	22	38	36	58	1	49	37
26	1	1	92	24	5	36	32	25	71	0	49	41
32	2	1	116	6	2	28	31	32	86	0	35	33
30	3	2	84	11	5	27	47	32	70	0	34	27
33	4	3	103	6	4	20	26	37	71	1	46	42
22	3	2	97	9	5	31	26	25	54	1	55	44
23	4	3	79	6	3	28	37	27	56	1	48	36
25	2	2	132	5	3	29	21	27	101	0	32	29
27	2	2	88	5	2	31	56	27	69	1	27	26
26	2	1	93	4	4	34	48	25	47	1	52	47
23	3	3	113	10	5	29	28	28	90	0	35	35
21	2	1	96	7	4	39	34	21	73	0	36	28
39	1	1	135	3	2	23	21	38	89	0	48	47
14	3	2	96	7	6	41	33	17	62	0	46	40
25	3	1	75	11	2	34	57	25	47	1	46	38
13	5	3	91	8	4	35	30	20	61	1	48	36
34	4	3	119	18	3	21	11	38	85	0	50	40
37	1	1	126	2	2	25	29	35	78	1	46	46
37	6	2	106	20	3	15	26	43	83	0	43	39
27	3	3	93	5	5	27	39	31	52	0	48	39
29	3	2	88	7	4	26	40	30	66	1	37	26
22	2	2	88	6	6	36	40	23	72	0	36	31
26	4	2	138	2	2	30	19	29	95	0	43	41
22	3	2	99	6	4	33	38	23	79	2	31	24
34	2	2	96	9	8	22	23	35	81	0	41	31
12	2	1	101	5	4	48	37	11	73	1	36	30
25	3	3	90	10	5	25	33	30	55	1	56	46
37	1	1	104	16	8	25	29	36	67	0	54	49
23	2	2	106	7	3	33	38	23	79	1	36	33
39	1	1	133	5	2	23	15	37	83	0	54	51
16	2	2	95	4	3	42	39	17	60	0	45	36
26	3	2	76	14	5	29	44	29	49	0	47	32
42	3	1	126	8	2	17	23	41	101	2	28	28
15	2	2	91	5	5	41	37	16	58	0	49	37
14	2	1	104	5	3	46	38	14	71	0	40	35
28	2	2	96	6	4	28	35	29	76	1	37	32
33	2	2	109	6	5	25	33	27	88	6	31	31
20	2	1	91	2	2	40	62	17	63	2	30	30
23	4	2	121	10	6	25	22	27	77	3	55	52
37	2	2	97	8	4	19	38	38	58	1	51	45
27	1	1	87	10	5	35	36	26	49	0	62	44
28	2	1	123	2	2	32	28	28	80	0	46	44
28	2	1	95	2	2	32	52	27	66	1	34	32
35	3	2	106	8	4	22	31	36	56	0	59	40
32	2	1	95	9	4	28	39	32	65	0	46	39
20	3	2	85	7	4	33	48	24	55	0	42	34
33	4	2	106	13	6	21	26	36	65	1	58	48
22	4	2	91	6	3	32	46	24	52	2	47	41
20	3	2	127	4	3	33	16	24	102	0	32	29
21	2	2	76	20	9	29	38	26	55	0	49	33
42	1	1	103	5	3	20	38	41	65	0	45	40
28	1	1	121	6	3	34	29	25	105	2	23	22
35	2	1	114	11	4	25	23	35	102	0	28	26
42	2	1	125	2	2	18	32	40	80	1	41	41
36	4	1	115	8	2	22	30	38	84	0	39	34
30	2	2	124	9	3	28	25	29	102	1	28	27
33	2	2	67	12	3	25	39	34	49	0	47	35
36	5	2	110	24	5	19	13	39	93	1	43	32
25	2	2	119	3	3	33	32	26	62	0	56	53
24	4	2	83	8	8	26	37	30	58	0	50	40
12	3	2	103	7	4	43	32	15	66	0	51	47
38	3	2	102	15	7	19	23	39	75	0	50	40
27	2	1	124	4	2	33	25	27	75	0	45	42
37	3	2	92	8	7	18	35	38	57	1	55	41
40	2	1	134	4	2	20	21	39	95	0	39	38
36	2	1	102	4	3	24	39	36	69	0	42	35
31	5	3	80	20	3	21	35	36	56	1	51	34
23	3	2	138	4	2	30	17	26	108	0	32	32
22	3	1	91	9	5	37	34	21	80	2	33	29
20	3	2	122	5	3	37	27	22	87	0	39	36
27	4	2	81	8	6	29	40	30	66	0	36	32
35	4	2	130	13	3	19	11	37	97	2	46	46
33	3	3	104	15	3	23	28	36	71	0	43	34
36	2	1	135	8	2	24	16	35	110	1	30	27
37	3	1	90	12	5	22	42	37	78	1	29	27
31	4	3	93	16	13	21	24	35	69	2	56	46
31	1	1	78	6	5	31	55	29	44	1	46	33
21	2	2	107	7	6	37	29	21	78	0	43	34
38	2	2	100	6	6	20	36	39	68	0	44	42
28	2	1	119	2	2	32	36	28	81	0	38	37
32	2	1	77	8	2	28	52	31	34	1	57	52
42	3	1	102	4	2	17	47	41	70	1	37	37
17	2	2	61	22	4	37	36	20	37	0	59	39
23	1	1	78	13	5	39	59	19	67	3	30	28
29	2	2	93	7	7	21	38	32	65	2	43	40
14	3	2	94	13	4	39	24	18	73	0	45	35
33	1	1	102	5	3	29	41	32	75	0	37	34
23	4	2	103	7	5	33	27	25	79	1	41	30
25	5	2	71	11	6	28	63	28	52	2	37	30
31	3	1	79	10	7	28	36	31	61	1	43	34
46	1	1	119	13	3	16	16	44	82	1	51	47
42	2	2	129	8	6	14	16	43	103	1	37	35
44	3	2	124	12	6	13	15	41	99	5	39	36
25	3	2	81	7	5	30	40	28	51	0	53	41
22	2	2	117	6	2	32	26	24	94	0	32	28
34	2	2	99	7	5	24	32	35	72	0	44	36
31	3	3	71	17	10	23	40	33	57	2	49	31
14	2	2	74	10	8	42	44	15	57	1	47	35
19	3	3	82	6	5	35	41	23	53	0	46	36
30	3	2	91	4	3	27	51	32	60	0	38	32
31	4	2	87	8	3	23	51	33	57	1	39	35
17	1	1	87	5	4	45	32	15	54	0	50	32
39	3	1	125	10	2	20	22	40	89	0	43	42
15	2	2	85	10	6	43	39	16	69	0	38	31
14	3	2	96	13	2	43	38	16	43	0	63	50
34	2	2	122	3	3	24	24	35	78	0	46	41
22	2	1	109	5	3	38	40	22	78	0	35	34
27	2	2	138	6	3	31	10	27	99	1	45	41
36	2	2	131	5	3	16	16	40	96	0	38	37
23	4	2	85	12	3	31	47	26	46	1	57	45
17	2	2	71	11	7	41	49	17	46	1	47	36
38	2	1	84	12	5	22	34	38	58	0	49	34
25	2	1	95	6	2	35	44	25	51	0	51	47
46	3	2	101	15	3	11	29	46	63	2	54	50
32	4	3	118	8	7	21	20	36	77	1	53	50
17	2	2	133	2	1	39	26	18	101	1	28	28
37	2	2	95	14	5	21	38	37	83	1	29	25
29	3	2	108	10	7	26	21	30	74	2	49	38
30	2	2	136	2	1	28	23	29	104	2	31	31
21	3	3	97	7	6	33	39	25	70	0	39	34
14	3	2	95	5	3	43	47	15	62	1	35	31
24	2	1	82	7	6	36	41	23	52	0	49	34
28	4	2	96	7	6	26	40	29	84	3	28	28
34	1	1	93	5	3	28	51	30	47	3	52	47
32	2	1	64	8	4	28	32	31	40	1	56	33
34	2	1	133	2	2	26	24	33	90	0	40	38
30	3	2	63	13	4	27	39	31	56	1	41	26
37	2	1	118	10	2	23	21	36	83	1	47	43
30	3	2	87	9	5	27	47	32	57	0	44	37
23	2	2	103	7	3	33	37	23	79	1	32	26
25	2	1	117	3	2	35	37	25	82	0	36	35
30	4	3	98	8	8	23	27	34	75	1	46	33
42	2	1	103	9	4	18	26	42	68	0	50	36
23	2	1	80	4	4	37	49	22	40	0	55	43
43	1	1	120	3	2	19	34	39	63	3	56	52
37	4	3	113	13	4	16	20	41	94	1	37	32
17	2	2	73	16	7	41	37	17	43	1	55	37
26	3	2	111	14	5	25	20	30	93	0	40	33
34	2	2	107	20	3	24	24	34	97	0	31	27
20	3	3	117	6	5	36	27	23	93	0	35	32
36	2	1	135	8	2	24	16	35	110	1	30	27
18	2	2	99	8	6	40	19	19	81	0	47	38
35	2	1	112	5	3	25	33	35	63	0	48	43
27	2	1	63	7	5	33	49	26	36	1	56	45
38	2	1	84	6	5	22	39	37	44	1	56	49
28	1	1	107	7	4	34	31	27	60	0	58	51
44	2	2	111	10	3	14	30	43	74	1	47	39
13	3	2	59	18	5	42	58	14	36	2	49	34
43	1	1	114	13	3	19	22	42	77	0	51	44
24	4	3	139	3	2	29	13	29	93	0	45	44
20	2	2	122	6	2	38	21	21	72	0	55	52
35	2	1	90	9	5	25	42	35	69	0	34	29
33	1	1	118	3	2	29	36	31	82	1	38	36
36	3	2	95	6	5	19	31	39	66	0	47	37
43	2	1	106	16	6	17	26	42	74	1	49	42
28	2	2	93	15	9	28	31	29	88	1	30	24
25	3	2	94	25	8	32	31	26	90	1	33	24
32	3	2	120	5	2	23	34	35	88	0	33	33
31	5	2	113	5	2	24	37	35	79	0	35	33
16	2	1	68	10	4	44	55	14	36	1	44	32
35	2	1	117	5	3	25	22	34	85	0	39	30
30	4	1	99	3	2	28	43	32	55	0	50	44
40	1	1	127	4	3	22	21	39	84	0	46	44
44	1	1	102	5	2	18	46	42	58	1	48	46
25	5	2	108	9	3	26	27	29	86	2	36	33
37	2	1	118	4	3	23	32	34	75	2	48	48
31	2	1	100	9	8	29	26	31	52	0	59	46
29	3	2	138	4	2	28	15	30	95	0	42	41
18	2	2	85	17	7	36	38	21	61	0	52	44
26	3	2	72	9	5	31	49	27	46	1	50	41
32	2	1	132	3	2	28	24	32	101	0	33	32
28	2	1	68	15	5	32	56	26	48	2	45	34
18	3	1	89	4	4	41	49	18	41	1	54	45
21	3	1	90	5	4	38	43	22	53	0	50	41
39	2	1	79	10	3	21	35	38	33	1	61	43
30	4	3	119	15	4	19	17	34	85	2	50	41
30	2	1	83	6	5	30	34	29	41	1	62	44
35	2	2	68	25	5	23	36	33	70	2	38	29
37	3	1	67	14	5	22	45	35	29	3	61	37
19	3	2	136	2	2	34	19	21	105	2	33	33
35	3	3	145	4	2	21	10	37	94	0	50	47
14	2	2	73	8	3	42	65	15	42	1	45	39
23	2	1	81	12	8	37	39	23	68	0	43	37
25	3	2	97	6	6	30	39	28	65	0	48	38
18	5	4	134	7	3	35	15	20	110	3	29	28
34	4	3	89	11	5	19	32	38	54	0	56	44
44	2	2	128	12	2	12	17	45	85	0	51	44
31	2	1	98	4	3	29	41	30	39	1	57	50
30	1	1	86	6	6	32	42	28	58	1	44	33
25	2	1	81	5	3	35	57	24	56	1	37	29
28	2	1	107	6	4	32	27	28	66	0	54	43
33	4	2	87	3	3	17	39	38	51	1	49	42
31	2	1	88	5	2	29	50	30	42	0	51	44
35	1	1	87	6	3	27	53	32	60	2	37	35
38	2	1	117	5	4	22	30	37	78	1	48	47
19	4	2	92	7	3	33	45	24	66	0	36	32
33	2	2	82	5	5	25	46	34	58	0	41	36
34	2	1	102	3	3	26	47	34	59	0	48	46
29	5	2	110	6	3	26	36	32	68	0	51	46
21	3	3	117	4	3	31	19	26	80	0	45	40
16	4	4	99	8	5	29	29	27	80	0	40	34
22	3	3	86	11	7	24	39	28	67	2	43	38
25	1	1	149	2	1	37	10	23	95	1	53	53
27	4	3	123	7	3	19	10	36	86	0	51	46
33	2	2	98	21	7	23	22	34	93	1	34	29
30	3	2	105	9	2	27	37	31	68	1	45	39
19	2	1	77	9	5	41	35	19	46	0	58	41
19	2	2	83	10	4	37	44	21	49	0	52	41
34	1	1	118	5	5	28	29	33	94	0	29	28
33	3	1	127	11	7	26	12	34	105	0	38	34
13	3	2	99	8	6	42	36	16	70	0	42	36
20	3	3	98	4	4	32	28	24	64	0	50	39
26	1	1	72	10	4	36	37	25	52	0	50	28
35	2	2	68	13	5	23	31	34	41	2	58	37
35	2	1	80	15	4	25	37	32	48	2	52	37
44	2	2	120	5	5	14	21	44	90	1	40	40
32	3	1	91	7	5	27	41	33	57	0	49	38
34	5	2	88	10	7	19	45	38	48	1	53	43
37	2	1	131	2	2	23	22	36	91	1	38	35
40	1	1	127	3	3	22	26	38	86	1	43	43
33	3	3	89	8	6	21	41	36	69	1	39	33
39	2	1	100	21	6	21	22	39	78	0	48	40
19	3	3	97	4	4	35	38	23	58	0	51	44
36	2	1	72	19	3	24	46	34	45	0	50	33
47	2	1	111	5	4	13	34	43	79	4	37	36
31	2	1	132	6	2	29	21	31	92	0	43	40
33	3	2	99	5	4	24	25	32	86	3	34	29
44	4	1	114	11	6	14	22	45	81	1	46	39
23	3	2	90	6	6	32	32	26	70	0	41	30
25	2	2	116	5	5	31	28	26	96	1	29	27
21	4	4	68	8	7	29	47	25	47	2	47	36
22	2	1	93	7	6	38	30	22	65	0	45	33
43	1	1	103	7	5	19	34	41	63	1	46	41
29	2	1	75	6	5	31	46	29	48	0	46	33
20	6	2	73	8	4	34	60	23	44	2	45	40
18	2	2	124	8	3	34	22	21	97	1	33	29
28	3	2	97	12	9	23	19	32	64	0	55	41
14	4	3	107	5	4	36	29	20	67	0	51	44
34	2	1	87	13	3	26	39	33	40	1	65	49
21	4	2	87	8	7	35	35	24	62	0	48	38
34	1	1	67	10	6	28	37	32	46	1	51	38
36	2	1	115	12	3	24	23	35	105	1	26	22
23	3	3	76	16	5	29	40	23	58	5	46	42
39	2	2	117	8	5	19	20	39	78	1	53	46
29	2	2	76	14	10	29	33	29	62	1	55	34
28	2	1	95	6	4	32	37	28	73	0	39	32
17	4	3	98	5	4	36	36	21	60	1	43	36
25	4	2	125	3	3	31	25	27	74	0	51	50
33	4	2	97	7	3	19	35	34	69	2	41	41
33	1	1	107	4	2	29	36	31	80	1	33	31
21	3	2	91	26	4	36	32	23	79	0	43	33
28	4	2	138	2	1	28	21	30	99	1	37	37
18	2	1	90	6	4	42	43	16	75	2	30	28
42	5	1	118	28	1	15	15	42	87	3	54	43
31	4	3	75	7	6	20	53	36	50	1	43	42
26	2	2	109	6	3	30	39	28	90	0	27	26
16	4	3	101	11	4	32	39	23	53	1	59	54
42	2	1	120	7	6	18	19	42	87	0	44	40
27	2	2	96	5	4	29	42	28	75	1	29	26
20	1	1	88	3	2	42	54	19	44	0	47	42
16	3	3	97	5	3	37	38	21	68	0	42	34
17	3	2	71	8	3	34	58	19	36	2	52	38
40	2	2	109	8	4	16	28	40	89	2	35	31
32	2	2	102	4	3	24	44	33	72	0	35	33
16	2	2	110	5	5	38	31	15	62	3	54	46
41	3	2	94	12	6	16	31	42	80	1	39	31
25	4	2	99	5	2	29	47	28	61	1	40	37
15	2	1	96	5	4	45	47	13	69	1	37	36
31	2	2	126	3	1	27	32	30	88	0	36	36
38	4	2	129	11	4	18	14	41	98	0	40	34
41	2	1	90	29	5	19	24	39	66	2	61	46
32	3	3	90	7	6	22	25	34	65	1	47	39
35	2	2	146	3	2	23	8	35	118	1	30	29
21	2	2	75	7	3	37	48	20	21	2	61	45
28	5	3	111	7	5	19	19	36	87	0	42	39
28	2	1	78	7	6	32	38	28	52	0	54	39
31	2	1	78	8	4	29	37	31	57	0	46	37
24	4	3	91	8	4	29	33	28	72	1	37	30
28	4	3	121	7	5	23	19	34	82	0	51	41
27	2	2	99	8	5	31	26	27	77	0	44	35
18	2	2	81	16	3	40	40	19	45	0	56	43
23	2	1	84	14	3	37	45	22	49	1	49	37
45	2	1	112	4	4	15	31	44	79	1	41	40
13	1	1	97	6	4	49	43	12	56	0	52	39
34	3	3	113	5	3	20	30	38	64	0	48	45
21	6	3	89	9	8	24	36	28	68	2	44	36
29	1	1	63	14	9	33	50	26	43	1	52	41
37	3	3	140	7	3	19	9	40	93	0	55	49
21	2	2	109	5	4	35	32	22	72	1	46	41
34	3	2	90	23	11	23	22	36	77	0	50	37
28	2	2	66	6	5	28	40	29	34	1	56	36
28	1	1	76	8	4	34	47	27	32	0	57	41
20	2	2	100	4	4	38	38	21	64	0	47	39
43	4	1	106	9	7	15	24	42	64	3	59	46
39	2	1	79	10	3	21	35	38	33	1	61	43
28	4	2	73	15	5	24	52	32	65	0	32	30
33	2	1	78	14	7	27	37	33	60	0	46	31
31	1	1	103	5	2	31	43	29	44	1	55	51
25	2	2	101	7	6	29	35	28	69	0	47	35
31	3	2	140	2	2	24	13	34	98	0	40	40
24	3	2	111	5	3	29	32	26	65	1	54	49
32	1	1	94	16	3	30	35	31	75	0	38	30
31	4	3	75	7	6	20	53	36	50	1	43	42
30	1	1	76	22	7	32	39	29	48	0	54	34
34	2	1	104	7	4	26	31	33	86	1	31	28
17	4	2	124	8	3	39	18	20	69	0	56	50
27	2	2	112	16	2	29	27	29	100	0	26	23
25	2	1	106	4	3	35	36	24	59	0	55	50
32	3	1	104	4	3	27	40	32	77	0	32	29
28	3	2	129	5	2	29	17	28	110	1	27	26
36	3	2	87	16	4	21	43	38	49	0	59	48
31	3	2	77	14	9	22	36	32	75	3	38	36
39	2	2	128	5	4	19	18	39	98	1	37	33
21	1	1	132	2	2	41	25	20	92	0	37	36
31	2	2	69	28	9	27	37	31	48	1	60	39
22	1	1	68	5	4	40	67	19	41	1	39	38
36	3	2	107	10	4	21	36	38	79	0	38	30
35	4	2	114	16	8	19	14	39	100	0	40	38
34	2	1	99	4	3	26	31	34	59	0	51	40
