largest_clade_D_1	largest_clade_D_2	largest_clade_D_3	largest_clade_R_1	largest_clade_R_2	largest_clade_R_3	n_singletons_D	n_singletons_R	D_coals_pre	R_coals_pre	D_coals_peri	R_coals_peri	R_max_coals_in_single_clade
26	14	2	26	22	5	21	58	37	34	1	19	6
38	1	1	48	2	2	29	65	34	47	3	4	3
24	5	2	23	12	8	34	56	26	12	0	36	10
30	2	1	57	2	2	35	58	27	49	2	8	5
20	1	1	33	11	2	47	77	18	34	0	6	2
25	2	2	47	2	1	38	76	21	36	3	11	11
37	1	1	68	3	2	30	50	33	59	1	8	5
27	1	1	44	4	2	40	71	25	29	1	17	12
31	1	1	46	1	1	36	79	25	38	3	3	3
23	3	1	36	15	8	41	55	24	42	0	17	7
14	8	3	40	20	8	38	48	20	56	4	14	5
24	3	2	26	7	4	38	82	22	31	4	6	3
13	5	4	55	9	7	43	54	19	56	0	9	7
42	4	3	72	10	9	16	30	46	75	0	15	12
20	6	2	37	12	8	39	59	20	30	4	24	16
22	2	1	35	6	2	43	76	21	34	1	7	6
20	3	2	19	19	3	40	77	21	28	1	13	6
27	3	1	44	6	3	37	64	27	25	0	22	20
27	2	2	38	2	2	36	73	23	32	4	9	8
19	8	2	48	14	5	38	50	22	42	2	24	21
21	2	2	39	3	3	40	72	22	36	1	8	6
37	2	1	52	4	3	28	60	33	33	2	19	13
19	4	3	37	7	5	35	64	21	38	3	14	8
15	7	1	24	14	4	45	72	18	36	1	8	3
34	2	1	60	10	4	31	47	30	37	2	32	20
38	1	1	62	2	2	29	59	35	48	2	15	15
33	1	1	58	2	2	34	61	28	45	3	13	13
21	4	2	35	10	2	40	76	21	33	1	8	5
16	2	2	31	10	3	45	77	17	33	0	8	5
29	2	2	53	2	2	34	60	29	38	0	19	17
10	6	6	20	14	13	34	51	21	59	2	4	1
17	6	5	36	14	14	27	50	24	49	2	12	3
25	2	2	60	7	2	38	52	22	50	1	17	7
30	2	2	37	5	4	33	64	31	23	0	27	20
26	2	2	59	2	2	37	60	26	55	1	6	5
32	3	2	62	8	3	30	42	32	50	1	22	16
21	9	4	79	7	5	31	25	25	69	0	17	8
31	2	1	67	2	2	34	52	28	49	3	17	17
32	2	1	48	3	2	33	68	25	36	4	12	12
