HSC_pop_size	HSCT_bottleneck	number_drivers_per_year	gamma_shape	gamma_rate	dpcpd	exaggeration_ratio	exaggeration_prop
215664	2029	312.185088503171	0.277780882964477	33.8834594984483	3.96589886275621e-06	4.16702893353067	0.158018661569804
279896	20933	329.250125773121	0.302245321161666	29.7558155881017	3.2228225451755e-06	1.5772159852786	0.161431706836447
195035	1051	186.837392789853	0.580901972953663	28.3523696599305	2.62457132267237e-06	3.15544327930547	0.173514086240903
246666	13812	173.043758487576	0.187097733516908	25.5690068782438	1.92200177165502e-06	3.51996104058344	0.14934764392674
475049	30257	213.411136181587	1.24397406595012	37.0897674111207	1.23079523235101e-06	5.73195202869829	0.13739915471524
247775	16678	234.508207974911	0.615552996319339	35.2836332506344	2.5930309394699e-06	2.06766189867631	0.273223229311407
239277	17106	205.587833646689	0.287112796046298	31.6554107292741	2.35398445633325e-06	4.52238147344906	0.292302138870582
286415	2916	298.375493846337	0.374089644258842	33.9224905772085	2.85413510615129e-06	4.62180919724051	0.134262407710776
289345	15128	189.725839901896	0.727398393697463	36.2855165752102	1.79646035580027e-06	4.727366719977	0.17267109900713
219464	5292	196.232731689208	0.602850735774663	31.3478815143644	2.44971349486105e-06	2.95509615994524	0.226362051302567
276942	24659	222.27663011367	0.118813946518474	23.1332616549989	2.19893359910947e-06	2.90132003382314	0.186902716616169
283668	15375	194.71413183522	0.658273661823242	31.4092842645476	1.88059060201014e-06	3.66335928544868	0.125397851644084
212414	38623	172.094328940194	2.25046751574752	42.0640584192961	2.2196809634248e-06	2.83623876969796	0.111489898478612
213691	27217	218.619378594924	0.148270099154079	24.932486990091	2.80291262444337e-06	2.63061019848101	0.246139145689085
243921	27081	157.643986957282	0.801660112573064	32.1462750295097	1.77066072265012e-06	3.64384992595296	0.131356667820364
257557	7231	248.59738835871	0.94957588419183	43.8325865437576	2.64441943037596e-06	2.53331802436151	0.150338272331282
212793	21161	224.408721202245	0.312323538069032	28.7319808807804	2.88927931958629e-06	4.84393244131934	0.104828554578125
220868	2453	252.330284605534	1.6831350502341	44.4038217765527	3.12999550969058e-06	3.09332746022847	0.297484723804519
238235	12752	363.991506820522	0.533740215708273	35.857646150109	4.18593827518094e-06	3.47167462832294	0.228188662882894
270532	10180	198.37802207038	0.641733710424258	30.026966065925	2.00900976716177e-06	4.75827398418915	0.224452396668494
251218	15439	160.036487407868	0.278440892242136	25.7369335097934	1.745321314096e-06	3.27444719464984	0.152836162317544
203901	2191	155.742418904296	0.261013823045788	24.3492686226984	2.09264083374729e-06	4.81753777165432	0.269499068986624
224446	10304	171.325868779811	0.403130283288024	24.7331647753203	2.0913090091269e-06	3.63787554320879	0.116243799263611
240818	12076	182.932030755634	0.352388685300825	27.6153835104771	2.08117186383844e-06	4.94574853708036	0.226063439203426
204128	4007	238.592149395921	0.350821979578018	34.1557246001917	3.20229033563578e-06	3.96669116732664	0.217786883562803
338534	25977	244.51944197251	0.745317771582288	31.5789358769105	1.9788744391309e-06	3.24569137219805	0.140948424581438
210541	23305	172.571880261216	1.63415724602721	43.9132625686361	2.24564180823943e-06	2.17903207847849	0.153390653291717
236116	13284	263.623603958914	0.252838103227799	31.6882055402496	3.05890515340978e-06	2.03010534611531	0.164756756648421
281492	15399	184.951106497639	3.93732582948414	52.5791215443917	1.80010572331542e-06	4.80185770452954	0.108844363642856
213982	8105	235.578259571101	1.11539796273866	38.5111303914733	3.01623449278861e-06	2.00520521064755	0.290490955905989
200500	34953	115.145036913538	1.76873248320936	27.6350622462986	1.57339578332987e-06	2.39182689087465	0.244618911668658
250989	11926	213.453337163214	0.433120781989392	32.7554649853703	2.32999718497966e-06	2.67494174593594	0.183135345578194
245715	9559	251.534170719541	1.09688581558069	29.8616667749807	2.80460987037874e-06	2.45785274624359	0.197914514597505
217567	3106	166.777852504122	0.384558723887723	26.9238054764015	2.10016051744504e-06	4.23703471454792	0.219098092662171
200876	18352	146.884183975093	0.718385227084682	28.1008154872274	2.00333749103711e-06	2.0088099790737	0.119811620609835
225640	4138	160.411994008053	0.109322809619463	22.0697909050297	1.94772609063356e-06	4.71958279644605	0.233853101823479
250338	11363	183.284965737543	1.12525802283376	33.7049617309844	2.00589040042567e-06	2.77014667005278	0.229807014577091
237669	10975	251.559172922801	0.536365374175152	34.7886250661179	2.89984479880475e-06	2.2306410142919	0.248811831139028
141694	4034	277.303274127232	0.455289135113194	36.6707552269769	5.36180076509136e-06	3.88660136796534	0.285683422116563
193439	9579	112.734275332151	0.836534691967264	27.1949145503532	1.59668437237198e-06	4.38078239781316	0.16653621243313
164755	8084	159.249278451669	1.42754534281344	31.2720899700738	2.64817087808122e-06	4.34521883341949	0.172472537262365
282359	6443	195.323527852933	0.323513163021917	30.4888151322832	1.89522187364927e-06	3.87294743210077	0.292322124959901
223269	17545	229.349968112284	0.759975111421056	33.9133839371222	2.81434537271164e-06	3.10140421497636	0.193612377718091
231432	8080	156.005411047361	0.346943776193126	24.786963901311	1.84681498263534e-06	5.51402977353428	0.192310456838459
195209	14351	154.186901894828	1.51051835146343	33.9312956858337	2.16398766555337e-06	5.69944070710335	0.178999546682462
231592	22913	120.920780634065	0.898917747238709	30.810584611356	1.43048900634021e-06	4.26226719142869	0.162801864091307
211826	9027	156.973534405402	0.42505483927929	30.4545890629544	2.03027238310226e-06	1.79841912689153	0.113170841708779
172440	938	169.984264025675	0.616215004225131	29.2269158776304	2.70070930410061e-06	2.68446455080993	0.224805909581482
310524	10859	197.791659617387	1.12646424287267	35.5127551904228	1.74509847179559e-06	4.54686077975202	0.289848910085857
152208	23779	141.347279458054	2.12068409601094	35.5422360346327	2.5442343400677e-06	4.87038254051004	0.190201223967597
256096	3396	164.836305586673	0.565568137349836	28.2159186382827	1.76342588980623e-06	3.27660063339863	0.105007234727964
202171	17065	124.472959085912	2.36458875770853	38.6340179170939	1.68679882730375e-06	5.13869417400565	0.166084357071668
225130	35628	180.907762671076	0.350408385455536	30.7460858838445	2.20156223492273e-06	5.60377658670768	0.145207739295438
203110	2589	107.609416054617	3.90000047389319	44.1489987829256	1.4515302937219e-06	5.02071597101167	0.122721799649298
182367	25989	178.49486556376	1.80429557876834	38.9633757213579	2.68155438726199e-06	2.14610091364011	0.282159921294078
226954	17334	187.553316529384	0.365098340470273	27.0698446180584	2.26409185482622e-06	5.85778474446852	0.289718219125643
215124	24239	200.924701929826	0.677992623904905	25.6523635489333	2.55888992127415e-06	3.33823095692787	0.115546399028972
217570	2091	147.740622230062	1.03906439097973	34.9145493848999	1.86040735408175e-06	4.46197871526238	0.221408078121021
200766	7684	146.884183975093	0.718385227084682	28.1008154872274	2.0044351227278e-06	1.89604786166456	0.201722487155348
242260	26998	169.456604176658	3.75005046932282	52.0644658760858	1.91639011383285e-06	2.97536073101219	0.149612235324457
204758	599	145.458910766161	3.99219829826515	43.131721325113	1.94628568233186e-06	1.69275122496765	0.116049344884232
226692	13968	184.126600148056	0.885151541839389	32.5098843197451	2.22529440280997e-06	5.55059451225679	0.235404133796692
246078	21106	186.513299679038	1.98235766932901	41.6046170567495	2.07655841475632e-06	1.62599830760155	0.296883187117055
215246	35853	160.025128648935	0.715036714760215	30.9421466146407	2.03685555130912e-06	4.72095003467984	0.138827444054186
220433	27003	182.864169278166	0.414335821114012	26.3139056582556	2.27278911982221e-06	1.85268473729957	0.222120477864519
211951	25351	169.984204409974	1.50630264895492	36.6542644852155	2.19725384201264e-06	4.62800293543842	0.137664280366153
173227	7653	190.125835082713	1.83878050534485	41.2485701944619	3.00699486140583e-06	4.41525044851005	0.298525677993894
233635	24093	107.015579356213	1.0359840593927	30.7756213638918	1.25492057311282e-06	5.37593445496168	0.165940033504739
177324	15835	177.046368639951	0.369054142981128	24.2028077299627	2.73543651293138e-06	5.31829932786059	0.111977252596989
174161	6917	196.16830461578	0.298600518121153	22.3629952141578	3.08592285245403e-06	4.28306607948616	0.182269071834162
233311	34762	268.670697590728	0.465242905870074	34.4447646100592	3.15494812927078e-06	3.83206572406925	0.28831009734422
213516	17586	166.219805893228	0.212352296007273	24.6795901104133	2.13284591540961e-06	5.52368940145243	0.116219168389216
155149	37867	175.836314465	0.855945261151411	34.4468229942047	3.10503662480177e-06	3.90257286129054	0.257070499239489
273022	9818	151.466768366907	0.200316757920714	26.6887992770495	1.51994142442941e-06	5.58306771609932	0.139492966001853
259008	11258	208.614874153554	0.345755341034158	28.7999775801869	2.20667933199243e-06	3.19829425262287	0.137375567946583
192918	30865	183.284965737543	1.12525802283376	33.7049617309844	2.60292243886917e-06	4.10113220347557	0.115921997651458
381148	10071	172.097449112641	0.276754741229702	28.9109060756606	1.23705190787457e-06	5.54894117976073	0.277771864458919
185559	5435	186.623633332877	0.652367135649682	35.6594385398026	2.75544503672431e-06	1.88207266421523	0.229748455761001
287530	7910	165.56863490376	0.742971005824864	27.4051426087645	1.57761867758657e-06	4.74356176913716	0.21629507006146
322684	3414	200.961402166194	0.56274910845374	26.7672412598799	1.70624878834082e-06	3.99536092858762	0.221236082073301
214689	25648	249.71401807969	0.414139690513575	31.7485879987273	3.18669328535173e-06	3.86943013512064	0.27402388160117
324984	16823	111.81033600454	0.140570580311391	22.2093476910015	9.42599290068653e-07	2.44777483202051	0.119623920274898
172867	27501	171.358031435449	0.929078274095528	29.2255835835899	2.71581076045317e-06	2.05470056261402	0.253665351634845
245069	13220	203.432356028001	0.50729211839114	31.9793044647548	2.27425304964994e-06	4.71094265836291	0.234602027758956
280496	13603	205.180277932708	0.743852472053853	32.4027575933105	2.00408472049813e-06	1.52104788820725	0.210753560578451
274109	8517	216.555141195757	0.315042190124193	29.6861754945853	2.16447382866197e-06	5.63977464381605	0.275955660454929
224253	4531	222.349243307818	0.109508966015512	25.5183266835982	2.71646760160406e-06	3.0571344337659	0.202679750975221
168839	9071	188.07309465085	0.471753197498818	29.1678881332076	3.05183489873834e-06	5.56818922189996	0.298099552839994
351339	17292	185.458948636527	0.652594887379454	27.9216269986018	1.44620070243618e-06	3.0929979016073	0.297619408043101
245164	23366	174.021940357967	0.656466425506617	28.7547994292927	1.94470819262574e-06	5.14603117341176	0.245990297710523
278434	12954	166.122507102868	0.913082802558144	32.2763146069353	1.63460696770586e-06	2.70840959355701	0.115062387939543
297665	11483	316.802900887459	0.378934486452639	38.778540977443	2.9158723837748e-06	1.56595373852178	0.123928467556834
245580	16297	150.245359685426	0.108281166801013	24.3043840791235	1.67615898047815e-06	4.97559053683653	0.17465181411244
215246	35853	160.025128648935	0.715036714760215	30.9421466146407	2.03685555130912e-06	4.72095003467984	0.138827444054186
200688	11117	188.712264365338	0.446871937504745	23.4376483223494	2.57623725569436e-06	3.39732733473647	0.180204506032169
238595	10186	181.874312714838	0.484398898059264	29.1418245368839	2.08841672398764e-06	1.81233386043459	0.22969315755181
179059	25588	314.042908744993	0.255481265346152	31.4964057194184	4.80507280174803e-06	2.29485930490773	0.162139553250745
238795	13929	164.398278417335	3.37965703780337	47.1892392310601	1.88616278497989e-06	3.72252411721274	0.207833242975175
206451	37915	82.9619556356449	0.665457394163348	26.3639089773328	1.10095387834766e-06	2.89632659673225	0.101479197014123
213654	12170	161.083141983991	0.97752197274105	29.0874702720904	2.06559987956448e-06	4.73970327526331	0.137862380594015
213832	32542	129.844048283522	0.499536804325492	26.2327317743287	1.66362901055498e-06	4.02343225758523	0.258159567089751
336579	15814	234.996680243255	0.519934761199662	34.4476796212474	1.91285410323994e-06	5.79568465193734	0.200956092495471
203110	2589	107.609416054617	3.90000047389319	44.1489987829256	1.4515302937219e-06	5.02071597101167	0.122721799649298
314212	4101	253.113885383461	0.330283348351313	31.92046859497	2.20698986569805e-06	1.99087947048247	0.173820092855021
197482	24529	152.132869295826	3.99702953518879	47.1298419763021	2.11058416277129e-06	2.36785538645927	0.148271539434791
172071	33423	241.646437879855	0.135389791808236	26.03825443316	3.84751082568983e-06	3.06587704166304	0.273663448216394
270541	8586	188.712264365338	0.446871937504745	23.4376483223494	1.91105933064042e-06	5.72647885652259	0.104415883449838
234293	12299	198.37802207038	0.641733710424258	30.026966065925	2.31975103963758e-06	5.58531500597019	0.218199016805738
193400	8420	200.924701929826	0.677992623904905	25.6523635489333	2.84632179640218e-06	5.07085787469987	0.117077308148146
185396	36418	141.318468251664	0.632360884570681	21.0526276663669	2.0883615915176e-06	1.73515335470438	0.146980055561289
210317	3189	173.346597218208	0.778607291643354	31.599672418345	2.25812551605184e-06	5.02655638579745	0.116413129167631
262087	24467	176.555896973299	0.107421694936639	23.1962601684919	1.84562678129101e-06	4.7387216045754	0.12163070733659
233964	2077	185.986997544713	0.236056793015328	22.0131633253874	2.17791377276299e-06	2.41388242004905	0.11704366132617
252237	10712	183.743723418621	1.73440364893686	35.9789564688815	1.99577168068475e-06	3.52035487792455	0.220867624226958
231521	5060	149.430228470803	1.83353065679773	34.9993230482448	1.76829698481511e-06	3.10020813939627	0.290781948529184
256092	14891	194.71413183522	0.658273661823242	31.4092842645476	2.08309269673013e-06	2.81093926692847	0.242417520610616
264859	3988	213.5707715172	1.10766705402148	35.7051555188498	2.20919584162511e-06	3.64114807813894	0.277792194997892
163817	27658	222.112821446228	0.565208110883136	36.6441396240168	3.71468332306703e-06	1.51403193874285	0.190894529828802
259449	2318	241.646437879855	0.135389791808236	26.03825443316	2.55173477364443e-06	3.0931914994726	0.19998911106959
185559	5435	186.623633332877	0.652367135649682	35.6594385398026	2.75544503672431e-06	1.88207266421523	0.229748455761001
287530	7910	165.56863490376	0.742971005824864	27.4051426087645	1.57761867758657e-06	4.74356176913716	0.21629507006146
233943	28068	185.661838576335	1.06990820444949	33.1191642124814	2.17430131032779e-06	4.13010949047748	0.186028650216758
176740	34651	143.621384741567	2.13750594448477	39.6479488920172	2.22633951492196e-06	4.10199469188228	0.241069313604385
244669	18251	250.502327715422	0.842297497501959	34.7559329433782	2.8050457849811e-06	4.79058548540343	0.261056587938219
243236	9344	261.744554446663	2.05717697111264	47.0611859979746	2.94819997182581e-06	3.8021715459181	0.209489326737821
208167	31849	97.8503949360044	0.535728392935757	27.3884516475135	1.28782791603507e-06	3.2923423735192	0.243246802827343
296672	19271	182.051389365786	0.372930394996576	29.4195834325833	1.68122010088339e-06	2.03633441927377	0.212269020872191
257223	26271	178.819648362286	0.563132693810385	28.9479943935376	1.90463856198e-06	3.26201697788201	0.27067982936278
276914	22045	172.328988222902	1.55140129995539	38.1680305775453	1.70498499284731e-06	3.29120018624235	0.242521902034059
183637	9706	126.799468639857	0.257150484363479	27.1316834187889	1.89175277581729e-06	3.90593968634494	0.120080458559096
239666	9115	128.288130253971	0.398801542952105	22.323235593174	1.46651727597129e-06	3.54645962070208	0.163248096918687
219838	15041	164.398278417335	3.37965703780337	47.1892392310601	2.04880977010014e-06	2.79852372792084	0.243100209906697
245447	26910	173.463685842309	1.78555004381607	38.5176889145819	1.93623460425442e-06	4.0975968434941	0.22948689525947
