largest_clade_D_1	largest_clade_D_2	largest_clade_D_3	largest_clade_R_1	largest_clade_R_2	largest_clade_R_3	n_singletons_D	n_singletons_R	D_coals_pre	R_coals_pre	D_coals_peri	R_coals_peri	R_max_coals_in_single_clade
32	6	3	49	12	5	89	88	38	35	1	44	18
21	16	11	28	20	13	70	82	53	41	2	42	16
26	12	3	50	15	3	91	116	38	57	1	10	9
31	6	5	46	9	5	73	83	47	41	5	38	20
57	10	4	87	27	4	60	63	58	97	11	20	19
32	17	13	49	29	13	60	47	66	31	1	83	30
36	6	5	60	8	7	68	77	53	53	1	41	27
13	6	5	20	16	10	94	93	30	41	1	33	7
35	11	4	53	21	3	84	109	46	62	1	11	5
36	24	5	74	22	4	64	82	62	70	3	29	26
9	8	7	29	17	6	100	95	23	20	2	49	16
21	10	8	45	12	9	72	91	51	60	2	24	9
23	17	5	30	29	7	76	99	50	71	1	7	3
21	19	4	32	29	9	86	107	44	54	0	19	6
45	12	7	73	13	9	68	85	59	57	3	38	33
19	12	5	46	21	4	92	83	32	27	4	56	28
46	4	2	54	24	3	76	84	48	48	3	38	22
34	11	3	40	24	3	86	93	43	32	0	44	18
23	16	4	36	27	7	85	105	42	70	2	5	3
22	7	6	38	14	7	93	115	32	45	2	20	8
28	10	2	26	20	6	96	113	35	44	2	20	7
26	11	4	23	22	6	81	121	24	29	2	14	7
20	15	5	39	15	13	80	85	42	40	2	44	21
19	6	3	32	16	3	102	110	28	28	0	33	15
14	13	2	32	24	2	95	118	29	51	2	11	4
23	11	6	43	14	9	86	113	40	61	1	8	5
19	8	3	31	18	7	100	112	26	32	3	32	13
21	6	3	40	10	7	95	111	32	29	0	34	16
17	8	4	31	16	4	87	113	33	43	1	17	8
27	8	6	39	11	6	87	98	37	30	3	39	19
19	12	11	31	29	21	83	64	44	38	0	60	16
21	14	13	48	22	10	84	99	45	77	2	5	4
31	11	9	52	9	9	78	98	53	44	0	33	20
12	10	5	23	21	8	101	110	27	35	1	25	9
45	18	6	50	27	7	61	89	66	65	3	25	15
33	11	3	38	28	4	81	96	46	61	2	18	10
18	9	2	32	21	6	97	119	26	55	3	5	2
22	11	3	24	20	8	94	102	33	28	3	41	13
28	12	6	27	25	7	86	117	45	55	0	7	3
41	12	2	59	25	3	81	97	48	79	2	8	6
51	12	6	51	15	12	67	90	63	54	3	29	23
17	3	2	36	18	2	114	124	18	32	0	25	14
21	8	4	25	22	6	84	114	36	50	4	11	6
24	10	5	48	10	3	92	100	36	22	1	48	32
20	13	8	56	23	11	77	54	47	37	2	69	36
20	5	4	23	19	6	98	88	29	25	2	44	11
36	11	3	50	17	4	81	84	46	36	3	45	25
17	7	3	30	9	9	82	125	35	35	2	21	17
21	15	3	33	19	5	89	105	37	29	1	41	21
23	5	2	31	15	3	96	86	29	12	3	56	17
44	16	2	62	36	3	74	69	58	37	1	65	34
34	10	7	48	17	16	45	63	76	97	2	19	5
35	13	3	44	17	3	77	94	49	42	3	35	14
32	16	7	58	30	7	70	72	52	77	6	27	11
35	9	3	50	13	4	80	89	45	38	4	42	24
32	7	6	53	10	9	86	102	43	44	2	34	20
25	16	2	42	26	5	87	78	38	36	5	51	21
33	10	5	44	17	8	86	103	45	39	1	34	16
10	9	2	23	20	4	103	83	23	12	0	59	14
10	10	7	21	18	11	95	109	29	41	1	22	6
13	7	3	40	13	6	107	104	20	12	3	51	31
11	10	10	23	17	14	79	99	45	43	0	28	12
11	10	4	27	25	4	99	106	26	35	1	31	11
24	18	2	40	33	4	86	81	41	23	2	61	25
20	6	4	41	15	3	91	117	32	42	3	23	17
10	7	5	23	22	15	98	75	25	17	1	64	15
19	12	9	37	18	13	84	88	43	20	1	56	26
11	10	2	33	11	8	99	91	26	24	0	52	20
12	5	4	24	17	7	98	81	26	18	0	56	15
26	14	4	39	27	2	88	112	40	63	1	6	4
21	11	4	28	23	12	83	90	43	34	0	44	19
23	7	3	47	10	3	97	105	33	38	0	30	16
25	10	8	39	17	13	75	96	52	53	1	28	9
4	2	2	89	22	2	124	75	7	103	0	2	2
38	6	4	65	18	6	72	85	50	49	2	40	26
40	5	3	55	13	3	81	111	45	58	4	15	13
20	9	3	37	14	4	91	99	36	33	0	34	13
14	12	3	28	20	8	107	118	26	40	0	22	10
33	16	8	41	24	12	67	80	55	26	5	61	26
31	4	3	48	12	4	90	80	38	23	1	56	32
21	12	3	29	14	6	77	89	43	21	2	49	18
47	14	2	61	19	2	71	102	60	67	1	16	12
37	13	2	34	21	5	78	88	51	39	0	37	13
32	8	2	42	18	6	86	104	42	55	1	21	12
24	13	6	36	28	10	81	72	42	26	2	60	24
33	13	3	53	18	5	79	86	45	32	3	52	29
19	2	2	43	12	5	111	73	20	16	0	62	27
17	8	7	30	17	5	97	112	27	28	5	30	14
29	13	3	31	24	5	84	98	42	32	3	41	15
10	3	3	23	14	10	102	82	13	16	1	49	15
24	13	5	28	23	8	78	80	49	17	1	56	19
19	13	12	46	17	16	78	91	45	42	2	44	32
16	10	3	32	20	5	95	91	32	20	1	56	23
23	9	3	52	10	3	84	88	40	27	0	50	25
