largest_clade_D_1	largest_clade_D_2	largest_clade_D_3	largest_clade_R_1	largest_clade_R_2	largest_clade_R_3	n_singletons_D	n_singletons_R	D_coals_pre	R_coals_pre	D_coals_peri	R_coals_peri	R_max_coals_in_single_clade
88	7	6	122	4	4	65	9	104	106	1	23	22
95	19	3	97	6	6	56	31	116	75	0	31	25
68	4	3	81	9	6	89	34	79	70	1	29	20
67	8	6	87	12	4	94	30	78	76	2	28	22
17	7	4	78	11	4	139	39	28	71	1	24	21
64	3	3	115	4	3	99	18	71	93	1	27	25
27	8	7	46	11	9	113	37	51	50	1	34	16
45	15	13	99	5	3	75	29	89	86	2	21	18
28	4	3	131	1	1	132	11	38	100	0	29	29
108	4	2	103	7	4	63	21	111	78	1	37	33
45	21	7	61	12	7	92	35	75	49	4	40	25
77	4	3	119	4	2	81	15	82	93	3	29	28
68	7	4	55	12	4	81	29	85	55	1	37	19
41	20	18	75	11	8	74	26	94	69	0	32	25
85	8	6	68	7	5	70	46	103	53	0	28	20
82	16	7	55	7	5	68	44	101	47	4	36	22
31	8	6	69	6	5	107	35	55	68	3	24	18
54	14	5	94	8	7	88	26	78	88	2	21	18
78	39	11	67	15	11	35	16	134	81	2	33	18
37	12	4	70	3	3	107	44	55	54	4	31	24
56	13	2	79	4	3	102	44	69	61	1	28	22
59	3	2	95	4	2	101	37	66	73	0	24	23
34	25	21	65	15	8	66	37	97	61	3	31	18
60	4	3	50	9	7	94	44	71	41	2	41	24
23	16	9	80	9	4	97	36	62	74	2	23	17
106	4	3	97	4	3	64	27	107	71	3	34	25
92	12	3	81	11	4	64	27	106	69	1	32	24
16	12	11	68	5	4	110	36	52	53	0	36	24
29	6	6	87	9	6	95	33	59	66	5	35	29
27	6	4	61	6	6	120	57	45	46	0	29	20
24	13	9	60	6	6	99	35	62	57	3	31	19
77	7	4	94	4	4	76	27	91	76	3	30	22
27	3	2	78	6	4	133	32	30	61	1	32	22
25	22	20	62	16	14	84	29	85	64	0	39	27
41	7	3	66	5	4	111	49	54	48	0	33	22
24	7	7	39	17	6	90	45	65	46	3	32	17
32	6	3	66	5	3	122	48	44	42	1	36	27
24	21	5	80	5	4	114	36	54	71	1	25	17
50	6	4	96	3	2	96	25	65	76	2	29	22
98	3	2	67	5	4	68	33	102	43	1	42	27
47	8	5	72	6	3	102	40	63	61	3	27	18
43	3	3	69	3	3	116	48	51	49	0	32	22
90	3	3	70	6	3	81	41	92	39	1	45	37
26	14	14	55	10	8	89	46	71	56	0	27	15
38	13	5	72	7	5	100	39	64	60	1	31	24
