largest_clade_D_1	largest_clade_D_2	largest_clade_D_3	largest_clade_R_1	largest_clade_R_2	largest_clade_R_3	n_singletons_D	n_singletons_R	D_coals_pre	R_coals_pre	D_coals_peri	R_coals_peri	R_max_coals_in_single_clade
7	7	2	16	16	5	87	136	9	36	3	5	2
5	5	4	20	10	8	68	118	18	30	3	21	9
11	6	2	15	7	6	78	124	16	22	2	23	5
7	4	2	13	7	5	78	108	11	26	2	24	6
15	4	2	25	14	4	80	111	14	29	1	22	8
15	6	3	11	8	6	65	115	18	30	8	16	3
14	5	3	8	7	7	73	117	15	23	4	24	4
11	5	2	10	9	9	73	123	10	18	8	20	5
8	5	5	15	9	9	79	126	13	31	3	11	2
12	5	4	19	11	7	71	121	17	21	3	24	10
14	3	3	36	17	6	78	118	10	27	5	23	14
8	5	4	24	9	7	76	136	14	28	3	10	3
10	3	3	25	17	9	73	106	17	47	4	13	5
10	2	2	26	8	4	77	125	10	28	5	12	8
17	4	3	25	11	7	75	111	16	26	3	26	10
8	6	3	16	14	7	76	115	11	21	5	29	10
14	3	2	28	7	5	82	133	13	23	2	14	5
9	6	4	25	8	8	66	97	18	35	4	24	14
11	2	2	12	11	6	84	133	10	27	2	7	3
13	5	3	28	11	9	71	103	17	43	5	17	6
9	6	3	21	15	13	73	82	19	44	3	36	10
8	5	5	11	7	7	69	129	13	23	7	13	3
6	5	3	14	7	6	73	126	14	26	5	13	3
17	7	5	22	14	10	69	127	19	24	8	21	11
17	3	2	39	10	3	77	129	16	33	2	14	11
7	4	3	15	10	5	85	114	12	28	0	17	7
12	7	3	19	13	8	73	131	21	18	3	24	8
17	3	3	24	7	6	70	93	13	29	10	33	15
9	7	3	20	14	9	82	130	10	27	4	17	8
11	9	5	14	14	10	69	118	17	31	7	14	5
11	5	3	13	11	10	73	126	17	22	3	24	8
9	6	3	27	10	5	78	125	16	30	2	12	5
16	6	3	21	10	4	72	128	16	26	5	14	8
12	5	4	30	9	8	78	117	16	27	4	22	16
13	4	3	41	10	5	74	122	17	39	2	14	13
10	6	2	22	11	5	75	130	13	20	1	21	11
8	4	4	16	14	10	81	118	11	36	2	16	5
15	3	2	21	11	8	79	124	15	21	2	18	8
15	6	5	33	13	13	58	96	29	47	3	24	11
14	2	2	24	15	5	79	112	8	22	4	19	12
12	6	3	27	10	5	78	122	17	32	3	16	9
13	4	3	21	10	3	74	136	17	32	2	5	2
17	5	3	30	11	9	72	118	21	40	3	12	6
11	6	3	14	9	7	77	132	14	31	3	7	2
10	3	3	32	9	6	80	127	13	20	2	22	13
13	4	3	12	11	8	79	128	15	27	2	9	4
7	3	3	9	9	8	80	129	10	31	4	8	2
9	5	2	24	8	7	81	131	10	21	6	18	10
11	5	2	14	11	7	81	131	15	18	2	20	8
17	4	2	18	15	8	78	124	17	32	3	13	5
10	4	4	15	12	12	73	123	17	22	2	26	9
17	3	2	35	8	7	77	118	15	43	5	16	8
12	7	2	29	10	3	82	130	16	29	2	13	11
9	3	3	29	9	6	68	120	17	28	3	18	11
12	3	3	13	9	8	79	101	15	25	2	35	5
9	6	6	17	7	7	77	129	14	28	2	14	7
17	3	2	23	17	9	81	119	13	41	4	13	5
11	6	4	25	9	9	64	115	22	22	3	34	16
11	3	2	25	14	5	85	128	11	28	2	13	9
12	5	5	28	13	5	79	136	18	21	2	16	10
13	8	3	23	15	6	74	124	19	32	4	14	6
5	3	3	24	13	8	78	124	8	35	1	10	5
11	3	3	19	11	5	82	122	12	23	3	26	10
12	7	5	19	8	6	57	123	27	32	5	13	3
16	3	2	32	11	3	80	124	15	31	3	19	13
8	3	3	15	12	11	84	114	12	32	2	14	4
17	3	2	26	10	8	75	125	14	31	4	12	5
7	4	3	19	10	7	87	124	7	21	4	25	14
8	3	2	28	9	3	80	123	10	30	3	8	7
13	4	2	15	11	5	80	117	12	28	5	14	6
9	6	3	14	13	9	78	132	12	28	4	12	5
9	5	2	8	8	6	79	124	14	26	3	13	3
13	3	2	37	6	3	81	135	13	35	1	8	5
10	9	4	15	11	7	72	130	21	29	4	13	4
11	7	5	21	14	13	70	100	16	22	8	38	11
14	5	4	17	11	4	72	134	16	22	4	15	4
10	6	3	20	6	5	78	126	14	32	3	10	5
13	7	4	9	8	7	72	120	21	30	3	6	2
18	3	2	24	10	9	72	114	15	31	6	22	9
6	3	3	18	11	9	87	135	7	21	3	19	9
16	3	2	33	8	4	74	123	17	27	1	18	13
12	4	4	17	10	5	70	119	18	23	4	20	9
12	4	2	20	9	3	85	133	13	23	2	17	6
11	5	4	26	13	6	75	131	16	30	4	18	10
12	4	3	24	13	12	80	131	13	22	3	26	13
6	4	4	17	14	11	77	115	10	24	4	18	8
10	3	2	23	9	4	82	131	10	22	2	12	8
12	5	4	14	11	8	75	136	16	22	4	12	4
11	6	6	20	13	11	71	116	23	32	2	16	8
11	5	4	12	8	7	77	129	10	19	8	19	9
8	3	2	24	14	9	90	119	6	22	3	27	15
11	4	3	16	6	4	73	142	16	28	3	1	1
10	2	2	17	7	6	77	118	11	36	3	8	5
13	6	4	16	11	8	78	124	14	25	6	21	7
15	2	2	24	12	3	84	130	13	25	2	16	8
10	6	4	8	8	7	71	119	15	25	2	16	2
9	4	4	19	8	6	75	132	16	29	2	12	3
10	4	3	12	12	5	75	138	16	28	4	10	5
13	3	2	22	13	6	79	116	15	17	1	33	11
10	3	2	28	12	3	86	135	10	25	2	18	11
18	3	2	22	6	5	78	131	16	34	4	3	1
5	5	3	13	12	6	76	130	10	25	5	14	6
14	4	2	32	5	4	79	135	15	25	3	12	9
13	3	3	14	10	5	74	136	17	26	2	5	1
9	4	2	14	10	6	84	132	9	22	3	15	7
12	3	3	21	9	8	79	123	14	28	1	15	3
12	7	3	19	14	7	76	127	18	32	2	9	2
17	3	2	27	7	6	79	131	15	28	2	10	6
6	4	2	15	9	8	89	115	9	32	0	17	6
10	6	2	31	8	6	81	123	14	24	2	20	14
10	4	4	10	9	6	76	142	11	27	4	5	2
10	5	3	17	15	7	77	122	12	30	3	19	8
13	3	2	21	7	6	69	129	18	25	3	18	8
16	4	3	20	10	5	78	149	14	23	6	10	7
9	9	4	21	14	12	73	108	18	27	3	27	11
8	7	2	18	10	8	84	131	14	24	1	13	4
13	4	3	12	10	6	77	135	14	16	5	15	6
8	8	2	32	11	3	77	127	15	30	3	17	9
13	5	5	18	16	6	59	117	26	38	5	12	5
11	8	3	23	11	5	75	125	14	24	5	18	10
17	3	2	34	7	6	73	105	18	29	3	30	17
11	5	4	20	7	5	79	118	10	19	5	25	9
10	5	4	23	18	7	78	133	10	33	8	10	5
13	5	4	29	7	6	62	127	22	31	8	16	10
11	2	2	18	14	4	88	130	8	27	4	13	4
13	4	4	21	11	9	78	117	6	15	9	29	10
12	7	2	23	14	4	82	130	13	21	4	21	9
10	4	3	24	8	3	79	142	11	26	3	9	5
8	7	5	17	11	8	68	112	20	29	3	17	4
15	4	3	29	12	5	71	110	13	21	6	32	19
12	3	2	23	13	4	80	132	11	18	6	23	12
13	7	5	23	11	8	71	121	21	31	4	19	8
9	3	3	26	13	8	71	110	14	34	5	21	7
16	4	2	28	6	3	79	132	14	27	4	13	9
14	6	2	22	7	6	77	124	17	27	2	17	4
15	5	4	31	14	9	65	102	21	34	2	23	15
17	2	2	19	10	6	78	143	14	21	4	15	6
11	5	3	8	7	5	78	126	11	25	6	7	2
14	2	2	15	10	4	75	139	11	23	5	7	2
8	5	4	15	10	7	80	138	11	19	4	19	5
9	7	2	14	10	5	83	126	11	28	3	6	3
18	6	2	32	13	7	75	131	16	22	6	24	14
14	5	4	21	12	7	71	127	18	17	6	25	11
12	5	2	17	9	7	78	133	13	17	4	23	6
15	4	3	28	9	8	72	126	17	25	2	21	4
19	6	3	14	14	6	65	115	20	32	7	17	3
6	4	2	14	13	5	81	135	10	26	3	8	5
