largest_clade_D_1	largest_clade_D_2	largest_clade_D_3	largest_clade_R_1	largest_clade_R_2	largest_clade_R_3	n_singletons_D	n_singletons_R	D_coals_pre	R_coals_pre	D_coals_peri	R_coals_peri	R_max_coals_in_single_clade
34	1	1	71	7	6	28	69	33	42	0	43	36
41	5	1	94	25	3	16	29	42	64	0	52	38
20	1	1	64	5	2	42	68	18	24	1	50	41
32	4	2	88	7	5	24	44	33	45	2	59	50
41	2	1	106	5	5	19	22	40	67	1	56	42
29	1	1	85	3	3	33	49	28	41	0	56	43
38	2	1	94	7	5	22	45	37	50	1	49	42
30	3	1	79	23	4	29	49	28	62	2	39	30
19	3	3	66	11	5	37	55	20	24	1	62	43
36	1	1	89	3	2	26	51	35	43	0	51	41
25	5	2	71	12	4	28	54	29	45	0	45	39
41	3	2	113	9	3	16	34	41	77	1	43	43
33	3	3	90	13	6	17	42	38	69	0	39	34
42	4	3	88	16	3	13	41	45	46	1	59	43
26	2	2	96	4	3	32	41	27	51	0	52	42
46	4	2	116	14	3	10	23	47	95	1	36	33
46	4	1	118	6	3	12	25	47	88	1	37	37
39	2	1	101	19	3	21	32	39	82	0	37	31
38	3	1	99	6	3	21	53	38	62	1	41	41
42	1	1	119	2	2	20	38	40	81	0	35	34
28	2	2	81	6	3	30	48	29	46	0	48	36
43	4	1	104	6	4	15	39	41	75	4	39	36
31	1	1	80	11	10	31	48	30	49	0	54	37
47	2	1	121	7	6	13	16	47	94	0	43	39
34	3	3	92	11	8	20	16	37	67	0	61	42
37	2	1	75	9	5	23	38	36	35	1	66	47
35	2	2	84	6	3	23	58	33	46	2	44	41
31	3	2	105	7	2	24	39	34	67	0	46	38
23	5	2	80	13	9	28	45	29	57	0	50	39
37	2	1	97	2	2	23	48	36	56	1	44	42
33	2	2	94	5	3	25	47	34	50	0	50	44
26	2	2	91	8	4	32	36	27	43	0	60	46
43	2	1	100	5	5	17	39	41	51	2	55	47
32	2	2	86	4	3	22	59	34	42	1	48	43
30	3	2	84	7	5	27	53	28	65	2	31	30
23	3	2	71	7	5	32	60	24	39	1	48	37
38	1	1	108	4	3	24	34	37	72	0	43	38
26	1	1	94	3	3	36	48	24	58	1	42	37
25	2	2	67	9	7	31	61	27	33	0	53	38
33	4	3	92	9	7	20	31	38	70	0	46	37
46	2	2	118	5	2	12	30	45	75	1	45	45
36	1	1	81	6	3	26	57	30	40	3	44	35
44	2	1	125	3	3	16	20	41	61	0	63	40
45	2	1	119	4	2	15	36	45	75	0	43	41
43	2	1	110	9	3	17	31	41	74	1	41	39
25	2	2	75	13	4	25	47	30	50	0	47	31
44	2	1	122	4	2	16	27	43	84	1	38	38
43	2	1	97	11	9	17	26	42	81	1	40	33
45	3	3	122	9	8	9	19	46	100	1	36	36
37	2	1	97	12	4	23	31	37	57	0	55	46
43	6	2	126	20	2	11	11	47	86	1	54	47
41	2	2	105	3	3	17	41	41	69	1	42	41
43	1	1	106	4	2	19	45	40	72	2	35	33
35	2	1	106	6	2	25	45	35	68	0	41	36
39	1	1	102	3	3	23	47	38	52	0	50	45
46	3	1	127	3	2	13	29	45	70	2	51	49
36	3	1	91	4	4	23	44	37	50	0	52	39
29	4	2	88	4	3	27	52	32	46	0	46	42
31	2	1	86	9	6	29	39	29	41	1	66	50
27	3	2	106	7	4	30	33	27	51	1	62	53
20	4	2	75	13	4	36	45	23	35	0	54	36
50	2	1	132	4	3	10	18	48	91	2	45	45
38	1	1	94	16	9	24	31	37	51	0	62	50
37	2	1	90	10	4	23	53	37	70	0	31	30
25	2	2	67	5	3	31	67	26	37	1	43	36
29	3	2	86	3	2	26	54	32	41	0	46	42
38	2	2	81	10	3	20	53	38	36	1	57	47
37	1	1	103	4	3	25	38	36	76	0	37	30
40	3	2	98	16	3	15	37	42	80	1	37	33
41	1	1	119	4	4	21	23	40	89	0	38	37
42	4	1	103	16	6	16	28	44	83	0	41	35
29	6	2	83	14	12	23	42	33	63	2	46	35
29	3	2	83	12	3	26	58	30	66	2	29	27
25	2	2	72	9	5	29	48	26	34	1	50	37
39	1	1	115	5	3	23	27	38	81	0	43	42
42	1	1	117	2	2	20	28	40	71	1	48	45
42	2	2	107	5	3	14	40	43	67	1	45	39
48	1	1	132	2	2	14	23	46	93	1	37	37
25	3	2	71	8	5	28	45	27	40	1	53	39
30	1	1	75	4	4	32	48	28	31	0	60	40
42	5	2	127	9	1	13	25	46	99	0	35	35
35	4	2	112	9	5	17	33	39	77	1	44	41
36	1	1	88	3	3	26	55	34	43	0	49	41
43	3	2	122	15	2	14	22	44	95	0	37	32
41	4	3	97	19	4	14	30	45	74	0	46	33
26	3	3	79	6	3	28	59	29	43	1	44	39
37	3	1	100	4	3	22	47	38	67	0	37	32
32	2	2	91	8	7	26	41	30	81	3	29	27
34	2	2	91	8	6	22	51	36	54	0	48	39
25	2	2	75	5	5	29	57	24	50	3	39	32
29	4	3	92	14	7	22	36	34	55	1	50	39
31	1	1	86	3	3	31	55	30	38	0	49	42
35	5	2	112	10	2	18	31	39	63	1	53	48
44	2	1	116	6	3	16	24	42	83	1	40	36
46	2	2	86	13	9	12	31	45	52	2	59	45
33	3	2	101	7	6	22	45	36	74	0	35	32
40	5	3	104	9	3	12	36	43	74	3	41	39
21	2	2	72	7	3	29	61	25	29	1	54	43
39	2	2	75	7	5	19	46	37	34	3	55	42
38	2	2	112	7	2	20	38	38	84	1	34	33
43	2	2	109	2	2	15	46	44	63	0	45	45
40	2	1	110	7	3	20	31	40	78	0	38	32
29	4	3	95	9	3	24	46	34	39	0	56	50
26	2	1	79	4	4	34	45	25	42	1	56	40
38	5	2	100	6	5	17	35	40	69	1	44	37
32	1	1	91	2	2	30	62	31	51	0	37	36
49	2	1	123	6	2	11	24	48	77	1	49	43
43	2	2	115	8	4	15	22	43	87	1	42	37
41	2	1	114	7	2	19	34	41	75	0	46	40
33	3	3	90	13	6	17	42	38	69	0	39	34
30	3	2	78	12	4	23	44	32	46	2	55	34
47	1	1	127	4	2	15	22	46	88	0	38	36
45	1	1	123	6	2	17	24	44	85	0	40	34
31	2	1	71	5	3	29	58	28	43	3	39	31
29	2	2	92	6	4	29	43	30	53	0	54	44
41	1	1	82	11	7	21	44	40	53	0	46	35
34	4	4	98	14	3	18	36	40	68	0	47	39
35	5	2	82	16	6	18	39	40	50	0	54	39
37	2	1	90	9	5	23	34	35	49	2	62	52
31	5	2	86	19	10	24	32	35	57	0	58	42
31	5	1	86	13	2	26	44	33	54	0	44	38
28	3	3	94	11	4	23	46	32	71	0	35	34
44	1	1	107	7	2	18	45	43	63	0	48	43
29	3	2	84	11	7	28	41	31	42	0	58	47
41	5	2	93	13	3	14	43	44	69	0	36	34
29	2	1	93	3	3	31	56	29	36	0	55	48
32	4	2	83	5	5	18	30	36	57	1	54	41
42	3	2	113	2	2	15	40	40	75	2	39	36
35	3	2	87	4	4	22	51	37	49	0	45	35
49	2	1	123	11	2	11	23	48	84	1	47	45
28	6	2	97	8	5	26	36	33	49	0	56	43
23	2	2	75	7	6	35	50	22	37	0	53	35
44	3	1	129	5	1	15	27	45	95	0	36	36
43	1	1	92	7	3	19	53	40	66	2	34	31
48	1	1	105	3	2	14	39	46	61	1	50	45
37	2	1	85	5	4	23	56	35	49	0	45	37
39	1	1	102	4	3	23	39	35	79	3	29	28
47	2	1	120	7	2	13	32	44	86	3	36	35
18	3	2	79	7	3	37	56	21	34	0	55	45
15	4	2	75	24	2	41	52	16	39	1	57	44
37	2	2	99	3	3	21	45	38	66	0	38	35
27	4	2	71	6	4	29	46	27	40	3	54	38
29	3	1	75	10	6	30	51	29	30	1	62	48
29	5	2	82	10	5	24	47	34	52	0	45	36
45	1	1	107	5	3	17	40	44	69	0	42	38
36	3	1	84	5	4	23	36	36	47	0	56	43
29	3	2	80	7	4	24	51	33	42	0	50	43
39	2	1	106	4	3	21	30	39	56	0	55	46
38	1	1	101	5	4	24	41	37	62	0	49	49
37	3	3	99	7	5	19	40	40	75	0	37	31
39	1	1	92	2	2	23	59	35	53	3	38	33
37	2	1	113	3	3	23	40	35	48	0	58	41
29	2	2	82	8	6	27	48	28	48	3	50	44
17	2	2	67	8	6	37	49	17	24	2	65	44
30	2	1	92	6	3	30	49	30	49	0	50	43
42	1	1	116	3	2	20	36	41	80	0	36	33
45	5	1	123	8	3	12	22	47	76	1	47	40
29	4	3	86	13	5	26	42	32	77	1	34	28
37	2	1	113	9	6	23	27	36	71	1	51	46
34	2	2	77	4	3	24	51	35	39	0	50	36
26	2	2	75	5	4	32	57	26	25	1	59	47
31	2	1	93	4	3	29	47	31	57	0	40	38
36	3	1	104	6	3	23	41	35	67	1	45	41
