1	Pair11	100	1000	112520	100000	3324	0.03324	0.0332
2	Pair13	124	1000	134555	124000	13571	0.109443548387097	0.1094
3	Pair21	102	1000	116895	102000	2193	0.0215	0.0215
4	Pair24	301	1000	404269	301000	218122	0.72465780730897	0.7247
5	Pair25	153	1000	177888	153000	3835	0.0250653594771242	0.0251
6	Pair28	86	1000	94282	86000	4288	0.0498604651162791	0.0499
7	Pair31	162	1000	178218	162000	8512	0.0525432098765432	0.0525
8	Pair38	132	1000	145937	132000	10412	0.0788787878787879	0.0789
9	Pair40	235	1000	279296	235000	4159	0.0176978723404255	0.0177
10	Pair41	236	1000	355085	236000	187104	0.792813559322034	0.7928
