largest_clade_D_1	largest_clade_D_2	largest_clade_D_3	largest_clade_R_1	largest_clade_R_2	largest_clade_R_3	n_singletons_D	n_singletons_R	D_coals_pre	R_coals_pre	D_coals_peri	R_coals_peri	R_max_coals_in_single_clade
25	7	5	48	36	3	84	88	40	59	3	31	18
24	11	4	55	19	11	83	90	40	76	0	15	12
26	6	3	33	23	9	101	107	29	48	2	26	16
13	13	5	26	25	14	99	90	31	41	0	43	13
5	4	3	38	15	11	112	106	12	40	2	33	22
21	10	3	76	36	2	91	72	35	52	1	61	38
16	5	3	83	15	9	103	70	24	53	0	59	48
19	9	3	25	21	20	89	93	34	68	2	17	7
8	7	2	57	35	8	115	79	15	80	1	25	14
6	5	3	45	25	7	108	96	16	50	1	36	24
9	8	6	49	14	9	103	93	24	53	1	32	21
12	10	2	49	22	5	102	91	23	31	2	52	29
7	5	4	71	36	3	107	67	17	79	1	34	19
15	8	5	32	22	8	93	101	30	25	2	48	18
19	14	8	39	35	11	73	74	41	76	2	19	10
11	8	6	40	32	8	92	85	28	74	3	19	8
8	5	3	43	25	8	112	94	12	59	3	24	12
3	3	3	57	20	12	115	82	12	48	0	51	35
11	5	3	41	34	10	104	84	21	29	0	66	32
23	5	5	25	22	17	93	72	32	53	1	48	12
13	7	4	38	30	6	103	99	23	16	0	62	29
14	13	8	45	14	12	91	95	34	50	1	30	18
7	3	3	41	39	8	111	84	14	55	1	39	20
19	13	5	68	16	11	89	81	39	65	0	33	28
8	7	5	40	29	12	108	51	20	11	0	102	35
8	8	6	26	17	11	101	109	23	33	1	40	23
22	6	2	26	24	22	98	100	30	40	1	37	19
17	8	3	59	36	9	103	76	24	28	3	78	41
39	2	2	58	41	16	91	65	39	55	2	64	31
7	6	4	34	31	8	105	91	19	63	3	24	10
23	9	6	36	19	15	85	75	40	90	0	10	5
12	6	2	62	31	10	94	68	25	45	1	66	51
17	11	9	38	22	13	81	76	45	30	2	57	20
14	5	4	59	14	11	90	73	28	43	4	61	36
13	9	8	70	46	4	96	70	34	77	0	40	20
5	5	4	54	22	9	109	76	15	78	2	22	14
13	3	3	34	22	15	103	77	23	22	0	71	31
19	6	6	39	16	14	89	90	34	75	2	13	7
9	7	5	36	21	19	99	95	24	47	2	36	26
20	10	2	39	29	7	98	91	32	41	0	43	21
5	5	4	42	32	17	118	84	12	36	0	57	24
6	4	2	50	16	14	108	90	16	63	1	26	19
24	7	2	61	19	7	97	77	32	41	1	52	34
14	4	3	74	8	7	107	84	21	62	0	34	29
9	7	3	38	35	26	98	70	19	34	1	67	31
14	8	6	73	11	6	96	79	27	73	2	22	19
17	5	2	59	40	7	108	68	21	77	2	37	19
5	5	5	40	21	17	119	82	11	40	0	49	18
26	9	4	48	20	20	89	78	40	46	0	51	33
8	5	2	66	24	19	107	64	15	66	3	56	30
19	8	6	32	28	10	46	40	42	46	1	51	30
38	7	2	56	29	10	83	89	46	49	0	46	33
7	3	3	68	29	9	117	69	10	49	1	66	50
8	7	7	69	11	7	100	78	26	66	0	32	29
22	7	2	73	30	8	95	59	29	74	1	46	25
3	3	3	36	21	16	115	94	10	34	2	47	28
16	10	4	34	24	18	100	79	22	66	0	30	14
17	14	4	68	41	5	91	56	35	46	0	72	27
4	4	2	48	35	6	118	87	7	43	2	50	31
16	10	3	54	43	6	101	79	28	78	0	27	22
4	4	3	43	26	7	119	91	11	45	0	40	20
6	6	3	75	9	5	103	90	20	66	1	24	23
25	3	2	38	27	14	96	99	29	65	1	18	11
12	9	5	21	20	16	78	37	36	106	0	13	5
8	4	2	56	17	11	120	94	12	58	0	30	15
12	8	3	62	10	7	97	80	24	67	3	27	21
11	6	5	26	19	11	102	85	24	47	0	35	11
8	6	2	47	45	6	108	80	19	46	0	55	35
8	5	3	51	21	6	109	98	16	67	0	14	8
21	15	12	79	30	11	76	60	49	65	3	60	25
6	4	4	42	15	13	115	104	13	63	1	12	8
10	7	4	35	16	7	105	81	20	57	1	32	12
8	7	5	45	16	12	101	81	27	20	0	62	36
18	12	10	49	22	9	81	92	42	75	2	15	8
21	4	3	37	24	11	100	68	26	26	1	67	21
15	8	5	43	17	9	101	95	28	51	1	33	28
5	3	3	74	43	7	114	55	12	68	1	61	42
12	7	5	50	34	5	101	67	27	15	0	78	36
22	3	3	43	25	7	102	89	24	41	3	46	37
19	7	3	22	19	18	94	106	29	55	1	17	8
9	4	3	84	18	9	116	72	14	68	0	44	35
23	5	3	61	22	14	99	72	28	86	2	22	12
6	5	2	42	38	3	111	94	13	64	1	22	11
13	13	5	26	25	14	99	90	31	41	0	43	13
6	5	5	32	24	12	114	99	13	52	1	26	13
10	6	3	43	35	10	113	80	16	20	1	76	33
32	5	2	72	37	11	79	47	39	84	4	49	23
6	6	3	35	29	12	113	90	16	13	0	77	30
24	9	5	46	34	14	57	26	51	113	2	14	10
9	6	3	34	33	17	97	61	23	50	1	60	18
24	8	5	27	19	16	92	87	34	55	2	31	16
20	5	4	30	28	7	96	93	29	31	0	48	24
15	12	8	83	21	12	68	46	50	89	0	47	31
31	5	5	43	23	18	81	89	43	52	3	34	12
30	4	2	91	20	6	92	64	33	82	1	38	31
8	7	3	89	33	17	112	40	17	59	0	83	57
6	5	4	24	20	16	103	80	19	57	0	34	6
3	3	3	37	28	8	113	78	11	32	1	61	24
21	9	3	49	17	15	99	77	30	28	1	72	21
20	5	5	43	28	6	94	87	32	32	0	55	32
22	5	4	26	23	19	87	94	37	44	1	34	15
7	7	7	32	32	15	90	68	31	33	1	68	26
24	9	7	61	24	5	86	85	39	56	3	40	38
23	13	2	85	23	5	94	71	34	82	1	31	27
4	4	3	47	19	17	109	94	13	78	2	11	5
27	6	4	38	36	7	88	89	36	68	2	24	18
10	9	7	46	21	12	88	53	32	102	3	18	8
16	7	4	44	19	9	106	80	26	22	0	63	33
9	3	2	57	28	5	114	96	15	67	0	23	13
11	5	2	55	34	3	108	78	14	39	0	54	21
10	8	7	22	19	14	82	82	40	43	1	44	12
8	5	4	60	24	14	104	71	18	43	2	64	40
31	4	3	48	25	7	86	77	38	51	3	43	19
19	8	7	80	11	11	66	44	50	108	0	23	15
24	12	2	59	15	11	90	91	36	68	0	25	15
6	5	3	36	17	14	111	82	17	60	0	33	15
4	3	3	63	53	9	114	61	11	46	0	77	39
7	5	4	34	27	22	105	91	20	78	1	14	5
8	3	2	38	25	10	107	91	14	27	2	61	32
6	5	5	35	31	11	108	83	14	51	0	40	10
15	11	6	39	20	10	99	71	30	29	1	67	28
19	3	3	43	32	5	108	82	22	44	0	46	33
13	11	2	72	53	6	100	54	23	46	0	82	34
10	5	4	39	15	14	103	91	23	47	1	38	25
16	5	4	28	16	14	90	106	33	51	1	19	13
5	3	2	36	27	13	116	95	11	19	1	63	28
7	4	3	40	33	7	110	74	16	24	0	69	37
16	7	4	32	25	10	101	113	25	46	1	21	12
30	6	5	93	20	11	81	57	39	78	2	44	20
8	5	4	32	17	16	105	81	20	66	1	30	16
16	10	4	48	11	7	93	85	29	60	3	27	22
18	12	9	47	20	19	84	79	42	46	3	48	22
12	8	2	86	13	4	114	81	19	68	0	34	28
21	9	3	32	30	8	99	85	31	26	1	61	26
20	6	5	49	46	5	83	58	37	78	3	39	19
9	6	4	34	28	18	99	69	25	7	1	91	29
29	3	3	44	29	7	87	91	36	68	1	23	18
11	4	3	55	12	9	98	93	25	56	0	29	22
17	10	8	36	24	10	83	69	35	39	6	55	18
13	11	10	63	26	9	78	69	50	84	1	31	24
10	4	3	80	17	15	115	69	15	81	0	34	21
7	6	5	56	8	8	100	79	25	78	0	18	13
7	6	6	49	25	7	106	79	17	24	3	70	41
20	9	6	61	22	5	86	77	40	69	1	26	18
18	10	9	28	17	16	89	104	39	51	0	26	19
4	4	3	39	20	17	109	103	13	38	1	44	21
11	9	5	47	10	9	98	94	25	52	3	31	25
7	4	4	69	33	3	111	80	15	62	1	42	33
8	7	4	52	21	12	90	78	25	58	8	37	28
26	3	2	67	18	9	105	79	28	53	0	46	33
20	6	2	69	15	6	102	87	23	71	3	24	14
23	5	4	33	24	16	96	74	30	37	2	59	25
8	6	6	56	48	5	100	68	25	46	1	68	33
6	5	2	93	21	18	111	46	14	96	1	40	31
5	4	4	38	26	10	108	99	15	41	2	38	18
14	3	2	48	38	5	115	83	15	46	1	46	22
10	7	6	67	9	6	100	83	24	60	2	32	31
13	7	5	58	22	13	92	70	31	22	1	82	48
12	7	2	98	26	5	111	52	20	71	0	57	42
13	8	6	76	37	6	94	67	30	45	0	71	42
16	7	4	44	19	9	106	80	26	22	0	63	33
21	5	3	48	31	4	96	75	26	42	4	50	38
23	7	5	78	12	6	87	82	36	67	2	32	29
18	5	5	26	16	12	95	117	32	43	1	25	17
10	3	3	51	12	11	109	98	18	39	1	41	32
6	3	3	30	28	27	101	71	17	65	2	36	12
11	4	3	56	13	9	114	87	14	68	2	23	16
11	7	5	46	19	13	107	99	19	52	3	30	17
15	4	3	47	32	14	106	80	19	55	1	46	24
17	3	3	46	20	17	104	77	23	35	2	68	43
20	7	6	23	20	18	89	80	32	39	3	58	16
25	6	3	41	22	7	93	110	34	60	2	11	10
17	6	3	26	23	12	104	114	24	27	1	37	20
16	11	7	60	24	11	92	90	34	75	2	21	18
7	5	5	24	16	11	88	76	24	58	3	19	14
7	4	3	64	21	3	118	91	11	63	1	26	24
21	6	5	77	19	13	92	62	35	75	1	44	34
30	5	4	35	29	13	86	80	40	74	2	22	11
16	10	3	29	27	15	93	75	33	19	1	77	24
11	10	3	29	23	12	104	102	25	26	0	52	24
19	6	3	31	26	12	102	108	26	45	1	27	13
16	5	2	55	36	12	105	81	20	25	2	76	41
14	6	3	35	29	13	103	73	23	32	1	66	29
5	4	2	39	17	15	117	85	12	42	0	50	33
9	4	4	52	31	17	97	57	23	65	2	59	22
6	4	4	27	22	19	118	91	12	43	1	47	15
20	5	4	42	24	5	95	90	34	50	0	36	24
6	6	3	47	19	17	113	90	13	60	1	30	17
10	7	6	79	13	7	98	73	24	77	4	30	28
21	3	2	81	49	5	96	53	23	84	1	46	36
22	7	6	71	14	9	95	91	33	63	0	34	31
7	4	2	68	27	7	119	81	12	41	0	60	42
5	3	2	42	38	14	122	78	9	40	0	60	24
24	4	3	41	19	18	97	92	29	34	0	52	30
12	9	4	49	42	11	102	62	27	27	0	91	39
33	4	3	57	30	10	80	77	42	43	3	58	40
19	10	7	37	16	13	83	65	43	36	1	65	23
11	10	5	66	36	4	91	68	31	52	2	59	31
7	2	2	45	44	7	121	73	8	48	1	53	27
7	5	4	40	23	7	96	70	24	26	2	75	27
17	6	3	29	20	16	99	96	28	57	0	23	15
13	7	7	35	13	9	89	105	29	43	3	25	20
19	2	2	99	16	9	111	58	16	79	1	45	34
22	7	5	26	22	8	92	98	32	60	2	19	12
12	5	3	52	17	8	114	92	17	63	1	22	19
10	8	4	47	15	12	106	102	23	39	0	42	32
15	7	3	90	14	11	104	64	24	61	0	59	40
12	4	3	58	12	9	98	70	27	53	0	52	34
11	6	3	28	21	12	98	96	25	76	2	5	1
26	9	4	48	20	20	89	78	40	46	0	51	33
33	7	6	46	38	10	82	67	46	31	2	70	32
14	11	3	48	23	6	104	81	26	35	1	56	32
11	5	2	50	31	16	112	66	16	43	1	71	38
29	6	5	74	38	15	77	43	46	55	3	82	47
5	4	3	35	32	8	111	100	13	55	3	26	21
11	9	4	22	21	13	101	91	26	35	1	51	17
5	3	3	44	37	21	119	75	10	31	1	76	30
5	4	4	36	18	15	106	107	16	54	1	20	8
10	10	4	53	33	24	102	72	22	83	1	24	13
13	4	3	41	31	16	96	65	23	10	2	93	33
29	3	3	44	29	7	87	91	36	68	1	23	18
17	12	6	35	22	17	91	97	36	54	1	26	11
10	9	8	64	57	17	92	40	31	109	2	35	23
13	7	6	52	13	9	106	87	24	67	1	23	18
21	4	4	40	29	12	90	79	31	84	2	11	6
4	2	2	34	25	12	122	100	7	45	0	35	19
15	4	2	22	22	20	113	108	19	44	0	28	19
21	6	5	55	10	9	93	84	32	57	2	36	26
4	4	3	63	13	7	121	94	8	57	2	31	27
8	2	2	66	13	11	116	79	10	81	0	23	10
7	7	6	37	17	10	67	57	41	66	2	35	14
19	4	3	57	22	6	96	87	27	81	3	12	6
12	4	3	67	13	7	105	87	19	51	2	42	34
9	6	4	47	24	20	103	64	19	34	1	72	36
14	9	9	37	37	11	78	66	43	61	1	45	21
12	3	3	85	15	7	112	81	14	67	1	38	31
7	5	5	30	24	10	103	90	22	41	1	42	23
8	8	3	40	39	7	115	94	15	50	1	39	18
7	6	5	23	18	18	103	101	22	48	0	27	14
9	7	2	44	28	13	108	96	19	46	0	41	20
12	4	3	43	12	11	99	78	21	64	3	30	20
10	3	2	69	29	6	105	84	17	84	1	17	9
17	7	5	39	30	9	102	83	27	27	1	64	27
17	12	10	59	26	10	73	69	48	88	5	22	13
