largest_clade_D_1	largest_clade_D_2	largest_clade_D_3	largest_clade_R_1	largest_clade_R_2	largest_clade_R_3	n_singletons_D	n_singletons_R	D_coals_pre	R_coals_pre	D_coals_peri	R_coals_peri	R_max_coals_in_single_clade
14	4	3	11	9	5	109	80	12	12	8	8	4
10	4	4	11	10	3	99	71	20	13	5	12	6
10	10	4	15	10	4	105	71	15	6	5	18	9
10	5	5	21	12	2	102	58	23	16	2	19	12
9	8	5	15	12	4	107	69	20	13	1	17	10
6	6	3	11	10	6	112	65	14	19	2	14	5
7	4	2	16	9	4	118	69	10	14	1	15	7
13	5	2	11	10	5	109	68	16	4	3	16	6
11	7	2	19	11	5	111	57	13	15	5	26	15
4	3	3	19	12	6	121	62	6	9	1	20	9
10	7	3	14	8	4	112	72	12	6	3	16	6
9	6	4	22	8	3	114	67	13	15	2	15	11
13	11	5	13	10	5	103	79	23	16	4	6	3
10	5	4	23	12	2	107	66	17	16	4	16	10
6	4	4	18	16	4	98	63	21	16	6	18	12
13	4	4	11	8	6	105	64	17	8	7	19	5
13	4	4	16	11	4	111	63	17	11	3	21	5
5	5	5	8	8	6	112	64	13	10	3	17	4
19	7	5	18	11	6	102	65	28	19	5	14	5
6	5	5	14	12	6	94	52	19	14	6	21	9
13	4	2	11	9	9	116	64	16	13	1	16	6
17	5	3	13	12	5	102	69	19	15	5	11	8
11	6	6	11	7	7	95	56	24	13	3	17	5
10	7	4	14	6	4	109	69	13	16	5	11	3
19	6	5	20	10	4	94	69	26	19	4	10	5
16	10	3	12	10	8	104	51	22	18	5	21	8
10	5	4	13	9	7	115	64	11	16	4	12	3
8	6	5	16	10	4	106	61	14	11	4	24	11
7	5	3	14	9	4	116	71	14	16	0	11	6
7	5	2	11	8	6	115	61	12	12	1	18	7
14	6	5	15	12	9	99	60	19	11	5	24	9
7	5	3	16	12	2	122	73	8	8	2	17	11
8	6	3	12	9	8	101	49	18	16	4	30	7
9	5	4	8	7	5	102	70	19	21	4	6	2
7	5	4	9	8	6	102	69	14	17	2	10	4
17	3	2	15	13	4	111	63	16	13	3	15	7
7	6	6	9	9	5	112	74	16	12	2	11	5
8	7	4	11	7	3	113	68	14	11	4	13	5
10	10	4	15	10	4	105	71	15	6	5	18	9
9	5	3	11	9	4	112	77	14	8	3	15	7
12	6	4	11	8	3	105	79	20	13	2	5	3
13	4	3	8	8	7	113	63	17	11	2	17	5
13	4	2	14	13	6	114	64	13	5	6	21	9
5	4	3	14	10	5	105	58	14	8	4	27	8
4	4	4	12	8	4	112	69	14	9	1	16	6
7	7	2	21	12	5	123	59	10	14	3	20	9
12	5	2	8	8	8	114	61	17	20	0	11	2
12	7	3	13	9	2	102	77	17	11	3	9	4
18	5	4	17	10	5	102	64	21	14	6	21	12
15	4	3	11	8	2	107	82	20	12	3	7	6
8	8	4	13	10	4	117	51	15	6	2	30	9
7	5	3	12	10	8	109	63	18	5	2	27	10
13	4	3	10	7	7	93	68	16	11	5	15	4
11	4	4	19	12	4	110	64	18	12	3	20	11
9	2	2	13	12	5	122	71	6	10	3	14	7
12	6	5	10	9	6	95	69	21	12	6	15	5
4	4	4	14	9	6	110	65	13	7	2	25	10
4	4	3	14	14	5	124	61	6	16	1	18	6
9	4	3	19	11	3	107	61	12	12	4	21	15
8	5	5	17	12	6	105	45	15	10	5	36	14
8	3	2	14	10	3	120	70	10	13	1	15	7
9	4	4	10	7	3	118	76	14	12	2	7	3
16	9	2	11	8	3	108	73	20	11	2	12	3
13	7	4	9	6	4	110	78	18	13	4	5	2
11	10	2	13	8	6	112	72	17	11	3	17	7
9	3	2	10	9	5	119	67	8	11	3	11	4
10	5	3	18	12	3	109	60	17	8	1	24	14
4	3	2	16	11	5	120	62	9	14	1	23	12
6	4	3	20	8	4	116	63	12	11	3	21	10
9	6	5	10	9	3	113	80	15	7	3	12	6
10	5	3	7	7	4	117	70	13	12	4	12	2
9	8	2	11	9	4	120	75	12	14	2	8	3
14	6	4	9	6	5	111	74	15	10	3	13	5
7	4	4	12	9	7	104	51	17	26	5	17	4
6	5	4	13	9	7	110	61	14	11	1	13	4
9	7	2	13	10	7	115	67	15	8	4	20	11
13	7	6	10	9	6	100	60	21	15	8	20	6
15	5	4	13	9	8	110	61	16	15	6	20	11
8	7	4	8	6	5	102	66	21	12	3	15	3
9	6	5	17	12	6	107	48	19	7	3	29	11
9	8	4	11	9	4	108	72	17	13	2	9	3
16	4	2	20	14	2	117	67	13	11	4	19	14
7	5	5	15	9	6	113	56	9	7	3	25	9
11	10	3	16	12	4	107	61	15	7	6	23	7
5	3	2	15	9	5	121	62	7	14	3	19	7
15	6	2	11	7	4	118	73	14	15	4	11	4
15	7	4	8	7	5	107	81	21	13	3	4	2
9	3	3	11	10	2	116	80	15	6	1	14	7
11	8	3	9	8	5	105	70	9	19	5	4	2
7	6	4	14	8	3	118	66	12	19	3	9	4
15	7	4	11	11	3	106	77	19	11	5	10	4
6	3	2	9	9	4	110	75	9	13	2	12	4
7	6	3	9	9	7	107	69	16	8	3	17	5
10	6	3	21	6	4	107	62	18	19	2	13	6
15	6	2	16	10	5	112	68	16	23	4	9	5
7	6	5	11	7	3	114	80	15	14	2	5	3
5	4	3	10	8	6	117	71	11	14	1	11	5
15	6	3	9	7	4	102	74	18	10	5	13	4
8	7	6	14	8	7	108	63	16	14	3	17	5
10	4	2	14	8	7	123	78	12	11	1	14	8
15	5	2	12	9	5	107	73	13	16	5	8	4
11	5	2	14	7	7	117	74	14	19	2	7	3
11	7	3	11	10	5	116	69	14	10	2	19	7
13	4	2	24	9	5	112	65	17	22	3	15	12
7	3	3	13	7	4	112	73	12	14	3	13	5
6	5	5	13	9	6	114	60	11	11	1	22	7
11	5	4	11	10	6	117	74	11	11	6	11	4
10	7	5	13	11	6	98	51	26	20	4	23	8
14	5	2	12	7	7	114	70	18	15	3	10	4
17	4	3	14	9	3	115	69	12	11	6	17	11
5	4	3	23	13	4	121	53	11	17	0	23	11
20	4	4	10	10	4	101	78	22	14	7	8	6
9	6	5	10	9	3	113	80	15	7	3	12	6
9	8	4	8	7	5	99	64	21	9	4	17	5
16	3	2	14	11	4	108	66	18	11	4	18	7
11	4	4	16	13	9	106	51	20	15	3	28	11
7	7	4	12	8	4	114	70	16	15	2	9	4
8	5	5	14	11	5	108	48	19	2	4	27	5
15	7	3	9	7	4	105	83	18	13	5	5	2
11	8	7	15	10	6	107	67	23	13	2	16	6
9	7	4	15	7	5	111	66	16	7	3	22	9
17	3	3	13	13	3	108	67	16	6	4	21	10
10	5	3	11	7	6	112	66	16	17	2	13	3
11	7	2	10	10	2	113	85	14	9	3	8	6
12	6	3	11	10	5	101	68	23	7	4	20	8
14	6	5	10	10	6	100	69	21	14	3	14	7
15	6	5	15	12	3	109	63	12	9	8	22	9
14	4	3	8	7	6	112	73	16	9	2	16	6
15	8	4	13	11	6	99	65	21	15	8	18	6
6	3	2	15	14	9	116	49	9	19	1	28	9
10	6	3	13	7	6	108	67	18	16	5	12	5
8	4	3	15	9	6	112	65	14	6	3	24	10
9	7	7	13	11	8	102	60	18	20	4	17	6
10	5	2	19	11	4	110	58	10	18	4	19	10
7	7	4	8	7	7	107	55	17	21	4	12	3
12	5	4	16	9	2	102	74	17	6	5	18	10
12	4	3	10	8	3	114	82	16	9	3	6	3
8	3	2	13	12	10	122	70	10	11	2	19	8
11	6	3	11	9	5	114	64	16	5	3	21	7
5	4	4	12	7	3	113	72	12	13	4	9	4
11	9	6	16	12	8	83	35	19	16	5	23	5
10	5	3	8	7	5	107	81	18	8	2	9	5
21	9	3	13	13	5	102	66	26	24	3	7	4
9	3	2	18	12	7	123	63	8	15	1	23	11
13	4	4	18	7	3	107	79	20	16	4	8	7
12	5	4	15	8	3	111	71	15	12	5	14	9
17	5	4	12	11	6	96	59	25	11	7	20	7
5	4	2	13	9	3	120	78	12	16	0	7	3
6	3	2	9	9	3	114	78	10	12	4	6	3
12	4	4	8	7	6	113	70	15	12	1	17	5
12	5	2	18	14	3	120	70	13	13	4	18	10
10	3	3	9	9	3	113	80	13	11	4	5	2
5	4	3	14	9	4	112	66	7	14	6	17	8
9	7	5	14	7	5	103	60	24	8	2	20	6
12	5	4	7	7	7	106	62	20	11	4	18	5
5	4	2	20	13	3	122	71	9	20	2	12	10
8	4	3	8	7	6	112	71	11	14	4	9	2
11	3	2	14	14	4	119	71	12	8	2	21	9
9	4	3	18	8	6	121	64	13	13	2	22	8
8	5	3	13	13	7	113	65	13	4	3	23	9
9	4	3	7	7	4	106	70	16	13	3	7	4
10	5	4	9	8	3	118	85	12	10	4	7	4
14	5	2	14	13	2	118	68	12	11	5	10	3
13	4	3	15	10	10	105	50	16	15	4	25	11
9	5	5	11	9	5	110	50	15	5	1	29	8
15	3	3	20	15	4	101	60	21	9	3	23	12
9	7	6	13	10	3	109	77	16	11	2	11	4
12	3	3	10	9	4	119	62	9	15	6	15	5
11	3	2	15	13	7	117	54	11	9	3	29	10
17	5	3	13	12	5	102	69	19	15	5	11	8
13	11	4	10	9	3	102	72	18	14	6	10	5
14	6	3	13	11	4	101	65	14	9	9	17	7
13	5	4	16	14	2	111	71	15	8	6	21	10
15	7	5	14	14	6	103	67	18	4	7	22	8
5	4	4	13	11	4	96	51	16	10	5	20	9
5	5	2	11	8	6	121	72	10	14	2	11	4
13	4	3	18	8	3	101	68	21	16	1	12	7
19	2	2	11	10	5	108	66	17	10	3	20	8
5	5	5	8	8	6	112	64	13	10	3	17	4
12	7	3	19	14	6	99	68	20	8	7	20	9
12	3	3	8	8	5	108	78	15	7	2	16	6
21	5	5	19	12	3	101	68	20	13	6	17	10
10	6	5	14	11	4	89	60	24	9	8	24	9
8	5	3	8	8	6	113	77	10	7	3	14	6
15	7	5	18	13	3	92	62	19	19	8	9	4
9	8	4	14	9	6	106	56	17	5	5	25	8
21	3	2	14	12	2	105	77	22	12	2	11	5
11	6	5	12	10	5	108	50	19	6	5	26	6
10	4	4	13	9	7	106	63	16	4	3	25	9
23	5	2	13	13	4	105	70	23	21	4	9	4
15	3	2	12	8	8	117	71	16	13	2	14	6
6	5	5	12	9	4	105	70	11	12	6	10	5
12	9	3	16	12	5	107	61	15	16	7	16	11
10	9	3	15	10	5	103	55	13	7	5	26	6
11	2	2	13	13	3	124	76	8	8	2	19	8
10	3	2	10	9	7	118	65	8	15	6	17	7
15	7	2	15	13	3	109	72	13	12	4	12	7
7	5	4	7	7	6	114	73	18	11	1	10	4
15	4	3	15	14	4	115	65	16	15	4	17	7
12	5	2	14	10	7	110	65	11	15	4	13	7
16	6	3	16	9	4	94	73	24	10	1	18	10
5	5	3	8	8	3	111	71	13	11	3	10	4
10	4	3	18	10	6	114	67	11	12	3	18	12
8	5	3	12	8	6	119	71	12	7	4	18	7
5	3	3	15	12	5	113	61	9	12	3	20	9
9	4	3	18	8	6	121	64	13	13	2	22	8
6	3	2	13	9	6	114	58	10	21	3	13	5
11	4	3	16	8	3	114	78	14	11	5	9	6
4	3	3	11	10	4	108	65	16	7	2	21	6
10	5	2	13	12	3	114	68	16	11	2	16	10
13	4	3	18	7	3	115	73	13	17	5	10	7
17	3	3	13	12	10	110	66	15	9	4	22	9
10	10	4	11	10	4	107	78	16	10	6	11	6
4	4	3	19	15	3	118	62	9	10	2	26	12
13	7	2	16	12	3	117	69	17	10	2	19	12
4	4	3	10	8	6	107	63	14	14	1	17	6
7	2	2	14	12	4	126	71	6	15	1	9	5
10	7	3	18	12	6	100	64	20	20	4	16	9
19	6	3	20	13	5	105	60	18	15	6	20	14
8	7	4	12	6	4	110	70	19	16	1	6	2
15	5	4	13	10	8	113	57	16	8	5	21	7
12	6	3	15	11	5	101	66	22	9	5	19	8
6	4	3	11	11	3	124	76	7	7	4	18	9
9	3	2	13	12	7	119	64	8	6	3	26	9
7	6	3	15	8	7	115	64	11	21	3	11	4
7	5	4	16	12	6	107	45	17	11	2	35	12
8	3	3	18	8	5	111	61	13	17	4	18	12
5	3	2	14	12	3	127	68	5	12	1	12	5
11	6	4	9	7	5	111	73	12	12	6	11	4
13	5	3	9	8	3	117	78	16	9	2	9	6
9	5	3	13	8	8	116	69	13	7	2	22	7
5	5	3	9	8	5	108	69	15	10	4	14	5
9	4	2	13	10	3	112	71	12	7	4	17	7
9	3	3	12	7	3	114	71	12	14	3	5	3
9	2	2	17	13	5	114	64	9	8	4	25	12
15	4	3	8	8	3	99	84	17	13	6	5	4
11	5	4	11	7	2	103	79	19	14	6	5	3
14	4	3	12	10	8	108	67	16	10	5	20	6
10	4	3	7	7	3	109	79	17	12	2	6	2
6	4	2	12	10	2	121	81	8	16	1	5	4
16	4	2	19	14	4	113	65	19	13	1	21	15
6	6	6	15	8	4	105	69	22	10	4	21	10
5	4	4	14	9	8	109	54	15	13	1	24	11
13	9	3	16	11	7	104	68	20	7	5	18	8
8	4	4	14	9	6	115	61	14	8	1	30	12
16	3	2	19	9	8	112	55	17	14	3	28	10
7	6	4	12	8	7	112	66	15	11	5	19	7
15	10	6	14	9	3	104	67	21	15	6	13	5
11	8	6	20	9	3	100	71	23	15	4	15	8
7	5	3	14	9	4	120	66	8	8	3	22	9
7	4	3	16	16	5	123	68	7	11	4	21	14
13	4	4	14	13	2	111	66	16	7	3	23	9
11	4	3	16	8	3	114	78	14	11	5	9	6
16	7	2	18	11	6	108	59	14	21	7	18	7
7	3	3	21	8	5	116	69	16	19	0	11	9
12	4	3	12	11	2	114	76	11	9	4	11	5
12	6	6	14	8	4	109	69	17	11	5	17	9
13	6	4	15	14	7	110	64	19	13	1	17	9
10	4	3	16	12	2	107	61	11	7	3	23	8
5	3	3	16	8	5	116	68	12	18	1	13	8
6	5	5	12	8	3	110	70	15	11	3	16	5
13	3	3	12	10	3	112	68	16	4	2	17	6
7	6	4	12	9	4	104	68	17	12	8	17	7
8	5	4	20	10	6	105	59	21	7	0	27	12
11	6	3	10	6	3	106	71	19	12	4	12	4
8	7	3	11	10	7	101	67	18	12	5	16	6
14	3	3	13	10	6	115	68	15	22	1	10	5
9	5	4	11	9	7	118	69	12	18	6	10	4
8	6	3	10	8	7	112	58	17	21	1	13	5
6	4	4	12	8	3	107	76	15	17	3	6	3
17	7	3	15	9	4	106	61	18	12	6	20	6
5	5	5	13	10	7	108	68	16	11	5	16	6
4	4	3	11	10	3	112	75	10	6	3	15	6
12	5	4	21	8	2	117	68	13	11	3	15	9
10	8	6	13	12	5	103	68	23	12	3	19	11
10	4	2	14	8	5	115	66	16	17	2	17	5
6	5	3	12	9	3	115	72	11	9	5	17	5
10	9	4	11	9	4	109	81	16	17	8	4	2
7	4	2	11	10	6	120	74	8	12	3	14	8
21	4	3	12	9	3	105	70	20	18	5	10	5
7	3	3	12	7	6	114	68	14	15	1	13	4
9	3	2	17	9	6	111	63	9	13	5	19	11
11	8	2	15	8	5	114	69	16	9	3	13	7
8	3	2	13	12	10	122	70	10	11	2	19	8
5	4	4	18	9	7	115	60	12	18	3	17	10
7	6	4	10	8	3	109	64	14	11	2	15	5
8	4	3	16	12	3	112	62	14	9	1	21	11
8	4	2	14	12	5	115	65	12	12	2	19	8
7	3	3	11	10	5	118	73	7	8	3	13	7
3	3	3	14	12	6	110	57	9	21	7	18	4
14	4	3	13	12	6	116	60	15	10	2	23	8
11	4	2	9	7	5	110	73	16	10	3	16	7
7	4	3	15	12	6	115	59	16	5	1	28	10
7	6	5	19	9	2	111	73	14	7	3	18	10
17	8	5	10	10	2	102	67	23	15	4	11	4
11	6	4	9	7	3	102	82	19	11	5	4	2
11	4	4	11	7	3	113	86	18	13	2	3	2
12	4	4	11	7	5	106	69	11	8	4	20	8
13	4	3	13	9	4	115	74	13	10	5	12	7
6	6	4	10	8	3	113	76	12	8	2	12	6
11	6	3	13	11	2	110	81	17	11	3	10	5
18	5	2	11	9	5	106	72	15	13	7	11	4
13	8	3	11	8	4	107	71	17	6	5	16	5
15	9	3	16	11	7	105	59	19	18	6	22	13
16	4	4	13	12	6	111	74	11	12	9	16	6
10	5	2	13	8	4	114	71	13	6	3	14	6
16	8	5	12	8	2	108	75	19	12	6	10	8
15	11	3	16	14	2	100	69	24	18	5	11	7
8	4	2	11	10	3	119	67	13	6	1	17	5
5	4	4	13	13	6	118	73	7	7	5	20	8
15	4	3	10	9	4	102	78	21	17	3	6	2
18	4	3	10	10	3	95	66	22	9	6	19	6
8	7	2	19	12	3	118	67	13	7	2	21	8
11	3	3	16	10	7	108	53	15	6	3	30	10
11	6	2	9	8	3	106	75	12	12	5	9	5
13	7	6	10	9	6	100	60	21	15	8	20	6
8	5	2	12	9	7	112	75	13	15	1	9	5
7	6	4	18	11	9	116	61	13	8	1	27	12
10	5	5	9	7	5	103	68	18	17	3	8	3
13	7	4	12	8	7	99	60	24	23	3	10	2
15	4	3	9	7	6	104	68	19	16	4	15	4
6	5	4	12	7	5	101	66	17	11	4	15	6
10	4	4	18	8	3	114	70	16	8	4	21	11
16	9	5	11	8	7	102	65	25	13	5	14	5
10	3	3	12	9	5	117	68	11	10	4	19	7
12	10	3	13	10	2	109	78	22	12	2	11	6
9	7	5	14	11	5	108	67	20	6	3	23	10
10	7	5	12	6	4	107	72	19	14	2	11	3
6	4	3	9	9	4	120	66	9	10	3	15	6
8	7	4	11	9	6	106	47	17	8	5	33	8
9	5	4	16	6	5	103	64	18	15	4	16	7
11	6	5	12	6	5	103	75	19	11	4	10	6
6	5	2	12	11	3	114	70	9	6	4	18	7
8	5	4	8	8	4	115	75	13	6	4	16	5
5	4	3	17	11	3	123	70	5	14	3	15	11
11	6	6	11	10	7	94	51	17	16	8	23	5
9	5	5	17	14	3	120	69	11	16	3	17	9
10	7	5	12	9	3	111	66	16	4	4	20	7
17	3	3	13	9	6	110	62	18	11	5	21	6
20	10	5	16	12	5	99	66	24	14	5	14	9
15	12	4	11	10	4	92	69	21	15	4	8	3
9	7	4	8	7	5	111	70	20	8	1	16	4
7	4	3	21	10	9	109	46	14	18	4	28	12
14	5	3	20	11	3	110	60	18	19	3	14	7
11	4	3	17	12	7	115	56	11	12	5	27	14
13	5	4	14	11	4	106	67	17	7	3	18	8
18	3	2	16	11	3	114	73	15	10	2	12	6
12	4	4	8	7	6	113	70	15	12	1	17	5
12	5	2	18	14	3	120	70	13	13	4	18	10
9	8	5	12	7	4	109	76	16	11	5	12	5
8	7	5	9	8	6	101	67	18	12	5	14	6
8	5	3	8	7	7	117	72	13	19	1	7	4
16	7	3	17	11	3	99	58	23	13	7	18	10
5	4	3	14	11	5	123	67	7	8	3	23	11
5	4	3	15	11	5	115	53	12	11	2	23	6
18	6	4	14	11	11	103	63	21	17	6	16	5
8	6	5	16	7	7	111	60	17	11	2	19	5
14	6	2	17	12	2	115	70	15	9	2	16	10
7	6	5	15	8	6	92	66	25	9	4	18	8
7	7	5	9	7	3	101	86	19	13	3	3	3
3	3	3	12	10	6	119	70	10	12	1	18	9
11	4	3	18	13	4	111	66	17	22	0	13	7
8	4	4	11	8	5	110	66	15	14	3	12	3
14	4	3	17	13	3	102	62	15	21	7	13	6
9	9	3	9	9	4	103	68	20	8	5	15	4
16	5	3	17	11	6	113	64	19	10	3	23	9
14	6	3	12	6	5	109	70	14	13	5	11	5
7	5	5	21	11	1	116	75	18	16	0	13	8
12	4	3	14	9	4	116	72	15	8	2	19	10
4	3	2	12	10	5	118	59	7	10	3	21	7
10	9	3	15	7	3	112	76	16	15	3	6	4
10	4	2	15	12	11	117	67	13	13	4	14	6
4	4	2	13	10	3	121	73	8	12	2	13	7
6	5	3	17	14	6	113	58	10	10	4	25	11
6	3	3	11	10	6	104	67	12	13	2	19	7
6	6	3	13	9	9	119	60	9	13	4	25	11
7	5	4	7	6	5	105	67	18	16	2	7	3
7	5	4	16	9	5	113	66	9	20	5	12	5
15	9	3	12	9	6	104	67	20	11	5	19	8
5	3	3	12	9	6	116	67	6	9	4	21	6
14	4	3	10	9	7	108	68	14	14	7	14	8
8	5	5	13	13	7	115	49	12	4	3	33	11
5	5	3	11	8	5	117	75	11	13	2	13	5
7	7	6	13	12	2	107	76	17	10	5	15	7
12	3	3	10	9	4	119	62	9	15	6	15	5
13	2	2	17	12	8	120	64	11	12	3	22	8
11	5	3	7	6	5	107	71	16	17	3	7	2
7	5	4	16	10	2	116	69	12	9	3	19	10
8	7	5	11	10	8	104	50	21	6	5	30	8
8	8	4	13	10	4	117	51	15	6	2	30	9
9	5	2	13	9	4	117	72	12	10	1	16	10
8	7	6	13	12	5	107	71	21	3	4	20	7
10	5	5	10	8	6	104	68	18	17	5	10	5
7	4	3	11	7	5	111	72	13	11	2	13	7
9	6	6	10	9	5	103	78	24	14	6	8	4
20	5	3	10	10	2	104	83	17	9	4	6	3
11	5	3	15	8	5	110	75	15	10	2	13	6
13	7	3	16	7	2	112	76	17	12	2	12	9
17	5	4	8	7	6	102	75	23	15	3	8	4
10	8	2	13	10	3	119	77	12	6	4	13	7
7	5	2	18	13	3	125	67	8	12	3	19	10
10	3	3	13	8	3	117	70	14	16	1	10	5
7	4	3	9	8	5	116	76	8	17	6	5	1
8	7	5	12	10	10	101	63	20	11	5	19	8
5	5	4	11	7	3	117	78	10	14	4	7	4
16	3	2	15	12	4	110	64	15	7	4	23	10
6	4	3	15	12	7	122	62	11	16	2	16	7
8	5	4	9	7	4	114	69	14	7	3	17	5
12	4	3	15	11	2	114	73	13	14	5	10	7
12	4	3	12	11	10	107	59	16	15	5	17	6
7	6	5	14	11	3	109	64	16	19	4	13	7
10	8	5	21	10	7	102	64	22	17	4	17	11
8	4	4	11	6	5	112	69	15	12	3	13	7
8	5	3	13	13	2	119	71	13	14	2	12	5
13	5	2	10	7	6	113	73	12	11	5	10	5
4	4	2	19	13	2	117	69	10	16	0	16	10
5	4	3	15	10	3	113	65	13	13	3	15	6
15	10	6	12	10	6	104	56	21	14	7	20	5
9	5	3	9	7	3	114	76	13	15	1	8	3
13	4	3	20	13	5	113	65	16	7	3	26	13
12	7	4	8	8	6	103	64	22	12	6	18	6
5	3	2	16	10	4	121	62	6	11	3	20	9
16	6	3	17	16	4	108	68	21	12	5	21	11
7	5	4	21	9	6	113	58	14	12	3	27	12
10	3	3	12	9	3	117	78	12	10	2	11	6
7	6	5	8	8	4	116	74	10	9	6	12	4
13	4	3	10	9	9	119	66	13	10	3	21	7
17	6	2	11	9	7	114	72	15	7	3	17	7
6	4	3	13	8	3	106	76	15	12	4	11	9
11	5	4	12	7	3	103	71	18	17	6	9	5
8	2	2	19	9	3	115	68	12	15	1	17	10
6	4	4	10	7	4	109	58	14	16	1	19	7
7	5	4	17	8	4	102	68	17	20	4	11	5
11	4	2	11	11	3	118	72	13	8	2	17	8
9	4	3	13	11	4	121	66	13	14	1	19	6
10	3	3	10	10	3	107	77	17	18	1	6	3
9	8	4	14	9	6	106	56	17	5	5	25	8
11	8	3	12	9	3	103	76	22	16	3	6	3
10	8	3	17	8	7	106	58	18	13	4	24	11
9	3	2	15	14	5	113	56	11	9	3	22	9
16	9	4	18	9	5	97	61	26	17	5	13	5
15	3	3	9	8	5	102	77	17	10	5	10	5
7	7	6	9	8	6	111	68	17	11	3	14	5
7	5	3	15	9	4	114	70	13	9	5	19	11
7	4	3	11	11	10	115	70	10	17	3	10	4
17	3	3	10	8	4	111	68	15	8	4	16	6
12	5	4	15	8	2	106	74	18	12	3	10	6
6	4	4	20	18	3	110	64	12	12	5	19	9
15	9	4	12	9	5	109	67	17	14	7	17	9
10	7	6	16	9	4	106	76	20	18	3	9	4
18	6	4	11	11	6	104	71	19	13	7	15	6
9	8	5	12	7	4	109	76	16	11	5	12	5
18	5	4	16	7	4	104	74	20	12	3	7	4
14	3	2	23	13	8	116	61	14	15	3	25	11
14	5	3	8	8	3	108	79	15	13	7	6	2
10	8	6	11	11	3	111	80	20	12	1	6	4
8	7	3	19	10	6	109	59	14	5	5	20	9
13	5	3	10	8	3	104	72	16	9	4	12	2
14	7	4	16	7	4	96	69	19	13	3	12	7
4	4	3	14	10	4	115	60	12	11	2	20	10
11	7	2	16	8	4	117	69	12	8	3	17	6
9	2	2	13	11	9	120	69	9	12	2	21	9
9	6	3	11	9	5	101	74	18	7	4	14	7
6	4	3	11	11	6	106	61	11	12	6	21	7
6	6	4	11	10	6	102	60	16	12	6	23	6
10	4	4	12	8	4	111	75	17	5	3	15	7
15	4	2	10	8	5	112	69	14	10	6	17	6
12	6	3	11	8	7	108	77	17	14	5	8	4
8	7	3	8	7	4	115	73	10	11	1	10	5
11	9	3	10	8	5	110	64	18	7	5	21	5
10	4	2	11	9	2	119	77	16	12	0	8	4
6	6	3	10	8	4	112	73	14	9	3	15	8
19	8	3	16	11	8	106	57	24	18	4	17	9
10	9	3	18	11	4	110	61	12	13	7	20	10
20	3	2	24	13	3	110	59	19	18	2	18	10
6	5	5	12	11	4	104	68	10	5	6	21	8
15	5	2	12	9	5	107	73	13	16	5	8	4
11	2	2	14	14	3	112	55	14	7	3	26	9
9	8	4	15	10	8	97	60	23	14	1	21	12
6	5	4	12	8	7	111	65	16	14	3	16	4
14	9	2	12	10	3	102	78	16	11	2	9	6
14	7	4	12	10	10	114	60	17	15	4	19	6
8	4	3	11	8	5	114	71	12	9	3	13	6
11	5	4	16	8	8	105	66	19	16	2	14	7
17	3	2	16	14	3	111	58	17	22	3	8	4
4	4	2	9	8	6	113	68	11	19	3	11	4
7	6	5	11	8	4	114	70	11	9	5	16	5
10	5	2	8	8	5	118	63	11	17	4	16	5
4	3	3	18	14	4	119	63	7	11	3	22	11
7	7	4	18	8	4	113	71	13	12	4	17	10
10	4	4	12	8	4	111	75	17	5	3	15	7
17	6	2	18	11	2	112	70	12	7	5	16	8
16	8	3	15	13	3	94	72	23	8	4	20	13
7	4	4	15	10	3	111	69	12	10	4	20	11
