largest_clade_D_1	largest_clade_D_2	largest_clade_D_3	largest_clade_R_1	largest_clade_R_2	largest_clade_R_3	n_singletons_D	n_singletons_R	D_coals_pre	R_coals_pre	D_coals_peri	R_coals_peri	R_max_coals_in_single_clade
2	1	1	2	1	1	117	158	0	1	0	0	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	1	1	119	158	0	0	0	0	0
1	1	1	3	1	1	119	157	0	1	0	1	1
1	1	1	2	2	1	119	156	0	0	0	1	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	2	1	119	156	0	0	0	2	0
1	1	1	2	2	1	119	156	0	0	0	2	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	0	0	1	0
1	1	1	1	1	1	119	160	0	0	0	0	0
2	1	1	2	1	1	117	158	0	1	0	0	0
1	1	1	2	1	1	119	158	0	1	0	0	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	1	1	119	158	0	0	0	0	0
1	1	1	2	2	1	119	156	0	0	0	1	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	2	1	119	156	0	1	0	1	0
2	1	1	2	1	1	117	158	0	1	0	0	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	0	0	2	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	2	1	1	119	158	0	1	0	0	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	2	0	0	0
1	1	1	2	1	1	119	158	0	1	0	0	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	2	2	1	119	156	0	0	0	2	0
1	1	1	2	1	1	119	158	0	0	0	0	0
1	1	1	1	1	1	119	160	0	0	0	0	0
1	1	1	2	1	1	119	158	0	0	0	0	0
1	1	1	2	2	1	119	156	0	0	0	2	0
1	1	1	1	1	1	119	160	0	0	0	0	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	2	2	1	119	156	0	0	0	2	0
1	1	1	1	1	1	119	160	0	0	0	0	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	2	2	1	119	156	0	0	0	2	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	1	1	119	158	0	1	0	0	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	1	1	1	119	160	0	0	0	0	0
1	1	1	2	2	1	119	156	0	0	0	0	0
1	1	1	2	1	1	119	158	0	1	0	0	0
1	1	1	3	1	1	119	157	0	0	0	2	1
1	1	1	2	2	1	119	156	0	0	0	0	0
1	1	1	1	1	1	119	160	0	0	0	0	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	0	0	0	0
1	1	1	2	1	1	119	158	0	1	0	0	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	1	1	119	158	0	1	0	0	0
1	1	1	2	2	1	119	156	0	0	0	2	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	0	0	0	0
1	1	1	2	2	1	119	156	0	0	0	1	0
1	1	1	2	2	1	119	156	0	2	0	0	0
1	1	1	2	1	1	119	158	0	1	0	0	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	1	1	1	119	160	0	0	0	0	0
1	1	1	2	1	1	119	158	0	0	0	0	0
1	1	1	2	2	1	119	156	0	0	0	2	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	2	1	1	119	158	0	1	0	0	0
1	1	1	2	2	1	119	156	0	1	0	1	0
2	1	1	2	1	1	117	158	0	1	0	0	0
1	1	1	1	1	1	119	160	0	0	0	0	0
1	1	1	2	1	1	119	158	0	1	0	0	0
1	1	1	2	2	1	119	156	0	0	0	2	0
1	1	1	2	1	1	119	158	0	1	0	0	0
1	1	1	2	2	1	119	156	0	2	0	0	0
1	1	1	2	2	1	119	156	0	0	0	1	0
1	1	1	2	2	1	119	156	0	2	0	0	0
1	1	1	2	2	1	119	156	0	0	0	0	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	2	1	119	156	0	0	0	1	0
1	1	1	1	1	1	119	160	0	0	0	0	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	2	1	119	156	0	0	0	1	0
1	1	1	2	2	1	119	156	0	0	0	1	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	0	0	2	0
1	1	1	2	1	1	119	158	0	0	0	0	0
1	1	1	3	1	1	119	157	0	1	0	1	1
1	1	1	2	2	1	119	156	0	2	0	0	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	1	1	119	158	0	1	0	0	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	2	2	1	119	156	0	0	0	2	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	0	0	2	0
1	1	1	2	2	1	119	156	0	2	0	0	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	1	1	1	119	160	0	0	0	0	0
1	1	1	2	1	1	119	158	0	0	0	1	0
2	1	1	2	1	1	117	158	0	1	0	0	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	1	1	119	158	0	0	0	0	0
1	1	1	2	1	1	119	158	0	1	0	0	0
1	1	1	2	2	1	119	156	0	2	0	0	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	2	1	1	119	158	0	0	0	0	0
1	1	1	2	2	1	119	156	0	1	0	0	0
2	1	1	2	1	1	117	158	0	1	0	0	0
1	1	1	1	1	1	119	160	0	0	0	0	0
1	1	1	2	1	1	119	158	0	0	0	0	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	1	1	119	158	0	0	0	0	0
1	1	1	2	2	1	119	156	0	0	0	2	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	2	1	1	119	158	0	1	0	0	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	2	1	119	156	0	0	0	2	0
2	1	1	2	1	1	117	158	0	1	0	0	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	1	1	1	119	160	0	0	0	0	0
1	1	1	2	1	1	119	158	0	1	0	0	0
2	1	1	2	1	1	117	158	0	1	0	0	0
1	1	1	2	2	1	119	156	0	0	0	2	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	0	0	1	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	2	1	119	156	0	0	0	1	0
2	1	1	2	1	1	117	158	0	1	0	0	0
1	1	1	2	2	1	119	156	0	0	0	1	0
1	1	1	2	1	1	119	158	0	0	0	0	0
1	1	1	2	2	1	119	156	0	0	0	1	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	2	1	119	156	0	1	0	1	0
2	1	1	2	1	1	117	158	0	1	0	0	0
1	1	1	2	1	1	119	158	0	1	0	0	0
1	1	1	2	2	1	119	156	0	0	0	2	0
1	1	1	2	2	1	119	156	0	0	0	0	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	1	1	1	119	160	0	0	0	0	0
2	1	1	2	1	1	117	158	0	1	0	0	0
1	1	1	1	1	1	119	160	0	0	0	0	0
1	1	1	2	2	1	119	156	0	0	0	1	0
1	1	1	2	2	1	119	156	0	0	0	2	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	1	1	1	119	160	0	0	0	0	0
1	1	1	2	2	1	119	156	0	0	0	1	0
2	1	1	2	1	1	117	158	0	1	0	0	0
2	1	1	2	1	1	117	158	0	1	0	0	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	2	2	1	119	156	0	2	0	0	0
1	1	1	2	2	1	119	156	0	2	0	0	0
1	1	1	2	1	1	119	158	0	0	0	0	0
1	1	1	2	2	1	119	156	0	0	0	1	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	1	1	119	158	0	1	0	0	0
1	1	1	2	2	1	119	156	0	0	0	0	0
1	1	1	2	1	1	119	158	0	0	0	0	0
1	1	1	2	2	1	119	156	0	0	0	1	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	1	1	119	158	0	1	0	0	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	2	1	119	156	0	0	0	2	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	2	0	0	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	2	1	1	119	158	0	0	0	0	0
1	1	1	2	2	1	119	156	0	0	0	0	0
1	1	1	1	1	1	119	160	0	0	0	0	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	2	1	1	119	158	0	1	0	0	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	2	0	0	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	2	0	0	0
1	1	1	2	2	1	119	156	0	2	0	0	0
2	1	1	2	1	1	117	158	0	1	0	0	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	0	0	2	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	1	1	1	119	160	0	0	0	0	0
1	1	1	2	2	1	119	156	0	0	0	1	0
1	1	1	2	2	1	119	156	0	0	0	2	0
1	1	1	2	2	1	119	156	0	0	0	0	0
1	1	1	2	1	1	119	158	0	1	0	0	0
1	1	1	1	1	1	119	160	0	0	0	0	0
1	1	1	2	2	1	119	156	0	0	0	2	0
1	1	1	2	2	1	119	156	0	1	0	0	0
1	1	1	2	2	1	119	156	0	2	0	0	0
1	1	1	2	2	1	119	156	0	1	0	1	0
2	1	1	2	1	1	117	158	0	1	0	0	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	1	1	1	119	160	0	0	0	0	0
1	1	1	2	2	1	119	156	0	0	0	0	0
1	1	1	1	1	1	119	160	0	0	0	0	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	2	1	119	156	0	0	0	1	0
1	1	1	2	2	1	119	156	0	2	0	0	0
1	1	1	2	1	1	119	158	0	0	0	1	0
2	1	1	2	1	1	117	158	0	1	0	0	0
1	1	1	2	2	1	119	156	0	0	0	2	0
1	1	1	2	1	1	119	158	0	0	0	0	0
2	1	1	2	1	1	117	158	0	1	0	0	0
1	1	1	2	2	1	119	156	0	2	0	0	0
1	1	1	2	1	1	119	158	0	1	0	0	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	2	1	119	156	0	0	0	2	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	2	1	119	156	0	1	0	1	0
1	1	1	2	1	1	119	158	0	0	0	0	0
2	1	1	2	1	1	117	158	0	1	0	0	0
1	1	1	1	1	1	119	160	0	0	0	0	0
1	1	1	2	2	1	119	156	0	0	0	0	0
2	1	1	2	1	1	117	158	0	1	0	0	0
1	1	1	2	1	1	119	158	0	1	0	0	0
1	1	1	2	1	1	119	158	0	0	0	1	0
1	1	1	2	2	1	119	156	0	0	0	1	0
