1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,NA,NA,0.556167400881057,0.564723359832972,0.582781697165346,0.594126554894538,0.599069963723716,0.519656974985959,0.410765962800956,0.370509960772248,0.270555072288228,0.221125324434557,0.205159267441032,0.201027542782091,0.202629646933191,0.199109572099926,0.215884476534296,0.177099236641221,0.187116564417178,0.180555555555556,0.177339901477833,0.180722891566265,0.170731707317073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,NA,0.778202598256866,0.790793118779712,0.807871678914641,0.819723413936557,0.823283638222729,0.812641787079237,0.793136612916428,0.787473901531499,0.770852456103988,0.759113732854344,0.759658504260991,0.756542347511538,0.758377348688198,0.759433589114785,0.773542263070664,0.75983885962194,0.768770764119601,0.757746478873239,0.78169014084507,0.764150943396226,0.714285714285714,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,NA,NA,NA,NA,0.857220467895827,0.868100689518657,0.878840915371557,0.887649223783252,0.892079518729512,0.89342140303238,0.894098587494145,0.895594263782748,0.894509243354275,0.895684821620549,0.896536510037503,0.89796397807361,0.897379549162588,0.899417871931825,0.901976374375284,0.896121569516897,0.902486591906387,0.886872998932764,0.878281622911695,0.874213836477987,0.951219512195122,0.882352941176471,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,NA,NA,NA,0.879158262335551,0.889190952588082,0.897407005536544,0.903710525133642,0.907347065843408,0.910439170475003,0.912362533181646,0.914642279190587,0.91613300067834,0.916678925079163,0.916676188952625,0.919548149625573,0.921524390243902,0.917148999503886,0.922491776315789,0.927205428747687,0.918987341772152,0.91871921182266,0.919765166340509,0.911627906976744,0.907894736842105,0.852941176470588,0.952380952380952,NA,NA,NA,NA,NA,NA
7,NA,NA,NA,NA,NA,NA,0.90015243902439,0.90099537859936,0.910525096013773,0.915282246782317,0.919304875231738,0.921792188997321,0.923741269870991,0.925933860774022,0.926123057270598,0.927215905758548,0.928272295796361,0.928584894988877,0.928337031596712,0.929692368704323,0.930151338766007,0.928997736159704,0.930409110080135,0.936132983377078,0.923828125,0.923423423423423,0.952380952380952,0.970588235294118,0.944444444444444,NA,NA,NA,NA,NA
8,NA,NA,NA,NA,NA,NA,NA,0.902919572538517,0.907059927289785,0.915360433131031,0.920025852978195,0.922698460609719,0.924226195212418,0.926959269419077,0.927789592194146,0.929202144433933,0.92855997755601,0.929384670744872,0.929924959362266,0.932257113371665,0.929375970999482,0.933623120300752,0.9324569356301,0.931840796019901,0.929221435793731,0.931972789115646,0.915841584158416,0.925,0.931818181818182,1,NA,NA,NA,NA
9,NA,NA,NA,NA,NA,NA,NA,NA,0.913264274886306,0.919968986905582,0.921989963981159,0.924674286627768,0.927655132821878,0.929890012015494,0.930284632973271,0.931973474355746,0.931090575226538,0.93179566440772,0.933348181970043,0.934297544424636,0.938779307778191,0.935095002395018,0.93980077955825,0.942157953281424,0.936004451864218,0.936123348017621,0.931472081218274,0.91812865497076,0.961538461538462,0.902439024390244,0.916666666666667,1,NA,NA
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.914536140044189,0.918041171205728,0.926762589928058,0.928029012315631,0.929584188666635,0.931792488380857,0.933101458716237,0.933325192331176,0.934358752166378,0.93658864876991,0.935343794123132,0.933971973715462,0.936871940221592,0.934389645168489,0.936216862666932,0.938276251411366,0.925869894099849,0.948170731707317,0.94,0.916083916083916,0.904761904761905,0.866666666666667,1,NA,NA
