largest_clade_D_1	largest_clade_D_2	largest_clade_D_3	largest_clade_R_1	largest_clade_R_2	largest_clade_R_3	n_singletons_D	n_singletons_R	D_coals_pre	R_coals_pre	D_coals_peri	R_coals_peri	R_max_coals_in_single_clade
21	2	1	18	7	6	44	74	21	34	0	4	1
17	3	2	32	15	4	45	70	17	38	0	9	4
31	8	1	33	15	8	28	57	32	47	5	11	5
15	9	2	21	14	8	39	75	20	37	2	7	3
21	2	1	15	11	6	44	73	19	33	1	9	2
29	3	2	20	9	7	33	60	29	37	0	14	5
17	2	1	18	8	5	48	83	16	28	0	5	1
16	6	2	19	10	8	43	67	20	41	0	7	3
22	2	1	24	7	4	43	70	18	26	1	13	6
15	5	3	29	11	9	42	63	20	39	1	13	9
29	2	1	12	5	2	36	98	27	13	1	6	2
32	2	1	43	7	3	33	65	31	32	1	19	12
19	2	1	18	11	5	46	45	18	20	1	33	9
24	9	1	24	14	10	34	63	30	26	1	23	12
41	2	2	24	12	12	22	52	38	41	3	20	10
28	1	1	35	5	3	39	72	25	28	1	14	10
15	5	3	20	14	7	39	61	18	40	3	10	5
22	2	2	10	2	2	39	97	23	14	1	1	0
33	1	1	8	5	4	34	63	28	4	0	31	5
14	6	1	20	9	8	47	74	18	33	0	9	5
24	5	4	22	19	18	30	52	28	26	4	33	14
23	1	1	9	7	4	44	78	21	15	1	14	4
30	4	1	17	17	4	33	63	30	17	1	28	8
17	3	2	10	8	4	43	66	17	30	2	11	5
27	2	1	18	5	2	38	98	23	17	2	4	3
36	2	2	55	8	7	27	44	35	62	2	9	4
21	2	1	26	5	3	44	68	18	34	2	7	4
21	3	2	14	5	4	41	80	22	16	1	14	6
34	2	1	31	7	5	31	60	32	48	2	5	4
22	1	1	15	4	3	45	97	20	21	1	1	1
19	3	2	10	8	7	43	77	20	25	1	8	4
14	6	3	21	15	11	39	61	19	31	2	21	8
17	2	1	13	9	5	48	84	15	27	1	3	1
19	4	1	28	7	6	44	69	19	40	1	6	4
16	6	3	48	15	12	37	37	16	53	0	8	2
28	2	1	45	2	2	37	66	26	41	1	10	8
21	3	2	26	9	3	41	71	21	34	0	6	1
31	2	1	12	2	2	34	99	29	6	2	9	4
