HSC_pop_size	HSCT_bottleneck	number_drivers_per_year	gamma_shape	gamma_rate	dpcpd	gamma_shape_engraftment	gamma_rate_engraftment
281479	32026	155.971771237392	0.729467238667775	29.5877166146313	1.51812362982082e-06	0.748657232057303	0.785164399957284
276571	17094	173.043758487576	0.187097733516908	25.5690068782438	1.71418004420947e-06	0.212094073975459	1.01108873975463
246122	25818	196.16830461578	0.298600518121153	22.3629952141578	2.18366261409482e-06	1.03710601828061	0.703907812200487
199399	13547	168.68632985666	0.365615151773301	27.0710168904118	2.31773643987388e-06	0.657331051165238	0.96593120098114
231046	10631	126.840184013036	0.478178306562073	26.7233542960097	1.5040613274429e-06	0.760707900905982	0.100583912665024
234149	14558	151.902996786042	1.73412083598812	30.6995147618697	1.77738360588498e-06	0.261080844001845	0.836384080722928
307389	25104	152.16500722609	1.26828498007882	34.9226737789415	1.35623080447385e-06	0.202061328990385	0.470679237367585
206819	9181	161.083141983991	0.97752197274105	29.0874702720904	2.13386428069214e-06	0.542057981295511	0.739595659635961
178614	9675	212.501646438799	1.49558174321797	39.8344721243287	3.25952216294998e-06	0.175337463943288	1.28064872068353
202188	8387	293.121909483527	0.103015259906819	30.4497108723252	3.97191586351516e-06	0.289600221905857	0.231510212272406
275631	5723	192.529526727358	0.192648586745004	28.8981225118409	1.91371128580392e-06	0.441299085319042	0.490389696042985
286847	3227	329.250125773121	0.302245321161666	29.7558155881017	3.1447257217417e-06	1.13643934517168	0.142477344349027
203136	736	225.672453227454	0.454466608785478	29.6592603701371	3.04367858859999e-06	1.06904312763363	0.213043835666031
225633	2298	165.391465503102	0.208737102290467	23.379296931845	2.00824924877223e-06	1.01049355724826	0.967150113824755
212907	3177	107.609416054617	3.90000047389319	44.1489987829256	1.38473755187878e-06	0.144178435858339	0.385048032552004
318610	5427	184.44465997672	0.837895042074551	26.9084691893673	1.5860388423234e-06	1.4980393383652	0.943506496818736
142240	13228	174.214721354876	0.3128393543695	27.5113955400471	3.35560043905874e-06	0.742441195482388	0.587912836531177
150799	44459	120.436762007244	0.615332222641514	27.4177978735414	2.18810291531572e-06	1.3860748111736	1.06641818718053
