Individual	Zur_ID	Plate_no	Well	Sample	colony_type	Pair	DorR	Plate_ID	Library_conc	Sent_for_WGS	Conc	Current_volume	Total_DNA_quant	Coverage	Run	Lane	Lane_number	Sample_number	Run_Lane	Project
PD45802b	D25	1	A11	PD45802b_lo0081	NA	25	D	DN847991J	1.104	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	1	B11	PD45802b_lo0082	NA	25	D	DN847991J	85.826	YES	NA	NA	NA	10.15	41251	1#69	1	69	41251_1	2679
PD45802b	D25	1	C11	PD45802b_lo0083	NA	25	D	DN847991J	54.427	YES	NA	NA	NA	10.83	41251	1#70	1	70	41251_1	2679
PD45802b	D25	1	D11	PD45802b_lo0084	NA	25	D	DN847991J	54.459	YES	NA	NA	NA	10.79	41251	2#71	2	71	41251_2	2679
PD45802b	D25	1	E11	PD45802b_lo0085	NA	25	D	DN847991J	0.541	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	1	F11	PD45802b_lo0086	NA	25	D	DN847991J	79.651	YES	NA	NA	NA	10.88	41251	4#72	4	72	41251_4	2679
PD45802b	D25	1	G11	PD45802b_lo0087	NA	25	D	DN847991J	61.454	YES	NA	NA	NA	13.12	41251	3#73	3	73	41251_3	2679
PD45802b	D25	1	H11	PD45802b_lo0088	NA	25	D	DN847991J	76.307	YES	NA	NA	NA	8.19	41251	1#74	1	74	41251_1	2679
PD45802b	D25	1	A12	PD45802b_lo0089	NA	25	D	DN847991J	66.587	YES	NA	NA	NA	10.21	41251	2#75	2	75	41251_2	2679
PD45802b	D25	1	B12	PD45802b_lo0090	NA	25	D	DN847991J	64.605	YES	NA	NA	NA	11.24	41251	1#76	1	76	41251_1	2679
PD45802b	D25	1	C12	PD45802b_lo0091	NA	25	D	DN847991J	60.831	YES	NA	NA	NA	10.07	41251	2#77	2	77	41251_2	2679
PD45802b	D25	1	D12	PD45802b_lo0092	NA	25	D	DN847991J	94.763	YES	NA	NA	NA	9.31	41251	4#78	4	78	41251_4	2679
PD45802b	D25	1	E12	PD45802b_lo0093	NA	25	D	DN847991J	0.346	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	1	F12	PD45802b_lo0094	NA	25	D	DN847991J	15.017	YES	NA	NA	NA	7.73	41251	2#79	2	79	41251_2	2679
PD45802b	D25	1	G12	PD45802b_lo0095	NA	25	D	DN847991J	62.953	YES	NA	NA	NA	11.52	41251	2#80	2	80	41251_2	2679
PD45802b	D25	1	H12	PD45802b_lo0096	NA	25	D	DN847991J	31.77	YES	NA	NA	NA	7.17	41251	4#81	4	81	41251_4	2679
PD45802b	D25	2	A1	PD45802b_lo0097	BFU-E	25	D	DN847992K	34.507	YES	NA	NA	NA	11.65	41254	4#1	4	1	41254_4	2679
PD45802b	D25	2	B1	PD45802b_lo0098	BFU-E	25	D	DN847992K	0.929	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	2	C1	PD45802b_lo0099	BFU-E	25	D	DN847992K	0.95	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	2	D1	PD45802b_lo0100	BFU-E	25	D	DN847992K	64.128	YES	NA	NA	NA	13.34	41254	1#2	1	2	41254_1	2679
PD45802b	D25	2	E1	PD45802b_lo0101	BFU-E	25	D	DN847992K	59.523	YES	NA	NA	NA	13.35	41254	4#3	4	3	41254_4	2679
PD45802b	D25	2	F1	PD45802b_lo0102	BFU-E	25	D	DN847992K	74.946	YES	NA	NA	NA	14.69	41254	2#4	2	4	41254_2	2679
PD45802b	D25	2	G1	PD45802b_lo0103	BFU-E	25	D	DN847992K	1.502	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	2	H1	PD45802b_lo0104	BFU-E	25	D	DN847992K	36.51	YES	NA	NA	NA	16.52	41254	4#5	4	5	41254_4	2679
PD45802b	D25	2	A2	PD45802b_lo0105	BFU-E	25	D	DN847992K	83.506	YES	NA	NA	NA	13.21	41254	1#6	1	6	41254_1	2679
PD45802b	D25	2	B2	PD45802b_lo0106	BFU-E	25	D	DN847992K	75.211	YES	NA	NA	NA	14.38	41254	1#7	1	7	41254_1	2679
PD45802b	D25	2	C2	PD45802b_lo0107	BFU-E	25	D	DN847992K	50.458	YES	NA	NA	NA	12.74	41254	4#8	4	8	41254_4	2679
PD45802b	D25	2	D2	PD45802b_lo0108	BFU-E	25	D	DN847992K	45.763	YES	NA	NA	NA	13.16	41254	1#9	1	9	41254_1	2679
PD45802b	D25	2	E2	PD45802b_lo0109	CFU-GM	25	D	DN847992K	3.44	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	2	F2	PD45802b_lo0110	BFU-E	25	D	DN847992K	12.881	YES	NA	NA	NA	17.04	41254	1#10	1	10	41254_1	2679
PD45802b	D25	2	G2	PD45802b_lo0111	BFU-E	25	D	DN847992K	23.493	YES	NA	NA	NA	11.03	41254	2#11	2	11	41254_2	2679
PD45802b	D25	2	H2	PD45802b_lo0112	BFU-E	25	D	DN847992K	19.117	YES	NA	NA	NA	19.54	41254	2#12	2	12	41254_2	2679
PD45802b	D25	2	A3	PD45802b_lo0113	BFU-E	25	D	DN847992K	89.551	YES	NA	NA	NA	14.55	41254	1#13	1	13	41254_1	2679
PD45802b	D25	2	B3	PD45802b_lo0114	BFU-E	25	D	DN847992K	69.261	YES	NA	NA	NA	12.76	41254	4#14	4	14	41254_4	2679
PD45802b	D25	2	C3	PD45802b_lo0115	BFU-E	25	D	DN847992K	48.344	YES	NA	NA	NA	10.53	41254	2#15	2	15	41254_2	2679
PD45802b	D25	2	D3	PD45802b_lo0116	BFU-E	25	D	DN847992K	55.066	YES	NA	NA	NA	11.48	41254	2#16	2	16	41254_2	2679
PD45802b	D25	2	E3	PD45802b_lo0117	BFU-E	25	D	DN847992K	77.333	YES	NA	NA	NA	13.11	41254	2#17	2	17	41254_2	2679
PD45802b	D25	2	F3	PD45802b_lo0118	BFU-E	25	D	DN847992K	20.456	YES	NA	NA	NA	8.5	41254	2#18	2	18	41254_2	2679
PD45802b	D25	2	G3	PD45802b_lo0119	BFU-E	25	D	DN847992K	56.193	YES	NA	NA	NA	15.17	41254	3#19	3	19	41254_3	2679
PD45802b	D25	2	H3	PD45802b_lo0120	BFU-E	25	D	DN847992K	0.946	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	2	A4	PD45802b_lo0121	BFU-E	25	D	DN847992K	63.741	YES	NA	NA	NA	12.35	41254	4#20	4	20	41254_4	2679
PD45802b	D25	2	B4	PD45802b_lo0122	CFU-GEMM	25	D	DN847992K	82.765	YES	NA	NA	NA	11.43	41254	1#21	1	21	41254_1	2679
PD45802b	D25	2	C4	PD45802b_lo0123	BFU-E	25	D	DN847992K	26.415	YES	NA	NA	NA	10.28	41254	3#22	3	22	41254_3	2679
PD45802b	D25	2	D4	PD45802b_lo0124	BFU-E	25	D	DN847992K	56.503	YES	NA	NA	NA	13.35	41254	1#23	1	23	41254_1	2679
PD45802b	D25	2	E4	PD45802b_lo0125	BFU-E	25	D	DN847992K	56.625	YES	NA	NA	NA	14.36	41254	3#24	3	24	41254_3	2679
PD45802b	D25	2	F4	PD45802b_lo0126	BFU-E	25	D	DN847992K	90.483	YES	NA	NA	NA	15.78	41254	4#25	4	25	41254_4	2679
PD45802b	D25	2	G4	PD45802b_lo0127	BFU-E	25	D	DN847992K	78.448	YES	NA	NA	NA	13.9	41254	3#26	3	26	41254_3	2679
PD45802b	D25	2	H4	PD45802b_lo0128	BFU-E	25	D	DN847992K	1.467	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	2	A5	PD45802b_lo0129	BFU-E	25	D	DN847992K	2.714	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	2	B5	PD45802b_lo0130	BFU-E	25	D	DN847992K	64.619	YES	NA	NA	NA	15	41254	4#27	4	27	41254_4	2679
PD45802b	D25	2	C5	PD45802b_lo0131	BFU-E	25	D	DN847992K	31.935	YES	NA	NA	NA	10	41254	3#28	3	28	41254_3	2679
PD45802b	D25	2	D5	PD45802b_lo0132	BFU-E	25	D	DN847992K	58.96	YES	NA	NA	NA	15.34	41254	3#29	3	29	41254_3	2679
PD45802b	D25	2	E5	PD45802b_lo0133	BFU-E	25	D	DN847992K	87.293	YES	NA	NA	NA	13.09	41254	1#30	1	30	41254_1	2679
PD45802b	D25	2	F5	PD45802b_lo0134	BFU-E	25	D	DN847992K	6.033	YES	NA	NA	NA	9.46	41254	3#31	3	31	41254_3	2679
PD45802b	D25	2	G5	PD45802b_lo0135	BFU-E	25	D	DN847992K	85.585	YES	NA	NA	NA	14.03	41254	4#32	4	32	41254_4	2679
PD45802b	D25	2	H5	PD45802b_lo0136	BFU-E	25	D	DN847992K	49.762	YES	NA	NA	NA	14.87	41254	1#33	1	33	41254_1	2679
PD45802b	D25	2	A6	PD45802b_lo0137	CFU-GEMM	25	D	DN847992K	72.987	YES	NA	NA	NA	12.76	41254	3#34	3	34	41254_3	2679
PD45802b	D25	2	B6	PD45802b_lo0138	BFU-E	25	D	DN847992K	65.755	YES	NA	NA	NA	10.76	41254	1#35	1	35	41254_1	2679
PD45802b	D25	2	C6	PD45802b_lo0139	BFU-E	25	D	DN847992K	9.331	YES	NA	NA	NA	11.99	41254	3#36	3	36	41254_3	2679
PD45802b	D25	2	D6	PD45802b_lo0140	BFU-E	25	D	DN847992K	57.742	YES	NA	NA	NA	13.92	41254	2#37	2	37	41254_2	2679
PD45802b	D25	2	E6	PD45802b_lo0141	BFU-E	25	D	DN847992K	6.136	YES	NA	NA	NA	10.7	41254	2#38	2	38	41254_2	2679
PD45802b	D25	2	F6	PD45802b_lo0142	BFU-E	25	D	DN847992K	3.623	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	2	G6	PD45802b_lo0143	BFU-E	25	D	DN847992K	31.423	YES	NA	NA	NA	9.95	41254	4#39	4	39	41254_4	2679
PD45802b	D25	2	H6	PD45802b_lo0144	BFU-E	25	D	DN847992K	53.622	YES	NA	NA	NA	16.98	41254	3#40	3	40	41254_3	2679
PD45802b	D25	2	A7	PD45802b_lo0145	BFU-E	25	D	DN847992K	60.249	YES	NA	NA	NA	11.75	41254	4#41	4	41	41254_4	2679
PD45802b	D25	2	B7	PD45802b_lo0146	BFU-E	25	D	DN847992K	42.945	YES	NA	NA	NA	9.82	41254	3#42	3	42	41254_3	2679
PD45802b	D25	2	C7	PD45802b_lo0147	BFU-E	25	D	DN847992K	22.679	YES	NA	NA	NA	8.84	41254	3#43	3	43	41254_3	2679
PD45802b	D25	2	D7	PD45802b_lo0148	BFU-E	25	D	DN847992K	28.83	YES	NA	NA	NA	11.19	41254	3#44	3	44	41254_3	2679
PD45802b	D25	2	E7	PD45802b_lo0149	CFU-GM	25	D	DN847992K	0.832	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	2	F7	PD45802b_lo0150	BFU-E	25	D	DN847992K	47.672	YES	NA	NA	NA	12.24	41254	2#45	2	45	41254_2	2679
PD45802b	D25	2	G7	PD45802b_lo0151	BFU-E	25	D	DN847992K	39.151	YES	NA	NA	NA	11.34	41254	4#46	4	46	41254_4	2679
PD45802b	D25	2	H7	PD45802b_lo0152	BFU-E	25	D	DN847992K	0.683	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	2	A8	PD45802b_lo0153	BFU-E	25	D	DN847992K	0.731	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	2	B8	PD45802b_lo0154	BFU-E	25	D	DN847992K	62.702	YES	NA	NA	NA	11.41	41254	1#47	1	47	41254_1	2679
PD45802b	D25	2	C8	PD45802b_lo0155	BFU-E	25	D	DN847992K	7.951	YES	NA	NA	NA	10.72	41254	4#48	4	48	41254_4	2679
PD45802b	D25	2	D8	PD45802b_lo0156	BFU-E	25	D	DN847992K	83.393	YES	NA	NA	NA	12.13	41254	1#49	1	49	41254_1	2679
PD45802b	D25	2	E8	PD45802b_lo0157	BFU-E	25	D	DN847992K	34.544	YES	NA	NA	NA	12.23	41254	1#50	1	50	41254_1	2679
PD45802b	D25	2	F8	PD45802b_lo0158	BFU-E	25	D	DN847992K	49.484	YES	NA	NA	NA	10.97	41254	2#51	2	51	41254_2	2679
PD45802b	D25	2	G8	PD45802b_lo0159	BFU-E	25	D	DN847992K	74.858	YES	NA	NA	NA	11.17	41254	1#52	1	52	41254_1	2679
PD45802b	D25	2	H8	PD45802b_lo0160	BFU-E	25	D	DN847992K	68.633	YES	NA	NA	NA	11.9	41254	3#53	3	53	41254_3	2679
PD45802b	D25	2	A9	PD45802b_lo0161	BFU-E	25	D	DN847992K	5.267	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	2	B9	PD45802b_lo0162	BFU-E	25	D	DN847992K	67.952	YES	NA	NA	NA	0	NA	NA	NA	NA	NA_NA	2679
PD45802b	D25	2	C9	PD45802b_lo0163	BFU-E	25	D	DN847992K	8.972	YES	NA	NA	NA	14.2	41254	2#55	2	55	41254_2	2679
PD45802b	D25	2	D9	PD45802b_lo0164	BFU-E	25	D	DN847992K	0.611	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	2	E9	PD45802b_lo0165	BFU-E	25	D	DN847992K	0.678	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	2	F9	PD45802b_lo0166	BFU-E	25	D	DN847992K	74.824	YES	NA	NA	NA	13.24	41254	3#56	3	56	41254_3	2679
PD45802b	D25	2	G9	PD45802b_lo0167	BFU-E	25	D	DN847992K	21.268	YES	NA	NA	NA	8.93	41254	4#57	4	57	41254_4	2679
PD45802b	D25	2	H9	PD45802b_lo0168	BFU-E	25	D	DN847992K	76.358	YES	NA	NA	NA	16.53	41254	2#58	2	58	41254_2	2679
PD45802b	D25	2	A10	PD45802b_lo0169	BFU-E	25	D	DN847992K	55.34	YES	NA	NA	NA	10.14	41254	3#59	3	59	41254_3	2679
PD45802b	D25	2	B10	PD45802b_lo0170	BFU-E	25	D	DN847992K	65.727	YES	NA	NA	NA	9.92	41254	2#60	2	60	41254_2	2679
PD45802b	D25	2	C10	PD45802b_lo0171	BFU-E	25	D	DN847992K	80.627	YES	NA	NA	NA	9.5	41254	2#61	2	61	41254_2	2679
PD45802b	D25	2	D10	PD45802b_lo0172	BFU-E	25	D	DN847992K	62.698	YES	NA	NA	NA	11.02	41254	3#62	3	62	41254_3	2679
PD45802b	D25	2	E10	PD45802b_lo0173	BFU-E	25	D	DN847992K	36.103	YES	NA	NA	NA	10.37	41254	3#63	3	63	41254_3	2679
PD45802b	D25	2	F10	PD45802b_lo0174	BFU-E	25	D	DN847992K	21.947	YES	NA	NA	NA	8.79	41254	3#64	3	64	41254_3	2679
PD45802b	D25	2	G10	PD45802b_lo0175	BFU-E	25	D	DN847992K	49.327	YES	NA	NA	NA	10.99	41254	4#65	4	65	41254_4	2679
PD45802b	D25	2	H10	PD45802b_lo0176	BFU-E	25	D	DN847992K	57.575	YES	NA	NA	NA	11.27	41254	1#66	1	66	41254_1	2679
PD45802b	D25	2	A11	PD45802b_lo0177	BFU-E	25	D	DN847992K	40.927	YES	NA	NA	NA	8.14	41254	2#67	2	67	41254_2	2679
PD45802b	D25	2	B11	PD45802b_lo0178	CFU-GEMM	25	D	DN847992K	15.537	YES	NA	NA	NA	12.74	41254	2#68	2	68	41254_2	2679
PD45802b	D25	2	C11	PD45802b_lo0179	CFU-GEMM	25	D	DN847992K	21.794	YES	NA	NA	NA	7.65	41254	2#69	2	69	41254_2	2679
PD45802b	D25	2	D11	PD45802b_lo0180	BFU-E	25	D	DN847992K	55.656	YES	NA	NA	NA	10.41	41254	2#70	2	70	41254_2	2679
PD45802b	D25	2	E11	PD45802b_lo0181	BFU-E	25	D	DN847992K	55.572	YES	NA	NA	NA	9.85	41254	1#71	1	71	41254_1	2679
PD45802b	D25	2	F11	PD45802b_lo0182	BFU-E	25	D	DN847992K	17.823	YES	NA	NA	NA	12.86	41254	1#72	1	72	41254_1	2679
PD45802b	D25	2	G11	PD45802b_lo0183	BFU-E	25	D	DN847992K	40.617	YES	NA	NA	NA	8.5	41254	1#73	1	73	41254_1	2679
PD45802b	D25	2	H11	PD45802b_lo0184	BFU-E	25	D	DN847992K	39.36	YES	NA	NA	NA	14.39	41254	1#74	1	74	41254_1	2679
PD45802b	D25	2	A12	PD45802b_lo0185	BFU-E	25	D	DN847992K	21.77	YES	NA	NA	NA	7.2	41254	2#75	2	75	41254_2	2679
PD45802b	D25	2	B12	PD45802b_lo0186	BFU-E	25	D	DN847992K	44.864	YES	NA	NA	NA	11.18	41254	2#76	2	76	41254_2	2679
PD45802b	D25	2	C12	PD45802b_lo0187	CFU-GM	25	D	DN847992K	1.685	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	2	D12	PD45802b_lo0188	CFU-GM	25	D	DN847992K	1.568	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	2	E12	PD45802b_lo0189	CFU-GM	25	D	DN847992K	1.248	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	2	F12	PD45802b_lo0190	CFU-GM	25	D	DN847992K	0.743	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	2	G12	PD45802b_lo0191	CFU-GEMM	25	D	DN847992K	51.372	YES	NA	NA	NA	18.19	41254	3#77	3	77	41254_3	2679
PD45802b	D25	2	H12	PD45802b_lo0192	BFU-E	25	D	DN847992K	57.644	YES	NA	NA	NA	17.17	41254	1#78	1	78	41254_1	2679
PD45802b	D25	3	A1	PD45802b_lo0193	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	B1	PD45802b_lo0194	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	C1	PD45802b_lo0195	CFU-GM	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	D1	PD45802b_lo0196	CFU-GM	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	E1	PD45802b_lo0197	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	F1	PD45802b_lo0198	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	G1	PD45802b_lo0199	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	H1	PD45802b_lo0200	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	A2	PD45802b_lo0201	CFU-GEMM	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	B2	PD45802b_lo0202	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	C2	PD45802b_lo0203	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	D2	PD45802b_lo0204	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	E2	PD45802b_lo0205	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	F2	PD45802b_lo0206	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	G2	PD45802b_lo0207	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	H2	PD45802b_lo0208	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	A3	PD45802b_lo0209	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	B3	PD45802b_lo0210	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	C3	PD45802b_lo0211	CFU-GM	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	D3	PD45802b_lo0212	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	E3	PD45802b_lo0213	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	F3	PD45802b_lo0214	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	G3	PD45802b_lo0215	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	H3	PD45802b_lo0216	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	A4	PD45802b_lo0217	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	B4	PD45802b_lo0218	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	C4	PD45802b_lo0219	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	D4	PD45802b_lo0220	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	E4	PD45802b_lo0221	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	F4	PD45802b_lo0222	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	G4	PD45802b_lo0223	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	H4	PD45802b_lo0224	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	A5	PD45802b_lo0225	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	B5	PD45802b_lo0226	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	C5	PD45802b_lo0227	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	D5	PD45802b_lo0228	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	E5	PD45802b_lo0229	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	F5	PD45802b_lo0230	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	G5	PD45802b_lo0231	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	H5	PD45802b_lo0232	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	A6	PD45802b_lo0233	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	B6	PD45802b_lo0234	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	C6	PD45802b_lo0235	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	D6	PD45802b_lo0236	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	E6	PD45802b_lo0237	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	F6	PD45802b_lo0238	CFU-GEMM	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	G6	PD45802b_lo0239	CFU-GEMM	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	H6	PD45802b_lo0240	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	A7	PD45802b_lo0241	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	B7	PD45802b_lo0242	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	C7	PD45802b_lo0243	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	D7	PD45802b_lo0244	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	E7	PD45802b_lo0245	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	F7	PD45802b_lo0246	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	G7	PD45802b_lo0247	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	H7	PD45802b_lo0248	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	A8	PD45802b_lo0249	CFU-GM	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	B8	PD45802b_lo0250	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	C8	PD45802b_lo0251	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	D8	PD45802b_lo0252	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	E8	PD45802b_lo0253	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	F8	PD45802b_lo0254	CFU-GM	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	G8	PD45802b_lo0255	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	H8	PD45802b_lo0256	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	A9	PD45802b_lo0257	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	B9	PD45802b_lo0258	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45802b	D25	3	C9	PD45802b_lo0259	BFU-E	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
