Individual	Zur_ID	Plate_no	Well	Sample	colony_type	Pair	DorR	Plate_ID	Library_conc	Sent_for_WGS	Conc	Current_volume	Total_DNA_quant	Coverage	Run	Lane	Lane_number	Sample_number	Run_Lane	Project
PD45796b	D18	1	C8	PD45796b_lo0059	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	D8	PD45796b_lo0060	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	E8	PD45796b_lo0061	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	F8	PD45796b_lo0062	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	G8	PD45796b_lo0063	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	H8	PD45796b_lo0064	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	A9	PD45796b_lo0065	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	B9	PD45796b_lo0066	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	C9	PD45796b_lo0067	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	D9	PD45796b_lo0068	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	E9	PD45796b_lo0069	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	F9	PD45796b_lo0070	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	G9	PD45796b_lo0071	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	H9	PD45796b_lo0072	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	A10	PD45796b_lo0073	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	B10	PD45796b_lo0074	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	C10	PD45796b_lo0075	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	D10	PD45796b_lo0076	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	E10	PD45796b_lo0077	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	F10	PD45796b_lo0078	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	G10	PD45796b_lo0079	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	H10	PD45796b_lo0080	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	A11	PD45796b_lo0081	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	B11	PD45796b_lo0082	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	C11	PD45796b_lo0083	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	D11	PD45796b_lo0084	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	E11	PD45796b_lo0085	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	F11	PD45796b_lo0086	CFU-GM	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	G11	PD45796b_lo0087	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	H11	PD45796b_lo0088	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	A12	PD45796b_lo0089	CFU-GEMM	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	B12	PD45796b_lo0090	CFU-GEMM	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	C12	PD45796b_lo0091	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	D12	PD45796b_lo0092	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	E12	PD45796b_lo0093	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	F12	PD45796b_lo0094	CFU-GEMM	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	G12	PD45796b_lo0095	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	1	H12	PD45796b_lo0096	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	A1	PD45796b_lo0097	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	B1	PD45796b_lo0098	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	C1	PD45796b_lo0099	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	D1	PD45796b_lo0100	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	E1	PD45796b_lo0101	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	F1	PD45796b_lo0102	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	G1	PD45796b_lo0103	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	H1	PD45796b_lo0104	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	A2	PD45796b_lo0105	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	B2	PD45796b_lo0106	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	C2	PD45796b_lo0107	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	D2	PD45796b_lo0108	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	E2	PD45796b_lo0109	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	F2	PD45796b_lo0110	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	G2	PD45796b_lo0111	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	H2	PD45796b_lo0112	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	A3	PD45796b_lo0113	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	B3	PD45796b_lo0114	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	C3	PD45796b_lo0115	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	D3	PD45796b_lo0116	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	E3	PD45796b_lo0117	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	F3	PD45796b_lo0118	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	G3	PD45796b_lo0119	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	H3	PD45796b_lo0120	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	A4	PD45796b_lo0121	CFU-GEMM	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	B4	PD45796b_lo0122	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	C4	PD45796b_lo0123	CFU-GEMM	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	D4	PD45796b_lo0124	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	E4	PD45796b_lo0125	CFU-GEMM	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	F4	PD45796b_lo0126	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	G4	PD45796b_lo0127	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	H4	PD45796b_lo0128	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	A5	PD45796b_lo0129	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	B5	PD45796b_lo0130	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	C5	PD45796b_lo0131	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	D5	PD45796b_lo0132	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	E5	PD45796b_lo0133	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	F5	PD45796b_lo0134	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	G5	PD45796b_lo0135	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	H5	PD45796b_lo0136	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	A6	PD45796b_lo0137	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	B6	PD45796b_lo0138	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	C6	PD45796b_lo0139	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	D6	PD45796b_lo0140	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	E6	PD45796b_lo0141	CFU-GEMM	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	F6	PD45796b_lo0142	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	G6	PD45796b_lo0143	CFU-GEMM	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	H6	PD45796b_lo0144	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	A7	PD45796b_lo0145	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	B7	PD45796b_lo0146	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	C7	PD45796b_lo0147	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	D7	PD45796b_lo0148	CFU-GEMM	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	E7	PD45796b_lo0149	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	F7	PD45796b_lo0150	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	G7	PD45796b_lo0151	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	H7	PD45796b_lo0152	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	A8	PD45796b_lo0153	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	B8	PD45796b_lo0154	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	C8	PD45796b_lo0155	CFU-GM	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	D8	PD45796b_lo0156	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	E8	PD45796b_lo0157	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	F8	PD45796b_lo0158	CFU-GM	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	G8	PD45796b_lo0159	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	H8	PD45796b_lo0160	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	A9	PD45796b_lo0161	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	B9	PD45796b_lo0162	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	C9	PD45796b_lo0163	CFU-GM	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	D9	PD45796b_lo0164	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	E9	PD45796b_lo0165	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	F9	PD45796b_lo0166	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	G9	PD45796b_lo0167	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	H9	PD45796b_lo0168	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	A10	PD45796b_lo0169	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	B10	PD45796b_lo0170	CFU-GEMM	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	C10	PD45796b_lo0171	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	D10	PD45796b_lo0172	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	E10	PD45796b_lo0173	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	F10	PD45796b_lo0174	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	G10	PD45796b_lo0175	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	H10	PD45796b_lo0176	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	A11	PD45796b_lo0177	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	B11	PD45796b_lo0178	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	C11	PD45796b_lo0179	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	D11	PD45796b_lo0180	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	E11	PD45796b_lo0181	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	F11	PD45796b_lo0182	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	G11	PD45796b_lo0183	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	H11	PD45796b_lo0184	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	A12	PD45796b_lo0185	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	B12	PD45796b_lo0186	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	C12	PD45796b_lo0187	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	D12	PD45796b_lo0188	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	E12	PD45796b_lo0189	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	F12	PD45796b_lo0190	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	G12	PD45796b_lo0191	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	2	H12	PD45796b_lo0192	CFU-GM	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	A1	PD45796b_lo0193	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	B1	PD45796b_lo0194	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	C1	PD45796b_lo0195	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	D1	PD45796b_lo0196	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	E1	PD45796b_lo0197	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	F1	PD45796b_lo0198	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	G1	PD45796b_lo0199	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	H1	PD45796b_lo0200	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	A2	PD45796b_lo0201	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	B2	PD45796b_lo0202	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	C2	PD45796b_lo0203	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	D2	PD45796b_lo0204	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	E2	PD45796b_lo0205	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	F2	PD45796b_lo0206	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	G2	PD45796b_lo0207	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	H2	PD45796b_lo0208	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	A3	PD45796b_lo0209	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	B3	PD45796b_lo0210	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	C3	PD45796b_lo0211	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	D3	PD45796b_lo0212	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	E3	PD45796b_lo0213	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	F3	PD45796b_lo0214	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	G3	PD45796b_lo0215	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	H3	PD45796b_lo0216	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	A4	PD45796b_lo0217	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	B4	PD45796b_lo0218	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	C4	PD45796b_lo0219	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	D4	PD45796b_lo0220	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	E4	PD45796b_lo0221	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	F4	PD45796b_lo0222	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	G4	PD45796b_lo0223	CFU-GM	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	H4	PD45796b_lo0224	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	A5	PD45796b_lo0225	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	B5	PD45796b_lo0226	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	C5	PD45796b_lo0227	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	D5	PD45796b_lo0228	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	E5	PD45796b_lo0229	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	F5	PD45796b_lo0230	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	G5	PD45796b_lo0231	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	H5	PD45796b_lo0232	CFU-GEMM	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	A6	PD45796b_lo0233	CFU-GM	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	B6	PD45796b_lo0234	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	C6	PD45796b_lo0235	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	D6	PD45796b_lo0236	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	E6	PD45796b_lo0237	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	F6	PD45796b_lo0238	CFU-GM	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	G6	PD45796b_lo0239	CFU-GM	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	H6	PD45796b_lo0240	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	A7	PD45796b_lo0241	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	B7	PD45796b_lo0242	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	C7	PD45796b_lo0243	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	D7	PD45796b_lo0244	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD45796b	D18	3	E7	PD45796b_lo0245	BFU-E	18	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
