largest_clade_D_1	largest_clade_D_2	largest_clade_D_3	largest_clade_R_1	largest_clade_R_2	largest_clade_R_3	n_singletons_D	n_singletons_R	D_coals_pre	R_coals_pre	D_coals_peri	R_coals_peri	R_max_coals_in_single_clade
23	7	3	21	18	4	116	126	26	42	1	5	1
22	3	3	23	7	7	119	117	25	43	0	7	4
23	2	2	47	3	3	122	114	27	52	0	8	5
26	5	2	43	5	4	116	109	32	56	1	5	1
25	2	2	26	4	3	122	122	22	27	3	16	6
40	2	2	46	3	3	107	120	40	51	1	3	3
20	5	4	23	5	5	124	109	27	39	0	14	5
19	2	2	32	4	3	114	131	23	34	0	6	3
25	4	2	25	5	5	114	115	32	44	1	8	2
31	4	2	50	5	3	112	117	30	50	4	9	9
30	4	3	10	10	7	114	112	33	42	0	7	1
28	4	2	17	10	5	117	92	30	23	2	38	9
37	2	2	43	4	3	112	121	35	43	3	10	6
20	2	2	43	10	4	129	115	21	56	0	5	3
33	4	1	13	6	2	118	152	34	18	1	4	1
28	2	2	35	6	3	123	125	27	43	1	6	3
23	2	2	52	3	3	120	103	26	52	1	14	9
22	2	2	36	5	3	127	133	23	40	0	5	3
33	3	2	23	2	2	113	142	35	18	2	13	5
31	1	1	55	4	3	124	113	30	56	0	8	7
28	2	1	24	2	2	125	141	26	28	1	3	2
32	2	1	50	6	3	121	111	30	54	1	8	4
20	5	2	48	12	11	116	71	28	62	0	29	10
34	2	2	40	4	4	115	114	33	39	1	14	12
25	3	2	40	6	6	117	108	24	50	4	12	10
29	7	3	19	8	7	109	108	38	53	1	6	1
45	4	1	34	14	8	106	95	45	46	1	24	14
25	4	2	40	11	8	120	95	26	56	3	17	13
33	5	4	66	8	6	100	81	40	68	3	22	12
40	10	3	47	9	5	96	105	49	54	2	14	9
19	3	2	43	10	9	121	89	24	55	0	22	10
26	1	1	38	3	3	129	114	24	33	1	17	10
25	3	2	55	4	4	119	103	28	54	1	14	10
34	2	2	45	2	2	115	130	35	46	0	3	3
26	4	3	51	12	9	114	73	32	60	1	27	15
29	3	2	14	13	5	117	101	29	21	3	28	4
44	2	2	55	6	5	103	107	46	64	1	4	2
25	2	2	17	4	3	122	142	27	27	0	3	2
24	10	2	44	7	3	119	118	31	53	2	5	2
27	5	2	40	19	4	113	95	32	43	2	27	13
26	2	2	22	10	5	119	123	24	41	4	7	4
40	2	2	60	14	3	111	96	40	56	0	20	10
28	2	2	26	3	2	123	140	26	30	1	3	1
24	4	3	57	4	2	119	108	28	47	0	15	9
26	2	2	54	12	4	123	103	28	66	0	8	5
29	4	2	22	10	6	118	114	30	48	1	5	3
31	2	2	15	6	4	120	142	31	22	1	9	3
27	7	6	33	17	15	105	79	42	61	1	26	13
22	5	2	26	4	3	120	111	26	31	1	19	4
37	2	2	22	6	2	108	143	36	31	4	0	0
26	2	2	15	6	3	125	143	26	29	1	1	1
20	5	3	20	12	5	121	127	26	39	1	8	4
38	4	1	40	12	3	113	107	40	53	0	11	6
21	5	2	29	9	7	123	102	26	53	0	9	4
20	3	2	27	11	8	120	96	22	37	3	28	6
29	6	2	27	8	6	116	103	28	17	5	36	9
38	3	2	29	8	3	108	128	40	41	1	5	3
28	2	2	52	5	4	115	100	31	58	0	11	6
45	2	2	23	14	9	102	99	45	55	2	11	3
31	2	1	32	9	8	122	115	31	51	0	5	2
22	4	3	13	9	7	118	109	27	37	2	12	2
45	4	3	25	14	12	85	74	59	67	0	16	4
22	4	2	42	4	4	121	98	24	41	2	20	8
21	2	2	37	4	3	122	121	23	44	1	6	4
26	4	4	17	3	2	107	153	36	18	0	6	3
34	2	2	22	18	5	113	78	35	43	2	35	9
35	2	2	28	2	2	114	149	33	28	2	2	1
26	3	3	38	5	3	121	118	26	32	2	20	12
30	10	3	21	15	9	95	101	47	47	1	16	4
24	5	4	18	7	6	115	118	32	32	1	12	5
35	4	2	15	2	2	110	158	38	17	0	2	0
28	2	1	14	9	4	125	141	27	26	0	5	2
20	8	7	26	10	9	70	79	50	55	4	19	4
25	3	2	30	12	7	123	109	27	59	1	2	1
44	2	2	46	5	3	105	110	40	48	5	14	6
24	8	6	26	10	10	103	108	38	61	3	2	1
20	2	2	52	5	4	127	116	22	59	1	3	2
42	2	1	23	4	2	111	148	40	25	2	4	1
23	3	3	27	8	7	118	120	28	43	1	8	4
34	2	2	17	8	7	115	129	33	28	1	13	4
38	2	2	47	3	2	107	125	40	40	1	12	10
22	5	3	51	6	6	112	91	32	52	0	22	10
26	2	2	25	6	5	123	131	26	36	1	6	2
26	3	3	16	5	4	105	110	34	36	2	13	2
19	3	2	35	9	7	123	105	23	54	0	9	3
21	2	2	42	4	2	130	119	21	45	0	8	4
25	5	3	16	4	4	114	152	31	20	2	5	1
30	4	3	20	16	7	112	101	35	36	1	23	7
27	3	3	49	4	3	118	104	27	47	2	18	13
23	2	2	47	12	4	128	113	22	63	1	3	2
27	2	2	40	4	3	118	124	30	42	0	7	3
21	5	2	59	6	5	115	96	28	67	1	12	10
36	5	4	14	8	8	103	98	42	29	3	29	5
19	3	2	35	8	3	123	107	25	45	0	13	6
35	7	2	16	4	3	105	129	39	27	2	9	3
30	3	2	33	3	2	116	135	32	37	1	3	0
33	2	2	20	8	3	118	126	32	26	1	16	8
32	2	2	10	8	6	115	92	31	30	1	30	6
20	2	2	33	10	5	127	115	23	38	0	15	7
29	2	2	37	6	5	122	121	29	44	1	10	8
20	4	4	26	6	3	121	118	25	33	0	10	5
20	5	5	27	15	8	111	121	33	45	2	9	7
