HSC_pop_size	HSCT_bottleneck	number_drivers_per_year	gamma_shape	gamma_rate	dpcpd	gamma_shape_engraftment	gamma_rate_engraftment
306085	24794	197.633851447362	0.476494835103773	27.6696613208561	1.76899425553392e-06	0.834637662116438	0.62392012369819
276571	17094	173.043758487576	0.187097733516908	25.5690068782438	1.71418004420947e-06	0.212094073975459	1.01108873975463
152389	8336	212.005361705103	0.420237689896214	28.8662395325361	3.81153893923604e-06	0.568784666573629	0.506623059883714
281051	2971	175.547254720817	1.26521498153017	34.8023068262026	1.71126017269734e-06	0.291910233953968	0.351343779219314
336861	19945	162.709791177919	0.233967860607279	24.9712043566369	1.32333588572888e-06	0.49387523625046	0.262897980911657
324731	3324	251.534170719541	1.09688581558069	29.8616667749807	2.12217101015952e-06	0.495832479838282	1.34296305598691
379324	8087	286.153345975985	1.27002160416355	42.1246779323631	2.06678662514689e-06	0.666752260085195	0.291723566083238
135017	12533	212.990160102886	1.902894757733	48.1356470578604	4.32193490607395e-06	0.528488306747749	0.40210442924872
256759	12935	204.524818010699	0.738298823981604	31.2841864168431	2.18236543666473e-06	0.127453814633191	0.326855980232358
284072	29434	192.340726075885	3.87982977175851	54.2304336126868	1.85502581514049e-06	0.340134125947952	1.42788874278776
409165	1841	184.856363141223	0.259788432700652	21.5474288545585	1.23777886531841e-06	0.713385740946978	0.740088628325611
305467	2789	180.062600934355	0.957445265832595	38.1131472123069	1.6149770493726e-06	0.31960434159264	0.858361556287855
240177	17605	166.362668201835	1.02524719568284	35.502609644062	1.89771765014894e-06	0.412939896993339	1.27556231375784
211543	9688	234.765693100104	0.570725027407777	34.8510043123592	3.0404867082641e-06	1.43597132475115	0.847383657423779
209367	36301	205.271475523855	1.41260200412712	38.9628266638892	2.6861329826331e-06	0.214317239727825	1.38467068262398
245103	2293	240.353680366466	0.806142935500839	37.5857442913909	2.68663881666372e-06	0.280878803506494	0.698326471354812
299025	8277	311.657618830125	0.289648219773607	33.9648180013567	2.8554685726797e-06	0.7568516893778	0.608083418244496
257875	2730	173.463685842309	1.78555004381607	38.5176889145819	1.84291992209573e-06	0.69195762402378	1.33725285287946
225824	20653	160.411994008053	0.109322809619463	22.0697909050297	1.94613909544847e-06	0.525788195664063	0.107124311337247
275862	1651	179.965624687303	0.452472641852338	24.4529955595479	1.78733028105579e-06	0.194287071097642	1.23413706584834
193400	30987	270.935840250656	0.698713629831405	38.5469952581414	3.8381074110107e-06	0.333848343417048	1.45890114428476
213075	19274	227.400133060713	0.51347193414496	29.8490261482124	2.92391910444696e-06	0.473544401070103	1.1550774703268
239783	13083	208.614874153554	0.345755341034158	28.7999775801869	2.38360350992646e-06	0.608042527502403	0.647192911617458
185675	8269	236.145843616247	0.319187197638099	28.6411900557048	3.48444817028203e-06	0.825985237024724	0.52068443512544
182854	4153	152.48439677007	0.917489906597101	30.403550662037	2.2846941855411e-06	0.609237691015005	0.803187544597313
245398	2477	268.279383964916	0.534204945174597	35.3189143475884	2.99518337909349e-06	0.676051562139764	0.872785465838388
224076	6743	173.298201325379	0.60149955251984	25.3595000313772	2.11887749099534e-06	0.303971590148285	0.535760804079473
153274	1366	218.979846056562	1.97838676353508	45.5072064808087	3.91419799650696e-06	0.520210107602179	0.537195428740233
256679	6615	188.485094032152	0.780653593091126	35.0672544846011	2.01184170850092e-06	0.410184277361259	1.45704979724251
182067	41128	185.986997544713	0.236056793015328	22.0131633253874	2.79871375883999e-06	0.849039471056312	0.708174322685227
217354	44058	132.5113280992	0.754951026905352	30.9563668827729	1.67029240096044e-06	0.108546753786504	1.35507203536108
294124	5265	138.109986685329	0.741271420414646	24.606760338149	1.2864761976761e-06	0.800652523944154	0.733849122747779
205419	1489	298.375493846337	0.374089644258842	33.9224905772085	3.97951068999616e-06	0.226285699754953	0.159615799272433
295681	2483	246.752540798009	0.24084796508944	29.9478600285976	2.28636387982559e-06	1.00456960983574	1.42887269114144
181223	1899	252.882385153195	0.101612501301185	28.165540882106	3.82307131255143e-06	0.602036891179159	0.510764153860509
284034	10897	178.819648362286	0.563132693810385	28.9479943935376	1.72485281631136e-06	0.240753644285724	0.180604568729177
369862	35212	205.46564552952	0.257887502164035	32.6845244449251	1.52197191599355e-06	0.307972217909992	0.363368800655007
231923	19357	147.655701829209	0.933545990910266	34.6460333727379	1.74426930229039e-06	0.679666198650375	0.467444460745901
203628	10998	166.99664210272	3.30736905102726	48.512004051227	2.24686706571182e-06	1.11845514560118	0.362347303982824
204955	7020	178.819648362286	0.563132693810385	28.9479943935376	2.3903629812797e-06	1.3223684346769	1.10474197305739
256043	1489	210.039551127107	0.732090913710153	34.6105724345229	2.24747727922955e-06	0.288809996563941	0.170401707943529
253674	46480	285.325803935987	0.43162655752479	35.1264714460629	3.08157135272622e-06	0.957869267789647	0.346265118476003
301178	2779	329.251467546431	0.413629868496786	36.9791591070403	2.99510195032739e-06	0.50186195448041	1.04297412498854
270086	12938	208.238435535585	1.17348409732541	34.9185287317273	2.11235036892445e-06	1.12536467509344	0.505335168400779
163903	4144	251.811440506006	0.357190712561162	30.6335269704229	4.20916247750622e-06	0.112286048615351	1.45190435647964
285992	1358	102.710254114295	0.364367529411188	26.95184639884	9.83936461430811e-07	1.20960060288198	0.167691733548418
326346	24562	149.593641473542	3.98152641842311	50.734436827228	1.25586216187175e-06	0.523979396233335	1.23787176166661
246776	4883	235.979214566762	0.385287399509248	32.1677208618252	2.61985928969317e-06	0.563565852213651	0.16634334595874
163675	1128	244.465912837453	1.1336066044366	40.1623906502175	4.09207040911685e-06	0.873694563331082	0.58319834577851
203097	43024	142.702491054484	0.419262848356109	27.6878598877754	1.92501971430594e-06	0.292928028665483	0.936573398904875
237295	7178	139.600610888951	0.689967253123347	28.6274240647133	1.61178038767364e-06	0.478409582190216	0.341038629645482
226671	7302	185.458948636527	0.652594887379454	27.9216269986018	2.24160438959207e-06	0.131211745738983	0.378889866452664
205339	13824	277.660437327333	2.46096117102164	48.799920503337	3.70467143077642e-06	0.625687294732779	0.579437883896753
268362	17323	238.592149395921	0.350821979578018	34.1557246001917	2.43580358483191e-06	0.612523086741567	0.443423216044903
250421	26680	206.574521191122	1.36597871542892	41.3505903154183	2.26002448798002e-06	0.365496100718156	0.562798766000196
208004	3974	220.180784183001	0.888021584826137	33.7991407258422	2.90011261879054e-06	0.836868057399988	1.46461338694207
246577	6666	214.874756531558	0.349620956133912	28.8973747928971	2.3874812456156e-06	0.499607089487836	0.415076567837968
183846	20276	170.373016193518	0.483398060128575	30.7417016919887	2.53894774339151e-06	0.505170393176377	1.07135312403552
337529	38382	145.696103041102	0.704645021372412	28.2267244218191	1.18261662136308e-06	1.38163409600966	0.271513054566458
224091	2400	213.411136181587	1.24397406595012	37.0897674111207	2.60915451460842e-06	1.46356766438112	0.957553200796247
285266	1103	234.765693100104	0.570725027407777	34.8510043123592	2.25471552770506e-06	0.891974172322079	1.30535808252171
447700	3309	109.410245780087	0.531186515858949	26.3065604849309	6.69542323045869e-07	0.776294378982857	0.147201498923823
191839	11845	168.581516434397	0.160749610139318	24.2059965019376	2.40757702194766e-06	0.371364275878295	1.44069317672402
256360	5083	257.656102095742	0.147468152806291	32.1313549044763	2.75357750440564e-06	0.106203397363424	1.32332176403143
337253	5759	299.083541042054	1.3735715948423	55.2720491749548	2.42965062359431e-06	0.612305236933753	0.420174449961632
224091	6943	173.295175371707	1.52617997012374	37.2533812982567	2.11869866432939e-06	0.110980761470273	0.506867955485359
141878	45746	183.657591891823	1.79429664533988	39.440073201028	3.54650815937024e-06	1.05668595815077	0.513175561232492
199524	4492	194.962649642044	0.571741029628302	28.2799541457168	2.67709270861972e-06	0.808475782861933	1.00248710489832
202301	49992	193.82860724231	0.591963551687225	39.2859937141389	2.62498593737015e-06	0.14079529591836	0.639210869325325
177595	1293	166.371813138674	0.946536075510044	33.6263039597541	2.56658794831667e-06	0.462559407949448	0.475651096040383
275539	2234	217.517022751576	1.75077133697123	40.0110936375552	2.16280471597289e-06	0.10737891215831	0.424943122593686
246630	12203	232.427553938998	0.241680332991057	32.2052143985896	2.58195604351033e-06	0.849768277490511	0.960361245041713
245940	5252	162.886902820106	0.554669051464009	30.105299989532	1.81452991452538e-06	0.427243233192712	0.287512972252443
352037	1246	177.066579270561	0.483012280824462	28.8930464867531	1.37801968489038e-06	0.519185348367318	0.173579158773646
343295	42466	405.510051221864	1.48096085860143	50.7501687416859	3.23624416814616e-06	0.599685315275565	0.548658694839105
304916	3779	293.121909483527	0.103015259906819	30.4497108723252	2.63375396703486e-06	0.161164734233171	0.696253967611119
244861	15883	187.567560992361	0.473085915465453	26.9692049088487	2.09867528412526e-06	0.468842938076705	1.48000150257722
235043	40130	205.563427893276	1.05724281852775	35.3844962324033	2.39610400514037e-06	1.36767680528574	0.170837563369423
145311	2104	205.70888763612	0.391367951111319	31.3765052784975	3.87848128168973e-06	0.282442335411906	0.779697423847392
246719	19297	207.824379919988	0.459075070379376	30.9818038648285	2.3078152181003e-06	1.49718813644722	1.40720169013366
238270	4693	204.051161698741	0.294715105916315	29.6913951315304	2.34626381259364e-06	0.214678023615852	0.714701629383489
236012	17723	174.920629823233	1.68859221822129	38.3867494674412	2.03055184590374e-06	1.19715520078316	1.07904058713466
269706	4694	195.023573537253	0.965068986924667	32.6814220800308	1.98108740768109e-06	0.177938572270796	0.295711999246851
192301	19513	192.770584132035	0.786968321908	33.282153204614	2.74641622593283e-06	0.374887161981314	0.260729616042227
219563	5246	187.553316529384	0.365098340470273	27.0698446180584	2.34030643970173e-06	0.119292888138443	0.20325408950448
252497	5323	314.042908744993	0.255481265346152	31.4964057194184	3.40753169664669e-06	0.375653072772548	0.196360790356994
197517	1822	351.077783374002	1.07761312468402	42.0016769576273	4.86974255760613e-06	0.223258169367909	0.336116280499846
263231	11332	199.61404671805	0.340518776600042	27.2975561137214	2.07759648076227e-06	0.62863762145862	0.326107963500544
241311	10537	316.802900887459	0.378934486452639	38.778540977443	3.59682382119475e-06	0.536947480821982	0.182545141596347
203097	4146	265.718461515084	0.257734433205531	31.2052195591635	3.58447335496257e-06	0.460635389108211	0.209698580438271
243390	6203	205.271475523855	1.41260200412712	38.9628266638892	2.31064383982475e-06	0.518260169494897	0.192478526569903
408921	11188	197.810068364751	0.222604573044466	27.1046835722869	1.32530584826932e-06	0.339835106488317	0.153292694641277
237621	3533	154.081209187255	0.747500514838934	33.4137010477018	1.77652774436251e-06	0.244055729312822	0.396478032181039
199156	11937	230.51822709881	0.100697659760777	25.6999765382802	3.17116625445421e-06	0.61912140250206	0.928519547637552
240097	37273	157.449219482379	0.480021963239847	28.2078771159863	1.79663937745685e-06	1.26076419879682	1.49792287540622
185479	28784	124.138908025575	1.20063045978303	32.9696911607715	1.83366633058375e-06	0.961848722957075	1.33067724434659
244517	5915	153.604332326286	0.460455112056789	26.6540499343453	1.72108191739349e-06	0.424766762321815	1.49640957829542
189025	3266	188.341819289748	1.08429234605745	40.6093442882896	2.7298240145773e-06	0.164182979241014	0.631823576334864
179795	6078	179.164444186032	3.98018338611001	59.4777719767269	2.7301175834736e-06	0.695955959940329	1.14833302963525
221932	5687	154.081209187255	0.747500514838934	33.4137010477018	1.90211550899899e-06	0.760714659746736	0.410834069084376
494274	2587	180.907762671076	0.350408385455536	30.7460858838445	1.00275900805657e-06	0.228267810400575	0.960130503075197
283652	6236	166.329696231082	1.05176411984309	35.7806768302798	1.60653828597498e-06	0.11719499710016	0.103525310941041
181698	1318	132.268817058142	1.28433737230013	35.498829264128	1.99441006894538e-06	0.512302407016978	0.146904114168137
328114	23242	154.006036743761	0.234447766452356	25.1916143623911	1.28593826305242e-06	0.661103090923279	1.1072772261221
237268	3580	202.851184860799	0.503052122361507	28.4151990887914	2.34231616084556e-06	1.07787793646567	0.633612616546452
286410	1868	167.46760659592	0.470668356997703	31.0218515790959	1.60195300630832e-06	0.409800647711381	0.490828657569364
255377	12664	229.964674776807	0.527892236108211	30.413455921004	2.46709846567218e-06	0.607780655426905	0.288639334449545
147796	19915	132.450226122655	0.837178414311623	29.8576764146837	2.45525813853481e-06	0.381454139342532	0.230726265301928
319634	3737	194.817261919684	1.84536818949655	43.401386566365	1.66986591873088e-06	0.202954439958557	0.166452099243179
188451	7623	180.758039965281	0.256308030166053	23.137258752312	2.62788473796475e-06	1.3016812493559	0.769743229728192
255159	37697	293.121909483527	0.103015259906819	30.4497108723252	3.14734626100746e-06	0.813698622537777	1.49331905883737
297397	34090	132.437167728118	0.34985229820157	29.2772459395184	1.22005788699786e-06	0.194825476408005	0.744946479517966
291294	6993	184.856363141223	0.259788432700652	21.5474288545585	1.73864133634063e-06	0.383401494193822	0.145309606660157
213357	2370	138.968032323371	1.60246091786569	34.1112939065143	1.78449422860522e-06	0.817877350561321	0.515247479220852
270587	2205	197.791659617387	1.12646424287267	35.5127551904228	2.00266442163095e-06	0.464258831832558	0.322487046336755
191548	36416	110.291407234964	0.378282827136339	29.2134558619695	1.57750662497077e-06	0.519828989170492	0.987979042809456
224572	12872	149.430228470803	1.83353065679773	34.9993230482448	1.82301393860935e-06	0.226322770537809	0.219024509424344
177935	18119	135.35250953395	1.50712796278997	33.0194418997073	2.08406886359456e-06	0.506589506240562	0.270264913933352
183145	14899	147.097092626801	3.47896517041409	51.6722514875729	2.20047357680588e-06	0.732779098348692	0.467211395315826
231902	9785	203.615100026015	0.148230332587862	25.1669041533959	2.40554022437223e-06	0.228864927822724	1.4983972185757
234270	4745	225.818412099362	0.205836573801488	31.0469857490558	2.64088693001299e-06	1.18942910814658	0.819123544218019
229893	7128	173.394526479557	0.147971269874358	25.028669069565	2.06641131832751e-06	1.21042794887908	1.27366626416333
352475	14057	121.035252135981	1.7041991219096	28.8741044258681	9.40785674188345e-07	0.135639508115128	0.208731652563438
222292	1334	147.504989872735	1.14608447983202	32.224519756399	1.81798382274351e-06	0.226486041769385	0.187122539198026
240426	11159	224.56623445389	0.837246910510679	36.8440407408196	2.55899926550339e-06	0.128420993825421	0.133979767933488
363438	4746	146.351362486113	2.68231813725228	44.7690034735846	1.10324907397756e-06	0.786103658797219	1.30373961739242
275655	24387	341.84555706699	0.206231175163317	35.2304441515893	3.39759180877019e-06	0.732998545700684	0.188531508948654
374563	2120	293.121909483527	0.103015259906819	30.4497108723252	2.14402844010861e-06	0.834740923903882	0.398547348333523
151775	9350	226.197624512962	0.297864504711724	29.1699846192492	4.08314623102352e-06	0.381232277257368	0.503126250812784
191820	948	317.192629208105	0.100578215804425	35.2657819051257	4.53039777885525e-06	0.238365332689136	1.32621083678678
218282	10162	159.555160765499	1.90694170780666	40.9343314989802	2.00262699972875e-06	0.601599477976561	1.29846047251485
265943	857	203.003976480597	0.418010206535669	30.8886595776324	2.09133264657853e-06	0.297412695689127	0.18003940382041
342732	2266	236.152718985305	2.30336389818475	47.1117769818509	1.88775413630671e-06	1.24951038081199	1.28575155581348
259225	4807	224.399272710465	1.58018399154475	40.642775134285	2.37165600529994e-06	0.818269044533372	0.144384160498157
263525	18877	177.690192155788	0.413715400206001	31.0201440543246	1.84734823740606e-06	0.243049517367035	0.137683215644211
223350	17166	236.145843616247	0.319187197638099	28.6411900557048	2.89668642944757e-06	0.320253336662427	1.23174590761773
142873	2649	160.583705776853	0.21339835573186	25.4800956711411	3.07934570067646e-06	0.992464040033519	0.304996152501553
179227	45072	160.53725613535	2.10112216255572	38.0628073895794	2.45402812634792e-06	0.683548028906807	0.648036785237491
341906	3663	188.090556470957	0.660558779513029	30.5301276748621	1.50718792027959e-06	0.568808403518051	0.588068742631003
184791	38724	120.284059951043	0.89540307743708	31.0436543077411	1.78334101622311e-06	0.873432234907523	0.801947276946157
311686	1357	197.523649930031	1.03677379731631	38.6113283454785	1.73623674062939e-06	0.326989690540358	1.33911465387791
177527	12632	257.656102095742	0.147468152806291	32.1313549044763	3.97633672077729e-06	0.651955014467239	0.535819848347455
184370	5620	211.569037578505	0.360794273775062	30.6415896536274	3.14390193006031e-06	0.733391186269	0.186505230981857
269557	1739	257.324465066146	1.65264453587923	47.9790807262015	2.61539687126581e-06	0.250621078163385	0.182284707343206
154857	2500	174.767677581521	0.290267254172322	27.1710258152819	3.09198521873642e-06	0.219348967354745	0.21269230521284
217665	10565	229.471321776901	1.69493172272031	47.2852795725597	2.88833093429549e-06	0.1846908823587	0.167845660727471
358499	11780	298.21514221424	0.647216661433772	39.7651287390837	2.27902389375794e-06	0.141894037974998	0.409638564940542
172440	2204	236.279869673079	2.16687731529236	50.8586067529231	3.75401362035124e-06	0.212000681040809	0.154222571616992
220762	5773	175.973239047269	1.25165894736649	37.1339288733513	2.18388338184653e-06	0.518195079592988	1.05711496574804
232382	1098	222.349243307818	0.109508966015512	25.5183266835982	2.62144231938151e-06	0.513703505741432	0.305597338592634
248226	20536	188.937909893686	0.728515741931248	29.2214454389259	2.08535008136847e-06	0.546611264487728	0.134005743917078
218234	18061	293.121909483527	0.103015259906819	30.4497108723252	3.67987446782996e-06	0.571672051819041	1.00909617776051
267583	12220	196.868985136461	0.860768356911412	38.9438248690559	2.01570011011778e-06	0.308451166935265	0.237468345044181
220824	35943	197.499639674887	0.611732864592195	34.1551451480625	2.45034463291521e-06	0.693503491021693	1.33071026308462
300709	24958	261.129666348562	0.184532700020792	34.9478038673739	2.37912315035705e-06	0.144837413867936	0.801541483774781
202925	6541	192.463087367652	0.642804898643904	30.8184603405956	2.59847790944629e-06	0.318947054352611	0.61032128916122
225251	8265	182.764047941941	0.283850273034218	27.4078749285033	2.22295758517839e-06	0.141485910257325	0.907667333818972
283373	33614	197.633851447362	0.476494835103773	27.6696613208561	1.91077698547533e-06	0.626242573512718	1.14048431073315
240426	11159	224.56623445389	0.837246910510679	36.8440407408196	2.55899926550339e-06	0.128420993825421	0.133979767933488
