target_pop_size	latelife_pop_change
153911.872899156	6.46212099506416
386526.634247341	5.02588077307408
395657.92464535	8.1472576208876
239017.635692685	9.63559734407553
278937.449668364	9.90073439009298
219383.619066904	5.48878456764548
197147.576984674	4.4175
290552.759241787	1.86116695573461
194711.340880885	3.31225528999423
245992.154351857	8.81483411760068
296590.407976861	4.14959135922486
220188.727969256	7.8521
227823.819043544	5.52039847431695
394202.549642132	6.1868297290485
208552.832981946	7.69118811486339
244516.57157091	7.04030364622391
190616.740588407	5.42492312046081
247638.493100366	4.58433314198756
263817.088270038	6.67426441943576
353790.638867186	3.86211688774415
250151.183506936	5.3424108369157
273560.474395612	5.69341559376339
257441.350005813	6.97776095575612
225251.383390743	5.8275
219134.211277494	7.68548639924863
328484.427319022	4.70470605927639
215247.113384569	6.0214617523895
333188.537045754	8.8325412085223
242255.109233422	9.89800724591495
181910.519223198	5.62570644207205
264069.467706136	3.73662121522597
217982.589317505	8.0963932330327
357188.040149286	5.26797885195511
308543.373207317	6.93001203822767
300260.413209689	9.07847813628455
217832.095016015	4.79096564495532
210547.18176075	3.13589388738844
230089.5784951	4.3420932895696
220665.535142592	2.70148258946882
408243.975382242	9.27302631798993
170186.734099754	8.5741234021398
280356.697526387	2.3865
280555.599995449	8.39213317435383
287224.396412577	3.42367839252942
274107.011905481	5.96517954973309
143735.551001125	2.708
227689.708028526	7.70766362137688
206084.583070246	7.42147805510472
256512.66701514	9.95598001388493
246884.381967438	5.18564087237675
171866.279467064	6.63911051449482
302708.249539499	7.90275456464376
246501.370608426	9.8953
209604.516669145	8.00700479536209
230341.261767094	9.00108542253478
237012.56663256	2.16512502519185
294625.473834571	8.43609526107867
219107.35748306	8.11757590379594
373285.826826827	2.09375294203798
215351.300665509	7.69054462172491
230036.473387985	5.16320990918394
277753.403070356	3.79606023334129
229414.754623667	4.53392125679632
297068.533566762	3.0964144122036
256285.986836892	7.45609375019301
271461.693706815	9.2946252791405
178329.622237654	7.38827308727628
287443.153416281	4.8908
209851.027755182	5.53119625071262
342519.668399086	9.99690304355564
153030.364851	9.53735891684166
260334.21736681	7.61486066473052
299453.158433148	4.59004766106078
245985.908530224	5.5307
223477.618337436	8.75442516778326
246157.609784055	5.8884
269835.081267319	7.29381853812863
194756.821719074	8.77113002241047
236259.13869285	9.32447918512226
337252.992108605	6.37992565705732
176844.08074849	9.01405742845049
297764.167901241	5.5507592704947
229735.831373566	3.92156197143027
300748.042146436	9.64969625359168
191408.342605668	6.86321710330828
201094.01204035	7.66612477881135
241039.983567898	3.4117
181967.249933024	5.71641798083096
240038.002500444	4.24069490757332
223657.449167253	1.94025657821715
169314.64506025	8.94701436798112
287220.419717	5.96326355309904
256920.835221655	2.7506
405937.909818955	7.9645
383816.244278339	5.01565912633297
208979.328551084	6.54912823061139
292108.123422337	8.98096451380846
239116.652376215	5.66865453376174
260864.8768382	6.49938760014756
321306.270029807	2.48181285096906
240157.733686523	5.27920669679828
165568.054478053	5.50013249888689
361695.941542026	8.22341850886428
200067.887496181	3.99775356322089
303224.872638272	2.8526
179200.956630519	4.3024
225379.950332919	4.344
241302.681563632	7.3802629808078
371588.851302233	4.85401319267191
419010.136714946	9.90835574040636
215673.246725567	4.94420348385039
274469.517500655	9.30353083435257
301832.379607851	4.70819103238065
212190.971119414	6.49627643671223
226267.382905132	6.84836217859732
335771.185430501	5.0797
224868.230798389	8.7081
279205.2146563	7.9667
277655.164732912	7.30075982227739
360408.835372078	2.86233686865376
283990.069192029	8.44111468315411
230687.997548883	2.68308312118782
267117.716513785	5.37893372891903
261128.532601458	6.20092216176274
299797.58025395	9.80507248721952
255511.069002246	2.33694419207218
236390.074550496	5.78065319730365
176946.31025481	4.995
384621.067581763	3.32745569492125
269511.159143512	6.88232509095547
269141.153156753	9.92509596509078
318789.928629377	8.80670634802198
228536.870595979	9.64696822416886
180460.057725284	7.44041947831836
247407.87325949	3.72782573012759
314474.842361429	5.56574346634616
273030.587733083	6.78559068661915
296876.45903014	8.52714942294549
206340.574720939	8.54080814202683
430769.024034367	8.54976607071527
276509.364012841	4.96362768302833
239511.460938504	4.02964752484921
178873.48553343	9.03978962976482
241099.062652312	8.88088947945773
264911.545489697	7.51015285895571
251975.326629823	4.84920747327042
247687.58372107	7.35986539732883
199306.410326066	7.2083
268291.655595649	3.16694973741175
213763.70548069	7.9737
201142.182639122	6.32669838835714
202306.204717666	2.52410128584897
265435.727243456	4.42592904916554
232594.367577665	2.1042552440884
240034.964879405	6.56519250301808
225291.437450389	8.26673191726116
167031.574123301	1.94933754027515
292221.519541395	3.78594850577065
226338.233012822	5.24726523040598
241228.735926868	6.60522649023097
277990.376927246	3.8734
302113.932202365	7.67668849504833
257006.664825407	2.66404171506796
331341.723428207	4.29317301124164
263018.440693966	4.83088390988493
204455.29329576	7.4624
216515.710232576	4.5838
272796.56302427	7.71767669350204
390488.286791436	9.12789474413857
320565.023023116	3.29697927175147
351339.405282151	0.97695049088623
242312.724013309	9.68875073818068
351928.574132886	7.62277473904691
198441.428397844	8.24177219001511
141952.889692228	4.64731756736433
274618.140765953	7.36049241099503
177594.713168526	6.38144032930477
365270.641813145	3.9901
234349.378283911	9.47494554806043
370127.110251222	8.5724
253370.886495394	7.42932624177039
192474.495338155	5.49279215079069
292199.217017975	5.88216122812311
194641.039026337	6.5029
322515.198559912	3.82338157538786
204947.042886878	4.0303
264545.817132048	5.0939
308291.342796504	3.40609110151338
280873.268735334	9.82699861732972
363680.954923703	8.35256219820331
273765.32519992	9.00507626594967
245530.052845233	1.73091800597395
275947.262910784	9.4298
417902.413682158	7.09147141354457
250759.848023236	3.96325770512057
333338.241901312	9.25227814023092
215322.349161348	6.87693359305137
215965.475168577	3.75775807475538
195969.062459375	2.0161367086672
362102.606983901	5.24696965645197
209428.440389882	1.57520839126939
236135.114267169	7.21737715279342
150400.627512977	3.63306047206733
267411.417047671	2.5107121188145
259950.134897473	9.04318149329675
239975.499603394	6.77504771491915
135017.402013155	7.71625345920681
298835.442137353	3.15671674760971
337292.617413083	9.3711
251462.075254455	8.0587515581555
239207.98179254	9.74407531926997
325114.800861698	3.93591676363734
243405.910164799	7.1304110961196
385624.630264923	8.23386719462464
448731.462785361	9.7405850026681
272533.638208856	8.65721991497222
310860.240893547	6.13028802852084
224730.284034273	5.70030759429235
207043.309346449	6.85614035792445
197802.028552239	2.18136317480706
223320.799802174	8.3077547824761
307210.92021362	4.39173217142119
210857.836645873	3.8518
208505.976190248	8.15354909053763
195947.759209945	6.2682
212126.979950153	3.7378498191268
285597.005876989	7.57161235320518
242172.092444728	7.76064236680853
566019.440224801	9.98150138234861
275523.822010311	2.52346351888454
329480.382050385	1.75164891470701
321670.74895189	7.71387366712746
214955.032778879	4.31607763194067
246442.949083416	8.88835161221699
214286.707191092	5.28110827459848
260420.947866328	3.64034492032649
167674.366369989	9.43475906543161
314952.7471946	4.02394725434969
249728.517855373	7.92216016163382
252637.652310889	7.66499176867903
401048.624557307	2.9745
285423.197946193	8.33426894843642
395855.350134337	3.93768015697112
364852.670583855	9.04984700244892
178913.302136523	7.34212666092907
264006.119143159	1.53606714581502
515411.340803897	8.80559159625814
280902.978616742	7.88554724311457
255776.197359913	8.75668829494388
298499.993121841	6.64029049066555
243248.52561759	9.26166609469119
199722.48785373	6.76821914560909
286461.013022851	3.56293458109897
200351.896056857	8.0460247473791
212166.272559043	3.95942473756131
290101.908674748	7.11948171752424
232375.043918404	5.72678846300206
170943.040987667	7.2811
268810.605400014	8.29839525123795
272728.872757923	2.11984724293039
437072.978534697	4.34660411574895
242875.251189804	8.31722413752548
178132.541821014	3.6791
257567.532451762	4.36117738167044
203995.07251324	3.11338090466544
274890.455918951	2.3984
182960.357899789	6.90199090103813
185153.117012894	6.11677363125869
309777.306575131	9.58686409567982
175921.999132758	3.37080757570366
280573.668797142	4.90483951002644
257507.891895137	7.38823502989881
225124.634664331	3.8361
299355.778145769	8.00132095911022
214456.001092027	8.06069492105529
193279.220765458	8.88749265807951
290091.272596568	7.48587819998751
289220.185184467	5.54035912830209
353009.835990897	6.87082243105602
355541.17899017	7.40137652808792
251220.266535622	2.88679366902754
165863.961462494	7.77151246179046
185196.31329569	4.19255007305352
284794.297349637	5.67023801267887
214390.691418385	8.66824974801133
208315.340067732	6.8651
211752.559625559	9.61462944604773
267282.867156874	3.24869403315082
308052.355573374	2.32967669486812
250989.340899049	9.49199086499742
324717.117201075	2.89597675709178
241733.926912677	4.52413529387594
329010.591929424	8.46990872454485
350136.772547895	3.06900762332288
335683.799685629	5.776712648032
152200.520715044	7.58964689482464
381397.467870596	9.08167749495203
388143.011208315	9.3636195537695
229483.038533108	3.93830276209851
203658.595532519	5.6873
312957.70328895	4.94018524230995
230578.698055973	3.36750955721803
224583.101666892	2.05454234469901
236518.796492865	7.04852475846538
218233.683672518	7.46971272438344
368695.352203161	5.602
250763.215129446	3.03981511192943
446646.327234125	2.87069779919375
276262.575500338	4.97296125031247
213357.256813666	8.38342511172356
295708.318268066	9.03728554275231
183383.367106397	6.3827
222859.05826599	3.57341186016674
260790.257142341	6.95302950538953
192110.476682311	8.11280898786392
397646.803179983	4.67762504525497
302364.35912582	2.18778083393453
319683.970726386	8.38673781044785
227887.836922109	9.44853038963895
191573.120247168	8.86966535214047
200039.976035612	7.84930318290838
185035.450281568	9.98049814195287
296095.480646179	3.48072512619652
202694.593689053	7.9712
448459.094436849	4.73496970008599
249566.391414742	9.54870419897718
241090.347620021	5.41865354451403
320632.860685234	5.3192
185968.318698986	6.76237542778719
133500.522767919	7.7829979416274
207870.820793655	6.65283987511295
279072.214835428	5.72029100781057
241258.433092139	4.56553920945994
360180.076888702	5.26879822683811
296703.137393646	5.15353197650999
217786.544565893	7.67728796949568
200866.53503837	6.11302287403524
171888.363297914	9.28962427663738
468214.962952064	8.31042261418989
243763.320695128	2.0332322491989
224518.4689699	7.88620467497696
270935.459877148	9.108
277753.207111493	6.0497
200928.153101262	3.59546051495247
324298.052661433	3.4463
284922.386097094	8.58745372757243
208328.056151333	7.76138473360241
223895.476700848	8.34215308319165
240993.938864786	3.79113586090619
157491.100765452	7.75978857890474
221622.396775998	5.38722451688277
194207.216166369	9.6790536976111
231075.822632006	5.72599240345542
256758.606327285	3.75533823426759
259008.270128617	9.02179527395211
339596.461797871	4.37712396212668
217296.395821967	7.78259700503857
259817.950045119	9.05895134505443
255942.405365807	5.59630290505684
326879.37440413	5.81072664251169
205827.385882089	6.444
325474.723856266	7.74454794597544
210106.093092429	9.84242679345096
179226.750791966	9.93788979898978
286600.787375059	3.24998234131769
131821.033710915	7.19691989865561
254872.919435255	4.29739947391647
282161.604973359	9.82956384033741
420598.707738476	1.9994903881432
181015.136891891	7.02105624856794
261736.685745856	7.2421
207010.481687184	8.23137144174633
231186.13934748	7.44841128930128
267139.916324949	8.98703199825861
264945.088648132	6.6070157279039
215105.089982968	5.10995340333948
365468.901932559	8.13793531072576
214466.918761461	9.52209192865139
198267.882253707	8.8475617753103
176395.733466132	3.26477088884856
344643.6005891	6.14515587228356
213925.832576246	4.87425163751031
245939.514596842	8.3210634151928
161228.233682015	6.6893
182416.882139199	8.69845472200175
419669.832626766	3.34213310445705
239631.377933356	7.5701
240215.931664104	9.0633
314837.605312722	5.6179
374276.815966314	4.17631251141057
224528.392967058	8.98618413839375
443152.584467767	2.28526522360909
220207.249947873	8.15574509903972
191679.14752051	8.49743492569615
238576.414167994	9.22711726707565
224640.939962929	3.75460192563584
428093.609200896	3.42022743991205
357210.450254273	8.02884155771704
201527.040161829	5.86932455669968
206717.519029794	5.12892651257433
309144.020991273	6.03237386765346
207926.632551483	4.13751812567176
209505.83478757	5.87192526500567
331869.429797889	2.2576
261314.712894829	6.07620197225138
194579.966994846	5.83276408401159
267242.38299197	9.70303583651111
287070.868702675	7.05141803792815
300725.132449293	2.57056116085406
381188.363021364	5.90628897091629
166461.512417971	8.12906090040585
250917.118878675	2.9016
199983.109916021	6.10085849920609
294470.659515586	9.93523400872159
326809.404866252	2.74556603443907
227035.539986828	7.71887835986656
221429.153553129	9.17048113571801
231931.239016984	5.44500301716971
242175.130718162	2.81
259478.774722924	6.01782747022251
250062.723330275	9.6359983566409
252014.171168168	9.60368780641913
195348.257223752	5.05156260289628
238298.632069463	5.49615362013096
420054.405532933	6.73924529027202
265201.484728106	9.0474
210716.385842328	7.33896292120748
384239.696000733	5.62420994660625
266053.78466104	6.1519452100589
224367.738884247	7.57873614909469
196291.401704441	5.59921476427009
176587.515064095	9.48394496738749
437973.548230041	9.93076853988278
163516.78416487	9.11958049580793
215844.784292722	7.69113986917422
236143.653780235	4.46007633363124
224588.689898517	6.94372492279948
224640.87822241	2.73581239848634
299633.882880817	8.20685382544239
214747.6828057	6.5151
294815.295449428	5.28180884413869
268580.473659727	2.54483530280777
253597.921682961	8.6077
300495.25744193	6.63716258025647
205684.223552313	6.80213845319966
344928.165981359	4.19457761446613
248013.032727839	9.79221783502721
183425.876371065	4.01128289995378
179558.2460931	4.75947445717033
238324.494177732	3.38197137600189
305655.634974968	9.78352413465182
179917.096382264	8.07877261246244
224967.566245211	7.60991507668007
324125.961727547	5.87024350636013
291209.524046956	6.89456321443851
211467.394340399	9.82918706025023
185134.257425759	6.77041000495787
256042.669070615	6.456
285555.090520923	3.63152865070051
457946.14760858	6.27842019055622
218161.834948278	4.23404578464655
