largest_clade_D_1	largest_clade_D_2	largest_clade_D_3	largest_clade_R_1	largest_clade_R_2	largest_clade_R_3	n_singletons_D	n_singletons_R	D_coals_pre	R_coals_pre	D_coals_peri	R_coals_peri	R_max_coals_in_single_clade
12	9	3	18	11	4	115	58	11	2	6	25	7
6	6	4	13	6	5	100	73	18	13	4	12	7
11	5	2	12	11	5	115	64	14	8	3	18	8
11	10	3	14	11	2	115	76	19	15	2	8	7
13	8	2	10	8	2	112	79	15	11	3	7	4
15	5	2	10	9	3	115	81	12	11	3	7	3
13	5	5	12	5	5	103	76	19	14	5	4	4
15	6	5	9	8	7	108	62	17	8	7	22	5
11	10	6	14	10	3	101	72	19	14	7	9	2
7	4	4	12	8	4	110	74	15	8	5	13	4
8	7	5	12	11	10	106	63	17	12	6	16	6
9	5	4	16	10	5	113	70	11	10	2	18	11
7	5	2	15	10	2	121	62	8	7	3	16	5
14	9	5	13	12	4	98	69	28	16	3	11	6
7	6	6	9	9	5	94	66	19	11	8	15	6
15	4	3	11	9	4	108	66	16	5	6	11	4
15	5	3	16	6	4	103	73	14	17	6	3	3
11	7	6	14	10	5	107	56	19	3	6	25	9
10	8	4	13	8	7	96	57	18	19	5	12	4
12	6	2	10	7	4	115	61	14	5	2	20	7
20	7	3	12	12	2	103	73	22	18	5	6	2
9	6	3	11	6	5	113	70	15	9	3	17	6
10	7	3	12	7	5	111	78	18	7	5	14	6
10	3	3	13	8	2	107	76	9	9	3	10	4
11	6	5	16	6	6	101	67	21	13	5	13	9
8	5	3	14	9	6	110	59	15	5	4	27	9
11	7	3	14	7	5	96	73	20	15	4	8	5
10	8	2	13	9	2	115	79	13	7	4	15	9
13	9	6	12	7	6	94	64	25	21	5	10	5
11	6	3	10	8	3	101	86	20	11	7	7	3
8	6	4	10	5	4	108	82	17	11	3	7	4
12	5	4	10	6	5	98	61	25	9	4	22	6
7	5	5	8	8	4	101	70	19	14	5	7	3
12	10	3	13	8	2	106	78	21	16	2	7	3
10	8	7	12	9	4	103	71	15	17	5	6	3
14	3	2	17	6	3	114	77	17	12	2	11	5
7	4	3	12	12	3	115	64	12	3	3	23	9
20	6	5	12	8	5	106	63	22	6	5	19	6
6	5	4	11	10	3	108	66	12	5	4	20	7
9	7	5	8	6	5	108	72	20	15	2	7	4
12	2	2	14	10	2	121	77	12	9	3	13	6
8	4	2	14	10	2	117	75	11	7	4	14	7
15	4	3	13	9	5	115	69	17	3	3	22	9
6	6	3	9	9	5	105	68	14	4	5	21	6
9	4	2	11	9	3	118	73	11	4	3	17	6
16	3	2	15	9	3	98	69	22	6	4	18	7
12	5	5	9	7	3	103	78	20	12	5	7	3
16	9	3	13	13	3	104	70	23	17	4	12	5
11	6	4	11	6	5	116	65	18	6	0	18	6
11	10	3	10	8	3	109	80	21	12	2	6	3
12	6	5	11	8	5	114	69	13	11	3	10	4
11	9	2	17	13	6	115	62	15	5	4	22	9
15	4	3	13	10	4	114	65	16	2	3	21	6
10	6	6	8	6	6	105	72	22	13	4	7	4
16	5	5	18	7	5	101	57	26	10	1	23	9
20	7	4	16	13	3	108	71	18	11	9	18	8
7	5	3	13	12	4	111	55	14	3	2	25	8
13	4	3	14	10	2	104	71	17	18	4	10	5
7	3	3	9	7	4	119	77	6	11	5	10	4
14	7	2	12	12	2	118	81	17	13	2	8	6
10	8	2	12	7	4	115	74	13	7	5	14	5
7	7	3	8	6	4	109	73	19	11	1	9	2
8	5	2	15	11	2	114	75	11	14	3	11	5
12	9	2	17	6	4	114	69	14	14	3	10	8
10	9	4	10	6	4	105	78	20	9	5	12	4
8	8	7	9	8	5	101	76	21	16	7	7	4
13	6	6	13	8	2	105	82	21	8	4	10	5
13	4	2	13	8	4	112	71	16	9	4	15	6
14	8	2	9	6	6	107	79	17	13	3	7	3
10	4	3	17	12	2	112	74	10	10	2	13	7
9	5	3	12	12	4	110	62	15	5	2	20	7
11	4	3	11	11	3	114	65	16	2	3	23	7
14	3	3	9	8	4	109	70	15	9	3	14	4
11	7	6	10	10	5	73	58	27	20	7	6	4
11	8	4	8	7	4	102	82	23	15	5	4	3
11	3	2	8	8	5	117	71	14	7	0	15	3
10	7	4	7	6	5	107	73	22	7	1	14	3
15	6	5	7	7	4	108	87	20	12	4	3	2
9	6	3	14	7	4	115	76	13	4	3	16	4
8	6	5	12	6	3	109	72	20	9	2	9	5
15	4	2	9	8	3	110	79	15	7	5	11	3
14	3	3	11	10	4	106	76	16	5	4	15	6
8	5	5	13	9	4	116	72	14	4	1	18	8
18	7	5	21	10	5	105	61	21	8	3	22	9
6	6	4	7	6	3	111	78	14	14	3	5	3
9	5	4	13	12	2	105	80	17	14	5	9	6
5	5	3	11	8	5	110	70	10	5	4	18	9
9	7	4	9	7	5	113	77	19	18	1	6	4
10	6	3	9	8	6	111	60	13	2	4	23	5
11	6	5	9	8	4	108	78	14	4	3	14	6
7	5	3	11	11	4	111	74	13	15	2	8	3
13	12	5	13	10	3	96	77	23	15	4	8	5
9	5	3	8	8	3	116	84	12	11	2	7	3
21	6	5	10	10	5	96	77	29	17	5	4	2
9	6	5	7	7	5	109	68	13	5	5	16	3
16	7	4	16	15	3	101	49	23	5	4	23	7
7	6	3	11	7	6	109	64	13	5	3	18	5
7	5	4	11	9	4	109	69	13	1	3	23	8
5	4	3	12	6	6	111	71	13	15	1	8	3
15	5	5	14	9	5	92	55	21	17	2	8	4
15	8	6	13	11	3	87	70	25	19	6	7	4
11	7	4	12	11	2	110	80	18	11	4	10	6
12	8	4	7	7	4	104	84	20	12	5	6	1
14	13	3	13	12	5	99	64	25	7	5	19	5
12	7	5	13	8	4	107	78	18	15	8	7	4
10	3	2	11	9	2	116	79	11	13	3	8	3
8	6	4	10	5	3	110	71	17	12	1	10	4
8	6	3	12	10	4	103	61	19	19	2	15	5
10	8	4	12	10	4	115	77	17	19	3	3	2
6	4	4	16	7	5	103	59	16	3	3	22	5
11	6	5	11	6	4	108	82	19	11	4	8	4
18	6	3	11	8	2	103	82	19	10	5	9	4
7	7	2	11	7	3	119	80	11	14	3	6	3
8	6	5	15	10	7	95	69	19	8	7	17	9
11	4	3	8	7	3	108	74	17	5	3	15	5
6	4	2	11	10	5	113	56	12	4	0	24	7
9	6	3	10	9	7	113	77	11	8	7	15	7
15	6	3	9	8	4	103	78	19	14	4	6	2
11	7	4	10	7	3	107	75	21	18	4	2	1
5	5	4	12	7	4	116	78	12	18	4	3	2
7	5	3	8	7	5	124	81	11	10	1	7	3
10	8	4	19	11	5	110	68	17	8	3	22	11
5	5	4	10	7	6	114	66	14	16	1	9	3
11	4	4	14	8	2	106	81	20	8	3	11	5
8	7	5	13	9	5	107	63	16	5	8	22	9
9	8	5	9	6	4	107	69	19	9	6	12	4
3	3	3	13	10	5	122	57	9	4	0	22	6
7	6	5	10	8	5	112	71	16	3	4	18	6
17	7	5	13	10	8	91	63	30	14	5	17	7
6	5	4	8	7	4	107	77	19	8	2	11	4
12	10	6	11	10	6	99	65	25	10	4	16	6
8	5	4	10	10	3	105	80	17	17	4	2	2
10	7	4	9	7	3	109	79	18	9	3	10	4
11	9	4	8	8	4	111	83	13	11	4	5	2
16	8	4	15	6	6	97	67	22	18	7	12	5
9	4	4	8	6	4	90	63	20	7	4	17	6
5	4	4	9	8	3	99	67	16	10	4	8	4
9	8	3	8	8	5	109	78	17	14	5	5	3
16	6	5	17	7	7	114	65	21	9	2	18	9
13	9	4	15	7	5	103	64	18	9	7	19	7
9	7	4	11	7	5	106	62	21	22	1	8	3
17	6	2	12	8	4	114	71	14	6	5	18	6
16	4	3	11	10	4	100	56	21	3	5	25	7
12	4	4	11	9	2	108	79	13	8	8	10	4
12	7	5	8	7	4	110	76	16	8	5	8	3
10	5	3	17	9	3	110	71	16	8	4	16	11
9	8	6	19	8	2	105	76	19	18	5	7	5
14	11	4	12	8	3	95	70	24	18	4	6	3
12	6	4	12	8	2	114	81	17	15	1	5	3
9	7	2	10	10	3	115	76	11	8	5	12	5
12	8	4	10	8	3	110	61	21	4	0	19	6
7	6	3	8	8	2	117	81	12	8	4	8	4
7	6	5	8	6	4	112	73	17	6	3	16	5
12	6	2	11	6	5	115	73	11	11	5	10	5
12	9	3	12	11	2	104	74	17	12	6	9	5
14	5	4	6	6	5	107	72	15	12	4	10	2
11	7	4	10	7	3	107	75	21	18	4	2	1
5	5	4	12	7	4	116	78	12	18	4	3	2
7	5	3	8	7	5	124	81	11	10	1	7	3
8	7	6	10	9	5	101	67	20	2	4	23	5
10	6	4	8	6	6	99	71	18	12	6	12	5
13	7	6	13	11	3	96	56	21	10	9	24	8
9	6	3	9	7	3	113	80	14	8	1	9	5
11	6	2	18	7	2	118	78	15	17	3	7	4
18	10	3	16	7	6	104	72	21	15	3	11	5
17	6	2	12	8	4	114	71	14	6	5	18	6
16	4	3	11	10	4	100	56	21	3	5	25	7
17	4	4	14	7	5	114	81	15	7	6	11	7
12	4	3	11	6	5	108	67	13	11	5	14	3
9	5	2	17	9	4	117	67	12	10	1	14	8
16	3	2	9	8	6	112	70	16	18	3	7	2
19	9	6	15	9	6	104	73	28	19	5	9	5
6	5	4	10	9	7	100	62	17	5	5	25	6
10	3	3	8	8	4	117	87	15	7	3	9	4
8	6	4	18	7	2	114	78	12	15	6	6	5
13	7	3	8	7	5	110	71	18	3	4	17	4
9	7	4	12	7	6	114	74	15	4	3	12	7
13	4	3	13	11	2	100	73	21	5	3	16	8
9	6	3	11	7	3	111	74	12	7	5	12	5
14	7	5	15	11	5	89	72	25	15	7	12	10
8	7	4	9	8	3	113	81	17	5	1	13	5
13	4	4	7	6	3	107	75	15	11	5	8	4
13	5	3	11	9	3	110	69	20	3	0	22	7
13	4	3	11	7	5	99	59	18	6	6	26	8
6	6	3	11	8	2	117	72	9	9	4	15	6
9	6	3	11	11	3	114	62	18	3	1	23	8
11	6	5	10	6	5	95	65	26	14	7	10	3
12	5	3	27	13	3	113	58	16	14	3	19	10
10	7	3	9	6	4	107	66	16	12	2	15	3
9	5	3	15	8	4	109	74	12	8	5	12	8
13	5	4	8	7	5	103	73	17	5	4	16	3
