largest_clade_D_1	largest_clade_D_2	largest_clade_D_3	largest_clade_R_1	largest_clade_R_2	largest_clade_R_3	n_singletons_D	n_singletons_R	D_coals_pre	R_coals_pre	D_coals_peri	R_coals_peri	R_max_coals_in_single_clade
30	1	1	134	6	1	32	21	29	113	0	25	24
22	5	3	111	7	2	27	35	28	63	1	56	53
33	5	2	133	4	2	20	18	37	95	1	43	42
31	3	1	74	6	4	28	55	30	45	1	46	37
32	1	1	80	11	5	30	46	29	57	2	42	26
42	2	1	123	3	3	18	26	41	70	1	52	46
32	2	2	70	7	5	26	53	32	57	1	37	27
20	2	2	147	1	1	34	14	22	116	1	29	29
36	2	1	80	7	6	24	41	35	42	1	57	41
18	3	2	73	15	4	35	48	21	78	1	25	23
25	2	1	92	2	2	35	61	24	53	1	39	37
38	1	1	89	3	3	24	50	35	46	2	54	44
25	2	2	136	3	2	31	20	26	98	0	39	39
13	4	3	125	7	3	42	20	16	98	1	37	37
21	1	1	147	1	1	41	14	20	115	0	29	29
16	2	2	115	3	2	36	41	19	93	1	23	23
16	3	3	73	20	6	34	38	22	70	0	41	36
21	1	1	80	7	5	41	59	19	26	1	59	51
15	2	2	93	4	3	43	53	15	55	1	41	38
18	1	1	149	4	3	44	5	17	110	0	43	43
29	4	2	128	13	2	27	16	29	105	3	33	32
32	1	1	106	2	2	30	51	31	69	0	37	37
31	2	1	97	5	3	29	41	29	61	2	40	35
22	2	1	110	2	2	38	47	22	68	0	41	40
39	1	1	120	2	2	23	35	38	75	0	45	45
32	4	3	130	17	4	21	4	37	112	0	39	35
13	3	2	105	10	7	36	26	19	75	0	52	46
28	4	2	87	14	8	26	34	32	60	0	54	40
39	2	2	89	5	2	19	59	38	59	1	34	32
36	4	2	88	11	6	20	47	36	66	1	38	30
29	3	3	77	26	4	27	45	31	43	1	63	47
35	1	1	94	5	3	27	43	32	60	2	44	36
29	3	2	131	4	3	24	23	30	109	1	23	23
21	3	2	109	7	6	34	27	24	71	0	54	51
39	3	1	104	21	3	20	31	40	51	0	67	46
20	2	2	122	4	3	38	27	21	81	0	46	45
29	2	2	141	4	2	25	14	31	116	1	26	26
23	4	2	82	10	4	31	43	24	36	1	59	35
15	2	1	112	3	2	45	34	15	84	0	35	35
34	2	1	89	7	7	26	40	34	63	0	48	40
41	2	2	132	9	1	17	20	41	97	1	41	40
21	1	1	138	4	2	41	17	19	94	0	46	46
19	2	2	117	7	4	39	26	20	88	0	41	40
24	2	2	101	4	2	34	46	25	78	0	30	29
18	2	2	142	2	2	40	13	18	95	1	49	49
20	4	3	83	10	6	28	38	26	74	1	37	29
38	1	1	90	7	4	24	39	36	63	0	46	31
39	4	2	126	14	2	17	19	38	108	3	29	29
21	1	1	94	2	2	41	63	20	48	0	45	45
21	1	1	124	1	1	41	37	20	84	0	37	37
41	2	1	117	5	3	19	34	39	66	1	54	52
29	2	2	71	9	4	29	52	29	44	1	45	32
46	1	1	99	7	4	16	31	43	71	2	46	34
33	2	1	150	1	1	27	11	33	116	0	32	32
32	2	1	139	2	1	28	20	31	107	0	30	30
37	2	1	117	2	2	23	36	36	79	1	38	37
26	1	1	124	3	3	36	27	25	86	0	43	40
14	3	2	97	13	4	43	32	15	78	1	41	39
38	3	2	76	25	5	19	36	39	64	1	48	32
40	3	2	133	12	1	17	16	42	94	0	42	36
32	5	2	106	6	5	23	35	35	84	1	34	32
15	2	2	94	12	2	41	45	16	78	0	30	26
35	2	1	90	4	3	25	55	35	61	0	37	33
30	2	1	149	2	1	30	10	28	125	2	22	22
27	2	2	100	7	6	27	30	27	70	3	48	48
30	2	2	126	6	3	26	20	28	95	2	38	36
34	2	1	153	1	1	26	8	33	115	1	36	36
25	4	2	130	8	2	29	21	29	102	0	33	33
18	5	3	151	3	1	34	7	23	111	1	40	40
29	2	2	132	2	2	29	23	30	80	0	54	52
40	1	1	100	5	3	22	45	38	62	0	47	41
35	1	1	133	13	2	27	13	33	90	0	52	48
37	1	1	94	3	3	25	53	35	39	1	57	50
29	1	1	70	9	6	33	55	26	41	2	48	32
31	2	1	68	5	4	29	57	29	39	2	46	31
41	4	3	136	16	3	14	6	41	111	2	39	37
23	4	3	115	4	3	29	27	26	71	3	50	48
33	1	1	111	2	2	29	42	32	82	0	31	30
37	2	2	90	6	6	21	38	36	49	1	55	44
26	2	2	78	11	5	32	49	27	59	0	39	27
41	2	1	97	17	4	19	33	39	67	0	49	32
20	3	2	134	2	2	37	23	20	95	1	39	38
32	2	1	110	8	3	28	36	30	94	2	24	22
32	2	1	89	13	4	28	41	32	73	0	35	26
17	5	3	118	4	2	35	33	20	82	2	41	40
27	2	2	116	6	6	31	21	28	71	0	56	49
31	5	2	86	28	5	22	34	34	74	2	43	38
22	3	1	106	3	2	37	44	22	57	1	52	51
35	3	2	88	5	5	20	36	36	79	2	32	27
25	2	2	79	12	9	33	55	25	59	0	43	35
31	2	1	90	8	3	29	40	31	70	0	37	25
47	2	1	100	16	3	13	33	45	60	2	51	41
38	4	2	118	27	1	16	16	40	89	1	54	54
36	2	2	82	13	4	22	45	36	48	1	49	37
27	2	2	60	16	6	29	46	28	26	1	61	34
35	3	2	86	12	6	22	49	37	63	0	42	34
29	2	1	82	8	2	31	57	29	53	0	40	33
30	3	3	82	8	6	22	50	33	51	2	41	38
28	1	1	94	4	3	34	53	27	68	0	29	27
43	2	1	109	8	7	17	26	41	91	2	36	29
34	1	1	101	6	2	28	46	32	76	1	32	30
33	2	2	146	3	2	25	10	32	102	1	44	44
30	2	1	80	3	2	30	60	28	38	1	51	45
15	2	2	131	3	2	43	25	16	85	0	48	48
32	2	1	80	7	3	28	63	31	58	1	28	24
14	2	2	131	2	1	40	28	16	90	1	41	41
31	4	2	110	9	3	25	31	32	86	2	31	31
38	3	2	88	16	4	17	36	38	54	0	54	37
37	1	1	99	3	3	25	50	35	67	0	38	33
33	2	1	123	2	2	27	30	32	71	1	51	50
33	3	2	114	4	4	24	33	33	75	2	46	44
31	2	1	73	6	6	29	43	29	29	2	69	45
25	2	1	85	2	2	35	60	25	44	0	46	41
35	2	2	92	7	6	23	31	33	41	1	66	50
31	2	2	94	4	3	27	49	31	79	1	24	23
42	2	1	120	5	4	18	30	40	71	2	48	47
29	3	3	104	6	4	22	41	35	78	0	33	33
17	2	2	106	9	4	41	34	17	83	0	36	35
25	2	2	81	7	3	33	58	24	66	1	25	22
25	4	3	114	12	3	26	20	29	84	2	48	47
36	2	1	81	14	4	24	41	35	39	1	58	39
38	1	1	130	2	2	24	27	36	97	1	34	34
44	1	1	112	4	2	18	41	41	67	2	44	42
30	3	1	85	5	4	29	47	29	59	2	38	27
26	2	1	109	3	2	34	45	25	61	1	48	45
33	2	1	86	2	2	27	59	32	56	1	35	30
14	3	2	81	8	7	41	55	15	63	2	34	31
41	1	1	157	3	1	21	1	39	118	1	37	37
15	2	1	118	1	1	45	43	14	63	0	51	42
19	1	1	112	2	2	43	41	17	67	1	47	47
12	4	2	125	3	3	42	26	15	93	1	36	34
38	3	2	113	4	3	19	37	36	91	3	27	26
39	3	2	91	5	5	18	40	39	61	2	48	39
21	4	3	143	1	1	32	18	25	101	1	41	41
17	1	1	137	2	2	45	20	16	91	0	45	44
24	2	2	143	7	1	32	11	25	114	0	32	32
23	1	1	102	7	2	39	50	22	81	0	25	24
19	3	2	75	14	5	36	56	21	45	1	51	38
36	2	1	159	1	1	24	2	35	118	1	40	40
23	2	2	108	8	3	35	33	23	51	1	66	56
30	1	1	87	4	3	32	59	29	52	0	40	36
28	1	1	83	10	3	34	54	27	33	0	61	47
24	1	1	78	6	4	38	49	23	43	0	50	36
26	1	1	100	10	3	36	37	24	50	0	60	48
30	3	1	90	7	3	29	42	29	76	1	30	28
25	1	1	67	33	3	37	50	23	50	1	53	34
19	2	2	88	5	3	35	56	21	49	1	46	41
17	2	2	130	2	1	39	29	19	82	0	47	47
28	3	2	112	4	3	27	36	29	69	0	45	39
12	5	2	119	9	5	43	24	14	92	1	39	37
44	1	1	114	6	6	18	25	39	82	3	44	41
28	3	2	101	3	3	29	46	30	70	0	36	33
21	2	2	141	3	2	31	13	24	107	1	35	35
34	2	1	106	3	2	26	46	33	75	0	31	29
42	2	1	123	3	3	18	26	41	70	1	52	46
35	2	2	109	2	2	23	42	36	71	0	39	36
26	2	2	140	5	1	32	16	26	95	0	47	47
22	3	2	128	4	2	33	27	25	89	0	40	38
29	4	4	131	20	3	23	7	33	97	1	53	33
36	2	1	92	7	6	24	31	36	50	0	57	40
17	2	1	143	2	1	43	16	17	107	0	36	36
18	3	1	96	3	2	41	54	19	58	0	42	40
32	3	2	100	6	4	19	41	34	54	0	52	34
21	2	2	134	1	1	37	27	21	102	0	31	31
28	2	1	125	5	3	32	21	28	100	0	31	28
26	2	2	71	10	4	28	51	27	33	1	57	38
34	3	1	89	12	9	25	40	33	58	1	51	36
26	3	3	65	14	5	24	52	30	30	2	57	35
34	3	2	96	10	3	23	36	34	73	1	38	30
19	2	2	69	17	6	39	38	20	43	0	60	40
23	5	2	141	2	1	32	18	25	85	2	54	54
19	3	2	87	9	8	34	49	22	61	0	44	38
35	2	1	144	5	2	25	10	34	117	1	28	26
20	2	1	97	3	3	40	40	20	76	0	32	27
23	2	1	110	2	2	37	39	22	56	1	54	50
32	3	2	142	2	2	25	15	34	110	0	32	32
9	3	2	111	3	2	44	39	12	73	1	41	40
18	2	2	82	9	3	40	54	19	56	0	40	33
26	4	1	68	7	5	32	48	27	39	1	55	36
17	2	2	84	5	3	39	59	18	55	0	38	37
29	3	2	80	27	4	22	38	34	69	0	43	40
16	3	2	100	8	3	39	40	19	75	0	38	37
36	2	2	119	3	3	22	24	37	65	0	52	49
32	2	2	92	5	3	26	55	31	57	2	40	38
32	2	1	81	5	4	28	46	32	47	0	47	33
16	3	3	112	3	2	34	34	21	89	1	29	28
15	3	3	83	12	4	41	55	17	51	1	49	48
35	2	1	87	23	3	25	43	34	56	1	52	32
35	2	1	125	2	2	25	32	33	83	0	39	39
20	4	2	102	5	5	32	37	24	74	1	41	40
28	3	2	112	4	3	27	36	29	69	0	45	39
21	4	2	101	19	7	29	21	25	92	2	38	27
24	2	2	75	12	7	34	35	25	48	0	61	42
21	2	2	78	2	2	37	59	19	55	2	30	26
14	3	2	129	11	4	35	17	20	94	0	47	45
19	3	2	87	9	8	34	49	22	61	0	44	38
23	3	3	84	6	3	27	62	28	45	1	45	43
32	4	2	134	17	1	24	10	35	105	0	43	40
31	3	2	137	14	1	26	10	32	92	1	56	54
22	6	3	117	4	2	31	28	26	82	1	41	39
30	3	1	78	7	4	29	51	29	32	1	61	47
34	2	1	102	4	2	26	45	33	74	1	33	32
16	2	1	110	4	3	44	37	16	66	0	49	48
28	2	2	119	7	2	30	31	29	75	0	47	45
30	4	1	83	17	4	28	40	32	43	0	64	47
12	4	4	114	13	3	40	29	18	85	0	41	39
29	1	1	123	2	1	33	36	28	80	0	42	42
24	3	3	94	6	4	27	47	30	69	0	36	34
26	2	1	131	4	1	34	26	24	79	2	54	53
29	2	1	82	5	4	31	51	28	53	1	41	36
23	3	2	151	2	1	30	8	24	114	1	34	34
19	3	2	147	2	2	38	8	21	113	0	34	34
42	1	1	113	11	3	20	26	41	80	0	45	42
30	4	3	89	7	6	20	40	36	61	1	44	32
30	2	2	118	2	2	28	35	31	64	0	54	54
14	1	1	124	2	1	48	35	13	77	0	47	47
37	1	1	149	1	1	25	12	34	113	1	35	35
22	3	2	75	17	7	33	28	25	46	0	67	37
24	1	1	143	2	2	38	14	23	108	0	36	36
28	2	2	110	4	3	30	38	28	84	1	32	30
26	2	1	70	4	4	34	58	25	24	1	57	41
19	3	2	105	6	5	34	37	21	56	2	61	52
38	3	1	98	7	6	21	31	38	83	1	38	31
24	2	2	85	3	3	32	58	25	40	1	54	46
34	3	2	96	5	4	23	48	34	57	0	43	40
22	4	4	77	11	5	28	37	28	44	1	56	40
31	4	4	76	15	4	21	45	36	52	1	49	35
22	2	2	148	1	1	34	13	24	101	0	46	46
31	3	1	113	5	3	28	30	29	90	3	32	31
31	2	1	144	3	2	29	12	30	88	1	58	58
35	2	1	131	3	2	25	23	32	106	3	26	26
17	2	2	102	16	4	39	33	18	81	1	40	33
18	6	2	133	11	3	34	14	23	100	1	43	41
39	2	1	98	6	4	21	41	37	50	1	52	44
46	1	1	107	15	4	16	25	43	76	1	49	39
14	2	1	115	12	4	46	28	13	84	0	45	40
36	3	2	141	10	2	21	6	38	114	0	35	33
33	3	1	139	6	1	26	16	33	115	1	28	28
29	2	2	158	1	1	27	3	29	109	2	47	47
42	1	1	105	3	3	20	42	38	68	3	40	39
25	2	1	81	17	4	35	48	25	56	0	44	33
20	4	3	118	14	6	29	17	27	93	0	46	39
39	2	2	89	4	4	19	52	39	53	1	42	36
23	3	1	152	4	1	36	5	23	126	1	27	26
20	3	2	104	17	6	37	27	22	79	0	50	46
35	3	2	100	10	2	22	39	36	63	1	48	39
31	1	1	75	9	5	31	48	30	34	0	60	43
36	2	1	90	7	4	24	43	31	57	2	46	37
25	1	1	92	5	2	37	52	24	70	0	30	25
33	1	1	76	3	2	29	64	31	31	1	45	36
17	3	2	126	4	4	36	19	21	104	0	31	31
26	3	1	77	16	6	33	49	27	42	0	55	41
21	2	2	134	1	1	37	27	21	102	0	31	31
37	2	1	139	2	1	23	20	36	101	0	36	36
26	2	2	73	3	3	32	68	25	46	1	35	33
34	2	2	122	16	2	24	15	35	95	0	45	36
39	2	2	93	15	2	17	47	39	60	1	45	33
32	2	2	78	9	5	26	56	32	47	1	46	32
41	3	2	129	5	2	16	23	41	96	2	36	33
31	2	2	117	18	2	21	24	32	108	1	24	20
14	2	2	127	10	2	42	20	16	85	0	50	46
25	3	2	93	5	5	30	39	25	38	2	68	57
32	2	1	97	5	5	28	36	31	56	1	55	45
28	5	2	79	7	4	23	53	32	48	2	47	40
23	3	3	125	2	2	33	32	25	82	0	42	41
29	4	2	102	7	5	23	31	32	86	2	32	28
44	1	1	132	3	2	18	16	41	90	2	48	46
37	2	1	142	5	3	23	11	36	99	1	47	47
38	1	1	141	3	1	24	17	36	97	1	44	43
16	3	2	138	3	3	35	15	20	101	0	40	40
36	1	1	129	7	2	26	17	34	74	1	62	57
19	1	1	151	1	1	43	10	18	96	0	52	52
27	3	1	100	4	4	32	48	27	68	1	33	30
26	2	1	120	3	2	34	34	24	93	1	28	27
25	1	1	148	3	1	37	10	24	90	0	58	57
32	4	1	107	10	2	26	38	32	72	1	43	38
21	1	1	147	1	1	41	14	20	115	0	29	29
29	3	2	77	19	9	22	37	32	44	1	64	37
28	2	2	82	6	2	28	69	29	55	1	28	25
23	3	2	134	4	1	30	23	27	98	0	35	35
20	3	2	152	2	2	35	5	23	109	0	44	43
36	3	2	126	4	2	21	27	38	90	0	37	37
20	4	2	87	4	4	34	41	22	49	2	54	50
24	3	1	83	3	2	35	59	25	47	0	40	36
21	1	1	92	3	2	41	54	19	44	1	52	48
21	2	2	113	11	5	33	30	23	102	1	23	22
17	3	2	100	16	3	38	30	18	72	0	49	48
28	2	2	102	12	7	26	29	29	52	1	68	54
38	1	1	109	7	3	24	38	37	67	0	49	44
25	2	2	75	3	3	31	62	24	52	3	28	24
30	4	2	84	9	4	26	40	32	45	1	54	45
33	2	2	99	6	3	25	39	34	77	0	33	29
20	2	2	104	2	2	38	47	20	74	0	32	31
37	2	1	140	1	1	23	21	36	91	0	48	48
37	4	1	116	8	2	21	29	39	82	0	39	36
39	3	1	88	14	4	20	46	38	42	2	54	39
29	2	2	122	16	7	29	16	29	95	0	46	39
26	4	2	143	2	2	26	12	31	96	0	49	49
20	5	3	77	23	5	34	44	24	47	1	58	38
29	3	2	151	1	1	28	10	30	119	1	30	30
27	2	2	102	3	2	31	46	27	68	1	39	37
28	2	1	82	3	2	32	70	28	46	0	37	36
44	2	1	101	19	3	16	26	41	92	3	31	25
23	2	2	76	7	5	31	39	25	47	0	53	36
28	2	2	60	5	4	28	65	27	46	3	30	28
26	1	1	113	4	2	36	40	24	91	1	25	24
20	4	4	144	4	3	27	8	26	100	1	48	48
28	3	1	136	4	2	31	19	29	106	0	33	32
23	4	1	118	4	2	35	27	22	93	3	30	28
37	2	1	93	6	4	23	44	37	64	0	43	34
38	1	1	92	5	4	24	44	36	39	1	58	48
26	3	2	116	6	3	29	21	28	99	0	31	28
33	1	1	95	7	4	29	50	32	45	0	56	50
18	2	2	97	7	5	40	36	19	85	0	32	32
29	4	1	88	7	6	29	48	30	52	1	49	40
35	2	2	104	9	7	19	31	37	76	1	47	42
33	2	1	150	4	1	27	7	32	93	0	55	54
36	2	1	96	4	3	24	37	35	45	1	59	47
27	2	1	87	8	6	33	29	27	53	0	58	44
27	3	1	73	5	4	32	63	26	58	2	28	24
34	3	2	83	5	4	23	55	34	38	1	56	45
39	2	1	110	8	4	21	30	39	55	0	58	48
23	1	1	89	2	2	39	62	22	46	0	45	42
32	2	2	138	3	3	26	17	32	105	1	34	34
31	2	2	113	3	2	25	37	33	71	0	44	40
36	1	1	76	4	4	26	55	34	35	1	50	39
42	1	1	125	2	2	20	32	38	98	3	26	26
31	2	2	105	2	2	27	46	32	77	0	29	28
32	4	3	84	8	5	23	39	35	49	1	55	40
15	3	3	79	15	4	34	43	20	64	1	42	36
36	2	1	80	7	6	24	41	35	42	1	57	41
24	4	1	79	6	4	34	58	25	31	1	55	46
35	2	1	117	6	4	25	30	33	89	2	35	35
34	2	2	93	15	10	20	27	36	50	1	68	43
33	2	2	82	11	6	25	43	33	57	1	49	35
25	3	2	81	7	4	30	50	27	41	1	54	45
30	4	1	92	4	3	28	52	32	61	0	38	37
30	2	1	67	11	4	30	63	27	40	2	43	30
20	2	1	86	6	2	40	57	19	52	1	43	37
26	1	1	129	1	1	36	32	25	95	0	32	32
29	2	2	68	5	3	29	64	28	48	2	34	28
33	2	1	107	3	3	27	44	30	89	2	21	21
29	3	2	71	6	5	28	56	29	60	2	29	26
45	1	1	119	11	5	17	17	42	73	2	55	43
22	2	2	77	17	9	34	49	22	44	1	56	41
19	3	2	100	2	2	34	55	23	56	0	45	44
32	1	1	130	2	1	30	29	31	81	0	46	46
30	3	2	84	11	3	25	54	31	33	2	57	46
23	3	3	66	11	6	29	55	23	22	4	63	40
16	2	1	101	4	2	44	52	16	58	0	45	43
