Individual	Zur_ID	Plate_no	Well	Sample	colony_type	Pair	DorR	Plate_ID	Library_conc	Sent_for_WGS	Conc	Current_volume	Total_DNA_quant	Coverage	Run	Lane	Lane_number	Sample_number	Run_Lane	Project	ID	peak_vaf	SNV_burden_u	SNV_burden	germline_SNV_sensitivity	germline_INDEL_sensitivity	somatic_SNV_sensitivity
PD45811b	R40	2	C5	PD45811b_lo0131	BFU-E	40	R	DN616857T	76.665	NO	0.667	30	0.02001	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	2	D5	PD45811b_lo0132	BFU-E	40	R	DN616857T	59.013	YES	0.547	30	0.01641	12.35	35886	4#6	4	6	35886_4	2496	Pair40	0.499516624679096	802	802	0.718026796589525	0.184596577017115	0.718026796589525
PD45811b	R40	2	E5	PD45811b_lo0133	CFU-GEMM	40	R	DN616857T	49.168	YES	0.259	30	0.00777	11.47	35884	1#6	1	6	35884_1	2496	Pair40	0.516322261351522	740	740	0.690647672509665	0.168092909535452	0.690647672509665
PD45811b	R40	2	F5	PD45811b_lo0134	BFU-E	40	R	DN616857T	105.786	YES	0.584	30	0.01752	10.74	35886	3#6	3	6	35886_3	2496	Pair40	NA	NA	NA	0.639622941269925	0.121638141809291	NA
PD45811b	R40	2	G5	PD45811b_lo0135	BFU-E	40	R	DN616857T	29.448	YES	0.091	30	0.00273	10.73	35884	1#7	1	7	35884_1	2496	Pair40	0.503058098589308	646	646	0.617989726208759	0.114914425427873	0.617989726208759
PD45811b	R40	2	H5	PD45811b_lo0136	BFU-E	40	R	DN616857T	86.236	NO	1.2	30	0.036	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	2	A6	PD45811b_lo0137	CFU-GEMM	40	R	DN616857T	60.882	YES	1.578	30	0.04734	10.76	35886	4#7	4	7	35886_4	2496	Pair40	0.359121820899018	731	731	0.717020600540168	0.176039119804401	0.4742
PD45811b	R40	2	B6	PD45811b_lo0138	CFU-GEMM	40	R	DN616857T	75.142	YES	2.756	30	0.08268	11.24	35884	2#13	2	13	35884_2	2496	Pair40	0.503903514120731	771	771	0.761663930519515	0.205684596577017	0.761663930519515
PD45811b	R40	2	C6	PD45811b_lo0139	BFU-E	40	R	DN616857T	58.449	YES	0.58	30	0.0174	11.28	35886	4#8	4	8	35886_4	2496	Pair40	0.558813922939316	754	754	0.72480538050098	0.170232273838631	0.72480538050098
PD45811b	R40	2	D6	PD45811b_lo0140	BFU-E	40	R	DN616857T	70.018	YES	0.931	30	0.02793	10.88	35884	2#14	2	14	35884_2	2496	Pair40	0.503723171713081	750	750	0.708865116771699	0.168398533007335	0.708865116771699
PD45811b	R40	2	E6	PD45811b_lo0141	BFU-E	40	R	DN616857T	58.387	YES	0.585	30	0.01755	11.27	35886	4#9	4	9	35886_4	2496	Pair40	0.481151926938415	946	946	0.679341206376106	0.151894865525672	0.679341206376106
PD45811b	R40	2	F6	PD45811b_lo0142	BFU-E	40	R	DN616857T	67.485	NO	0.628	30	0.01884	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	2	G6	PD45811b_lo0143	BFU-E	40	R	DN616857T	54.343	YES	1.438	30	0.04314	11.6	35886	4#10	4	10	35886_4	2496	Pair40	0.44938360519041	986	986	0.719324259916327	0.186735941320293	0.6604
PD45811b	R40	2	H6	PD45811b_lo0144	BFU-E	40	R	DN616857T	88.113	YES	0.437	30	0.01311	12.76	35886	3#7	3	7	35886_3	2496	Pair40	0.489515866583765	806	806	0.802467828205264	0.272616136919315	0.802467828205264
PD45811b	R40	2	A7	PD45811b_lo0145	BFU-E	40	R	DN616857T	69.11	YES	0.665	30	0.01995	10.35	35884	2#15	2	15	35884_2	2496	Pair40	0.488471018465183	901	901	0.69845893131388	0.165342298288509	0.69845893131388
PD45811b	R40	2	B7	PD45811b_lo0146	BFU-E	40	R	DN616857T	49.006	YES	0.459	30	0.01377	14.5	35884	1#8	1	8	35884_1	2496	Pair40	0.497841627195288	980	980	0.868267754064503	0.36919315403423	0.868267754064503
PD45811b	R40	2	C7	PD45811b_lo0147	BFU-E	40	R	DN616857T	112.071	YES	0.548	30	0.01644	11.04	35886	3#8	3	8	35886_3	2496	Pair40	0.51162625132995	718	718	0.675475295239104	0.150977995110024	0.675475295239104
PD45811b	R40	2	D7	PD45811b_lo0148	BFU-E	40	R	DN616857T	72.464	NO	1.673	30	0.05019	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	2	E7	PD45811b_lo0149	BFU-E	40	R	DN616857T	37.716	YES	1.821	30	0.05463	10.49	35884	1#9	1	9	35884_1	2496	Pair40	0.511611358930624	683	683	0.677275856590584	0.131723716381418	0.677275856590584
PD45811b	R40	2	F7	PD45811b_lo0150	CFU-GEMM	40	R	DN616857T	43.901	YES	0.373	30	0.01119	13.16	35884	1#10	1	10	35884_1	2496	Pair40	0.518929183658166	819	819	0.782026161097283	0.249694376528117	0.782026161097283
PD45811b	R40	2	G7	PD45811b_lo0151	BFU-E	40	R	DN616857T	54.826	YES	0.697	30	0.02091	12.92	35886	4#11	4	11	35886_4	2496	Pair40	0.496952909529288	816	816	0.711036381930837	0.189180929095355	0.711036381930837
PD45811b	R40	2	H7	PD45811b_lo0152	BFU-E	40	R	DN616857T	90.801	YES	1.686	30	0.05058	13.34	35886	3#9	3	9	35886_3	2496	Pair40	0.497291237090188	935	935	0.839723560874861	0.321821515892421	0.839723560874861
PD45811b	R40	2	A8	PD45811b_lo0153	BFU-E	40	R	DN616857T	67.176	YES	1.535	30	0.04605	11.17	35884	2#16	2	16	35884_2	2496	Pair40	0.509795568493854	754	754	0.76844251443097	0.220965770171149	0.76844251443097
PD45811b	R40	2	B8	PD45811b_lo0154	BFU-E	40	R	DN616857T	68.983	YES	1.142	30	0.03426	10.22	35884	2#17	2	17	35884_2	2496	Pair40	0.49882322311617	909	909	0.678335010326749	0.136002444987775	0.678335010326749
PD45811b	R40	2	C8	PD45811b_lo0155	BFU-E	40	R	DN616857T	42.52	YES	0.562	30	0.01686	12.09	35884	1#11	1	11	35884_1	2496	Pair40	0.545590788562365	864	864	0.740269025048986	0.207823960880196	0.740269025048986
PD45811b	R40	2	D8	PD45811b_lo0156	BFU-E	40	R	DN616857T	26.967	NO	1.154	30	0.03462	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	2	E8	PD45811b_lo0157	BFU-E	40	R	DN616857T	63.975	YES	1.379	30	0.04137	10.99	35886	4#12	4	12	35886_4	2496	Pair40	0.513828226328723	759	759	0.716332150611661	0.178789731051345	0.716332150611661
PD45811b	R40	2	F8	PD45811b_lo0158	BFU-E	40	R	DN616857T	98.856	YES	1.076	30	0.03228	11.67	35886	3#10	3	10	35886_3	2496	Pair40	0.457824092124128	773	773	0.762167028544193	0.213325183374083	0.6876
PD45811b	R40	2	G8	PD45811b_lo0159	BFU-E	40	R	DN616857T	43.522	YES	1.388	30	0.04164	10.43	35884	1#12	1	12	35884_1	2496	Pair40	0.502691788799668	706	706	0.741566488375788	0.17359413202934	0.741566488375788
PD45811b	R40	2	H8	PD45811b_lo0160	BFU-E	40	R	DN616857T	64.496	YES	0.658	30	0.01974	11.65	35884	2#18	2	18	35884_2	2496	Pair40	0.511353646666346	779	779	0.739448180903458	0.194682151589242	0.739448180903458
PD45811b	R40	2	A9	PD45811b_lo0161	BFU-E	40	R	DN616857T	98.848	YES	1.943	30	0.05829	12.98	35886	3#11	3	11	35886_3	2496	Pair40	0.491795264708039	1003	1003	0.807048668114177	0.273227383863081	0.807048668114177
PD45811b	R40	2	B9	PD45811b_lo0162	BFU-E	40	R	DN616857T	104.106	YES	0.555	30	0.01665	10.01	35886	3#12	3	12	35886_3	2496	Pair40	0.508316438055638	925	925	0.644230260022242	0.121026894865526	0.644230260022242
PD45811b	R40	2	C9	PD45811b_lo0163	BFU-E	40	R	DN616857T	63.491	NO	1.25	30	0.0375	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	2	D9	PD45811b_lo0164	BFU-E	40	R	DN616857T	108.101	YES	1.006	30	0.03018	11.55	35886	3#13	3	13	35886_3	2496	Pair40	0.501540732553385	775	775	0.744982259174919	0.204156479217604	0.744982259174919
PD45811b	R40	2	E9	PD45811b_lo0165	BFU-E	40	R	DN616857T	82.204	YES	0.404	30	0.01212	11.41	35886	3#14	3	14	35886_3	2496	Pair40	0.540351647226794	765	765	0.718450458083991	0.170537897310513	0.718450458083991
PD45811b	R40	2	F9	PD45811b_lo0166	BFU-E	40	R	DN616857T	71.621	YES	0.739	30	0.02217	12.23	35884	2#19	2	19	35884_2	2496	Pair40	NA	NA	NA	0.723243128740137	0.187041564792176	NA
PD45811b	R40	2	G9	PD45811b_lo0167	BFU-E	40	R	DN616857T	80.674	YES	0.678	30	0.02034	11.18	35886	3#15	3	15	35886_3	2496	Pair40	0.487025215134521	785	785	0.73939522321665	0.181234718826406	0.73939522321665
PD45811b	R40	2	H9	PD45811b_lo0168	BFU-E	40	R	DN616857T	63.691	YES	0.688	30	0.02064	14.21	35886	4#13	4	13	35886_4	2496	Pair40	0.524238335697225	1039	1039	0.862839591166658	0.346577017114914	0.862839591166658
PD45811b	R40	2	A10	PD45811b_lo0169	BFU-E	40	R	DN616857T	61.205	YES	2.849	30	0.08547	11.34	35886	4#14	4	14	35886_4	2496	Pair40	0.498422408320801	845	845	0.790446433299793	0.236858190709046	0.790446433299793
PD45811b	R40	2	B10	PD45811b_lo0170	BFU-E	40	R	DN616857T	52.672	YES	0.79	30	0.0237	11.46	35884	1#13	1	13	35884_1	2496	Pair40	0.512984138991096	1092	1092	0.779907853624954	0.232579462102689	0.779907853624954
PD45811b	R40	2	C10	PD45811b_lo0171	BFU-E	40	R	DN616857T	63.198	YES	0.825	30	0.02475	11.28	35886	4#15	4	15	35886_4	2496	Pair40	0.534188448503239	913	913	0.753481967907642	0.200488997555012	0.753481967907642
PD45811b	R40	2	D10	PD45811b_lo0172	BFU-E	40	R	DN616857T	55.48	YES	1.054	30	0.03162	9.95	35886	4#16	4	16	35886_4	2496	Pair40	0.451032766728827	943	943	0.722925382619287	0.161063569682152	0.591
PD45811b	R40	2	E10	PD45811b_lo0173	BFU-E	40	R	DN616857T	21.333	YES	1.199	30	0.03597	12.75	35884	1#14	1	14	35884_1	2496	Pair40	0.510503674094309	944	944	0.842106656781232	0.314486552567237	0.842106656781232
PD45811b	R40	2	F10	PD45811b_lo0174	BFU-E	40	R	DN616857T	4.793	NO	0.355	30	0.01065	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	2	G10	PD45811b_lo0175	BFU-E	40	R	DN616857T	18.757	YES	0.313	30	0.00939	9.85	35884	1#15	1	15	35884_1	2496	Pair40	0.542634203598988	717	717	0.668617274797437	0.131112469437653	0.668617274797437
PD45811b	R40	2	H10	PD45811b_lo0176	BFU-E	40	R	DN616857T	41.072	YES	0.227	30	0.00681	11.33	35884	1#16	1	16	35884_1	2496	Pair40	0.481834532948126	860	860	0.743658317004713	0.200488997555012	0.743658317004713
PD45811b	R40	2	A11	PD45811b_lo0177	BFU-E	40	R	DN616857T	76.156	YES	1.005	30	0.03015	9.92	35884	2#20	2	20	35884_2	2496	Pair40	0.498797884718697	994	994	0.61915479531854	0.119498777506112	0.61915479531854
PD45811b	R40	2	B11	PD45811b_lo0178	BFU-E	40	R	DN616857T	94.788	YES	0.476	30	0.01428	9.75	35886	3#16	3	16	35886_3	2496	Pair40	NA	NA	NA	0.59871312821056	0.11338630806846	NA
PD45811b	R40	2	C11	PD45811b_lo0179	BFU-E	40	R	DN616857T	79.652	YES	0.996	30	0.02988	7.28	35886	3#17	3	17	35886_3	2496	Pair40	0.566657548736511	419	419	0.435576973997776	0.0440097799511002	0.435576973997776
PD45811b	R40	2	D11	PD45811b_lo0180	BFU-E	40	R	DN616857T	96.124	YES	1.801	30	0.05403	9.1	35886	3#18	3	18	35886_3	2496	Pair40	0.500785156055968	715	715	0.542498543663613	0.07059902200489	0.542498543663613
PD45811b	R40	2	E11	PD45811b_lo0181	BFU-E	40	R	DN616857T	58.036	YES	1.054	30	0.03162	10.62	35886	4#17	4	17	35886_4	2496	Pair40	NA	NA	NA	0.634486045649526	0.128056234718826	NA
PD45811b	R40	2	F11	PD45811b_lo0182	CFU-GEMM	40	R	DN616857T	78.966	YES	0.506	30	0.01518	10.23	35884	2#21	2	21	35884_2	2496	Pair40	0.506468696848903	739	739	0.686172747974368	0.154339853300733	0.686172747974368
PD45811b	R40	2	G11	PD45811b_lo0183	CFU-GEMM	40	R	DN616857T	36.343	YES	0.439	30	0.01317	10.68	35884	1#17	1	17	35884_1	2496	Pair40	0.50822313073082	580	580	0.659879256474077	0.137530562347188	0.659879256474077
PD45811b	R40	2	H11	PD45811b_lo0184	BFU-E	40	R	DN616857T	56.126	YES	0.254	30	0.00762	11.24	35886	4#18	4	18	35886_4	2496	Pair40	0.502874609644427	835	835	0.748689297251496	0.204156479217604	0.748689297251496
PD45811b	R40	2	A12	PD45811b_lo0185	CFU-GEMM	40	R	DN616857T	51.679	YES	0.542	30	0.01626	10.96	35884	1#18	1	18	35884_1	2496	Pair40	NA	NA	NA	0.792750092675952	0.233496332518337	NA
PD45811b	R40	2	B12	PD45811b_lo0186	BFU-E	40	R	DN616857T	95.848	YES	0.367	30	0.01101	12.53	35886	3#19	3	19	35886_3	2496	Pair40	NA	NA	NA	0.747127045490653	0.21760391198044	NA
PD45811b	R40	2	C12	PD45811b_lo0187	BFU-E	40	R	DN616857T	115.331	YES	0.565	30	0.01695	10.7	35886	3#20	3	20	35886_3	2496	Pair40	NA	NA	NA	0.00320394005189853	0.00397310513447433	NA
PD45811b	R40	2	D12	PD45811b_lo0188	CFU-GEMM	40	R	DN616857T	63.959	YES	1.164	30	0.03492	10.88	35886	4#19	4	19	35886_4	2496	Pair40	NA	NA	NA	0.00325689773870677	0.00488997555012225	NA
PD45811b	R40	2	E12	PD45811b_lo0189	CFU-GEMM	40	R	DN616857T	96.8	YES	0.244	30	0.00732	12.14	35886	3#21	3	21	35886_3	2496	Pair40	NA	NA	NA	0.00357464385955621	0.00366748166259169	NA
PD45811b	R40	2	F12	PD45811b_lo0190	BFU-E	40	R	DN616857T	62.53	YES	0.537	30	0.01611	11.68	35886	4#20	4	20	35886_4	2496	Pair40	NA	NA	NA	0.00352168617274797	0.00427872860635697	NA
PD45811b	R40	2	G12	PD45811b_lo0191	BFU-E	40	R	DN616857T	48.739	YES	3.469	30	0.10407	10.21	35884	1#19	1	19	35884_1	2496	Pair40	NA	NA	NA	0.00270084202722025	0.00213936430317848	NA
PD45811b	R40	2	H12	PD45811b_lo0192	CFU-GEMM	40	R	DN616857T	43.467	YES	1.009	30	0.03027	12.28	35884	1#20	1	20	35884_1	2496	Pair40	NA	NA	NA	0.00402478419742626	0.0097799511002445	NA
PD45811b	R40	3	A1	PD45811b_lo0193	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	B1	PD45811b_lo0194	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	C1	PD45811b_lo0195	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	D1	PD45811b_lo0196	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	E1	PD45811b_lo0197	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	F1	PD45811b_lo0198	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	G1	PD45811b_lo0199	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	H1	PD45811b_lo0200	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	A2	PD45811b_lo0201	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	B2	PD45811b_lo0202	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	C2	PD45811b_lo0203	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	D2	PD45811b_lo0204	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	E2	PD45811b_lo0205	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	F2	PD45811b_lo0206	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	G2	PD45811b_lo0207	CFU-GEMM	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	H2	PD45811b_lo0208	CFU-GEMM	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	A3	PD45811b_lo0209	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	B3	PD45811b_lo0210	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	C3	PD45811b_lo0211	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	D3	PD45811b_lo0212	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	E3	PD45811b_lo0213	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	F3	PD45811b_lo0214	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	G3	PD45811b_lo0215	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	H3	PD45811b_lo0216	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	A4	PD45811b_lo0217	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	B4	PD45811b_lo0218	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	C4	PD45811b_lo0219	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	D4	PD45811b_lo0220	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	E4	PD45811b_lo0221	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	F4	PD45811b_lo0222	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	G4	PD45811b_lo0223	CFU-GM	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	H4	PD45811b_lo0224	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	A5	PD45811b_lo0225	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	B5	PD45811b_lo0226	CFU-GM	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	C5	PD45811b_lo0227	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	D5	PD45811b_lo0228	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	E5	PD45811b_lo0229	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	F5	PD45811b_lo0230	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	G5	PD45811b_lo0231	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	H5	PD45811b_lo0232	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	A6	PD45811b_lo0233	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	B6	PD45811b_lo0234	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	C6	PD45811b_lo0235	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	D6	PD45811b_lo0236	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	E6	PD45811b_lo0237	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	F6	PD45811b_lo0238	CFU-GEMM	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	G6	PD45811b_lo0239	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	H6	PD45811b_lo0240	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	A7	PD45811b_lo0241	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	B7	PD45811b_lo0242	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	C7	PD45811b_lo0243	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	D7	PD45811b_lo0244	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	E7	PD45811b_lo0245	CFU-GEMM	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	F7	PD45811b_lo0246	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	G7	PD45811b_lo0247	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	H7	PD45811b_lo0248	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	A8	PD45811b_lo0249	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	B8	PD45811b_lo0250	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	C8	PD45811b_lo0251	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	D8	PD45811b_lo0252	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	E8	PD45811b_lo0253	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	F8	PD45811b_lo0254	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	G8	PD45811b_lo0255	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	H8	PD45811b_lo0256	BFU-E	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
PD45811b	R40	3	A9	PD45811b_lo0257	CFU-GEMM	40	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair40	NA	NA	NA	NA	NA	NA
